ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean,softmasked_percent,GC_percent
GCA_030571715.1_ASM3057171v1,1734212,Grigorovia jiainica (nom. inval.),NRRL Y-48843,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Grigorovia,Grigorovia jiainica (nom. inval.),2023-07-31,57.44x,MASURCA v. 2.3.2,Illumina HiSeq,haploid,Scaffold,62478,948,14480493,0,0,0,0,0,0,0,0,35.31,27.51
GCA_003708445.3_ASM370844v3,36916,Grigorovia transvaalensis,NRRL Y-17245,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Grigorovia,Grigorovia transvaalensis,2023-07-31,90.01x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,136221,518,12472076,0,0,0,0,0,0,0,0,18.77,33.31
GCA_032629725.1_Phain_OT5,66518,Gremmenia infestans,DSM 5139,Ascomycota,,Leotiomycetes,,Helotiales,Hamatocanthoscyphaceae,Gremmenia,Gremmenia infestans,2023-10-13,238.0x,Flye v. 2.6,PacBio Sequel II,haploid,Contig,,,36805277,0,0,0,0,0,0,0,0,8.85,46.39
GCA_003708315.3_ASM370831v3,49332,Groenewaldozyma salmanticensis,NRRL Y-17090,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Groenewaldozyma,Groenewaldozyma salmanticensis,2023-07-26,40.3660589517x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,374553,122,12266221,0,0,0,0,0,0,0,0,9.86,43.39
GCA_030574195.1_ASM3057419v1,49321,Groenewaldozyma auringiensis,NRRL Y-17674,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Groenewaldozyma,Groenewaldozyma auringiensis,2023-07-31,58.0354521226x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,221594,94,12005205,0,0,0,0,0,0,0,0,11.49,42.10
GCA_003709265.2_ASM370926v2,432099,Grigorovia yakushimaensis,NRRL Y-48837,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Grigorovia,Grigorovia yakushimaensis,2023-07-31,50.61x,MASURCA v. 2.3.2,Illumina HiSeq,haploid,Scaffold,249423,530,12823901,0,0,0,0,0,0,0,0,25.06,30.44
GCA_030580275.1_ASM3058027v1,2866341,Groenewaldozyma sp. yHMH443,yHMH443,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Groenewaldozyma,Groenewaldozyma sp. yHMH443,2023-07-31,40.7694476445x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,131823,329,13387039,0,0,0,0,0,0,0,0,6.97,48.51
GCF_013396195.1_ASM1339619v1,1567544,Fusarium tjaetaba,NRRL 66243,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium tjaetaba,2020-07-10,50.0x,CLC NGS Cell v. 2017,Illumina MiSeq,haploid,Scaffold,151678,867,43094252,14181,1685.59,41525,520.31,41525,520.31,27344,83.72,5.84,48.82
GCA_030574255.1_ASM3057425v1,98667,Groenewaldozyma tartarivorans,NRRL Y-27291T,Ascomycota,,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Groenewaldozyma,Groenewaldozyma tartarivorans,2023-07-31,119.333174881x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,68797,511,12826957,0,0,0,0,0,0,0,0,12.64,38.61
GCA_026024515.1_ASM2602451v1,315204,Geoglossum umbratile,MO 234205/TS-e1927,Ascomycota,,Geoglossomycetes,,Geoglossales,Geoglossaceae,Geoglossum,Geoglossum umbratile,2022-11-07,716x,SPAdes v. 3.13.1,Illumina HiSeq,haploid,Contig,,,33879389,9612,1727.29,31159,476.73,31091,477.56,21547,81.14,7.41,50.88
GCA_954870535.1_F40,3049762,Fusarium sp. VM40,,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium sp. VM40,2023-07-15,145x,Flye,MinION,haploid,Contig,,,42058709,13545,1617.66,75070,536.54,37535,536.54,23983,74.01,7.64,47.72
GCA_019925595.1_ASM1992559v1,155651,Grosmannia huntii,VPRI43530,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Grosmannia,Grosmannia huntii,2021-09-10,493x,SPAdes v. 3.14.1,Illumina NovaSeq,haploid,Scaffold,343842,254,28054477,0,0,0,0,0,0,0,0,14.23,54.62
GCA_002778075.1_ASM277807v1,360150,Grosmannia penicillata,CBS 134055,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Grosmannia,Grosmannia penicillata,2017-11-16,141x,HGAP v. 3,PacBio,haploid,Contig,,,27679855,0,0,0,0,0,0,0,0,17.25,58.07
GCA_029299595.1_LepSer_1.0,360152,Grosmannia serpens,CMW60,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Grosmannia,Grosmannia serpens,2023-03-20,516x,SPAdes v. 3.9.1,Illumina HiSeq,haploid,Scaffold,79371,689,28144216,0,0,0,0,0,0,0,0,18.27,58.27
GCA_038088995.1_TH8848-Guyanaporus-albipodus,1748404,Guyanaporus albipodus,G4419,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Guyanaporus,Guyanaporus albipodus,2024-04-12,83.0367075948433x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,147566,2061,31265137,0,0,0,0,0,0,0,0,13.56,47.79
GCA_000442125.1_Cafla_v1,1353255,Gyalolechia flavorubescens KoLRI002931,KoLRI002931,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Gyalolechia,Gyalolechia flavorubescens,2013-07-30,541.0x,AllPaths v. JAN-2013,Illumina HiSeq,haploid,Scaffold,1693300,36,34468235,0,0,0,0,0,0,0,0,20.16,41.79
GCF_000145635.1_Gae_graminis_V2,644352,Gaeumannomyces tritici R3-111a-1,R3-111a-1,Ascomycota,,Sordariomycetes,,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces tritici,2010-08-25,25x,Newbler v. 2.1-PreRelease-4/28/2009,454,haploid,Scaffold,6703616,517,43768664,14669,1938.00,39773,645.13,38364,494.65,24830,134.24,13.80,53.17
GCA_027595885.1_ASM2759588v1,2786946,Globomyces sp. JEL0801,JEL0801,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,Globomycetaceae,Globomyces,Globomyces sp. JEL0801,2023-01-09,33.7x,dipSPADes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NovaSeq,haploid,Contig,,,16104292,6786,1581.17,28405,322.47,28317,323.25,21619,72.62,13.44,35.20
GCA_003316585.1_ASM331658v1,104221,Gomphus bonarii,MG147,Basidiomycota,,Agaricomycetes,,Gomphales,Gomphaceae,Gomphus,Gomphus bonarii,2018-07-13,72x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,5901,83801,116108881,0,0,0,0,0,0,0,0,40.93,43.85
GCA_024516215.1_Geocar1,49969,Geopyxis carbonaria,CBS 144460,Ascomycota,,Pezizomycetes,,Pezizales,Pyronemataceae,Geopyxis,Geopyxis carbonaria,2022-08-03,289.93x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,49454325,12073,1605.01,34178,515.36,32834,459.80,22105,79.78,13.90,49.56
GCA_020080175.1_ASM2008017v1,1670608,Glutinoglossum americanum,GBOQ0MN5Z8,Ascomycota,,Geoglossomycetes,,Geoglossales,Geoglossaceae,Glutinoglossum,Glutinoglossum americanum,2021-09-21,21.0x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Scaffold,117181,565,26395934,7725,1863.85,25906,486.95,25827,488.18,18181,98.09,7.80,50.00
GCA_040803075.1_ASM4080307v1,3049824,Gyromitra accumbens,ACD0615,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra accumbens,2024-07-22,23.27x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,68481,1751,48779977,0,0,0,0,0,0,0,0,10.34,48.99
GCF_025024155.1_Mormul1,101098,Gamsiella multidivaricata,RSA 2152,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Gamsiella,Gamsiella multidivaricata,2022-09-07,184.76x,Falcon v. 0.4.2,PacBio,haploid,Contig,,,37665308,12393,1921.27,45228,423.48,44046,375.69,32804,142.10,11.15,49.07
GCA_040803865.1_ASM4080386v1,2944586,Gyromitra americanigigas,MICH352016,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra americanigigas,2024-07-22,86.65x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,153716,838,41625216,0,0,0,0,0,0,0,0,10.29,49.10
GCA_027602005.1_ASM2760200v1,1134077,Geranomyces michiganensis,JEL0563,Chytridiomycota,,Chytridiomycetes,,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces michiganensis,2023-01-09,31.9x,SPAdes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NovaSeq,haploid,Scaffold,269724,282,23465858,8550,1863.14,35678,372.51,35517,373.86,27128,97.30,8.98,53.16
GCA_040803815.1_ASM4080381v1,2728038,Gyromitra antarctica,FLAS-F-65994,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra antarctica,2024-07-22,272.11x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,175468,1066,43208946,0,0,0,0,0,0,0,0,11.08,46.23
GCA_040804105.1_ASM4080410v1,2508942,Gyromitra ancilis,MICH352026,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra ancilis,2024-07-22,80.24x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,164314,1614,45762672,0,0,0,0,0,0,0,0,10.99,49.77
GCF_000151355.1_v2.0,660122,Fusarium vanettenii 77-13-4,77-13-4,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium vanettenii,2009-08-27,,,,haploid,Scaffold,1255602,209,51286497,15708,1674.93,48400,488.01,48223,469.58,32692,82.28,8.26,50.73
GCA_040803235.1_ASM4080323v1,1385988,Gyromitra brunnea,MICH352048,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra brunnea,2024-07-22,135.41x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,140698,1882,40059287,0,0,0,0,0,0,0,0,11.59,50.15
GCA_905337335.1_GTX0158_lecanoromycete,1940652,Gomphillus americanus,,Ascomycota,,Lecanoromycetes,,Ostropales,Graphidaceae,Gomphillus,Gomphillus americanus,2021-03-25,572x,,,haploid,Scaffold,685684,54,23861785,8347,1671.83,21769,597.01,21722,598.09,13422,71.41,5.84,45.97
GCA_003611235.1_ASM361123v1,62708,Golovinomyces cichoracearum,UMSG1,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces cichoracearum,2018-10-03,46.0x,CLC NGS Cell v. 6,Illumina HiSeq,haploid,Scaffold,4811,25079,65886882,6532,2235.18,19764,687.87,17498,515.78,13232,75.96,12.62,40.12
GCA_025526955.1_Gorhay1,382530,Gorgonomyces haynaldii,MP57,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,Gorgonomycetaceae,Gorgonomyces,Gorgonomyces haynaldii,2022-09-30,542.15x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,13983420,7987,1389.26,19195,556.02,18877,516.28,11208,37.76,9.06,45.77
GCA_038092445.1_MICH10060-Boletus-tennesseensis,3095477,Gyrodon tennesseensis,MICH10060,Basidiomycota,,Agaricomycetes,,Boletales,Gyrodontaceae,Gyrodon,Gyrodon tennesseensis,2024-04-12,65.34065117037623x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,2106,39028,49386317,0,0,0,0,0,0,0,0,14.51,48.22
GCA_040803875.1_ASM4080387v1,1385989,Gyromitra caroliniana,MICH352092,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra caroliniana,2024-07-22,104.68x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,150950,1434,39900466,0,0,0,0,0,0,0,0,11.34,50.74
GCA_040803135.1_ASM4080313v1,1385990,Gyromitra fastigiata,LE247912,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra fastigiata,2024-07-22,152.49x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,86508,1400,37348570,0,0,0,0,0,0,0,0,10.04,50.15
GCA_038503075.1_ASM3850307v1,33161,Gyromitra esculenta,21701,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra esculenta,2024-04-26,100x,NextDenovo v. 2.5.0,Oxford Nanopore PromethION,haploid,Scaffold,1970509,23,47100447,0,0,0,0,0,0,0,0,13.35,46.39
GCA_027946515.1_ASM2794651v1,1191159,Gnomoniopsis smithogilvyi,IMI 355082,Ascomycota,,Sordariomycetes,,Diaporthales,Gnomoniaceae,Gnomoniopsis,Gnomoniopsis smithogilvyi,2023-01-24,157x,Flye v. 2.6,Illumina NovaSeq; Oxford Nanopore MinION,haploid,Scaffold,6429383,9,35292834,10374,1645.12,28976,526.24,28851,528.14,18601,97.75,5.77,50.70
GCA_040803345.1_ASM4080334v1,3063981,Gyromitra larryi,FLAS-F-61941,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra larryi,2024-07-22,22.47x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,84047,1184,44371265,0,0,0,0,0,0,0,0,9.54,48.84
GCA_040804015.1_ASM4080401v1,1385991,Gyromitra korfii,MICH352062,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra korfii,2024-07-22,109.05x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,281084,1377,45145517,0,0,0,0,0,0,0,0,11.06,49.43
GCA_040803995.1_ASM4080399v1,265115,Gyromitra californica,MICH352088,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra californica,2024-07-22,96.6x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,212816,2136,58336588,0,0,0,0,0,0,0,0,12.37,46.90
GCA_040802955.1_ASM4080295v1,2723787,Gyromitra martinii,ACD0614,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra martinii,2024-07-22,51.65x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,157843,1458,45376454,0,0,0,0,0,0,0,0,12.20,49.80
GCA_040804115.1_ASM4080411v1,44622,Gyromitra montana,MICH352043,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra montana,2024-07-22,51.86x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,134500,1108,42304657,0,0,0,0,0,0,0,0,9.95,49.21
GCA_040803895.1_ASM4080389v1,1385992,Gyromitra leucoxantha,MICH352087,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra leucoxantha,2024-07-22,38.04x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,75669,2383,54621588,0,0,0,0,0,0,0,0,10.49,49.71
GCA_027603065.1_ASM2760306v1,109894,Geranomyces variabilis,JEL0389,Chytridiomycota,,Chytridiomycetes,,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces variabilis,2023-01-09,85.9x,SPAdes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NovaSeq,haploid,Scaffold,475954,178,24136728,9047,1910.55,40197,361.68,40016,362.97,31150,88.17,8.60,54.27
GCA_040803055.1_ASM4080305v1,3063982,Gyromitra mcknightii,ACD0560,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra mcknightii,2024-07-22,102.91x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,169914,1762,46635696,0,0,0,0,0,0,0,0,10.62,48.98
GCA_027946555.1_ASM2794655v1,2978355,Gnomoniopsis sp. IMI 355080,IMI 355080,Ascomycota,,Sordariomycetes,,Diaporthales,Gnomoniaceae,Gnomoniopsis,Gnomoniopsis sp. IMI 355080,2023-01-24,113x,SPAdes v. 3.11.1,Illumina NovaSeq,haploid,Contig,,,38082340,10906,1654.61,29270,552.82,29147,554.77,18363,101.52,6.22,51.68
GCA_040802945.1_ASM4080294v1,3063983,Gyromitra parma,ACD0610,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra parma,2024-07-22,39.77x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,100853,1476,41273449,0,0,0,0,0,0,0,0,10.96,50.02
GCA_040802845.1_ASM4080284v1,2303735,Gyromitra melaleuca,MICH346528,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra melaleuca,2024-07-22,40.2x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,135054,903,49207899,0,0,0,0,0,0,0,0,8.27,48.28
GCF_000409485.1_GLAREA,1116229,Glarea lozoyensis ATCC 20868,ATCC 20868,Ascomycota,,Leotiomycetes,,Helotiales,Helotiaceae,Glarea,Glarea lozoyensis,2013-06-14,80.0x,GS De Novo Assembler v. Aug-2011,454; Illumina HiSeq,haploid,Scaffold,2105285,22,39509734,13083,1594.39,38836,485.79,38836,485.79,25753,77.39,6.92,45.43
GCA_040802985.1_ASM4080298v1,1385994,Gyromitra perlata,ACD0608,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra perlata,2024-07-22,115.82x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,152400,1014,42459878,0,0,0,0,0,0,0,0,10.49,49.58
GCA_040803505.1_ASM4080350v1,2873843,Gyromitra recurva,ACD0538,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra recurva,2024-07-22,83.28x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,187078,2110,42767172,0,0,0,0,0,0,0,0,10.96,49.87
GCA_003314385.1_ASM331438v1,2175977,Gomphus sp. MG54,MG54,Basidiomycota,,Agaricomycetes,,Gomphales,Gomphaceae,Gomphus,Gomphus sp. MG54,2018-07-11,59x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,7672,64090,204967316,0,0,0,0,0,0,0,0,39.26,45.52
GCA_040803245.1_ASM4080324v1,3063984,Gyromitra sichuanensis,CUP-CH002522,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sichuanensis,2024-07-22,38.32x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,73439,2340,46133595,0,0,0,0,0,0,0,0,8.52,46.66
GCA_030705145.1_ASM3070514v1,1460239,Hagleromyces aurorensis,CBS 13264,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Hagleromyces,Hagleromyces aurorensis,2023-08-09,44.7429257028x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,100124,382,11828529,0,0,0,0,0,0,0,0,7.88,43.08
GCA_040802385.1_ASM4080238v1,3120042,Gyromitra sp. 13 AD-2024,MICH346255,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sp. 13 AD-2024,2024-07-22,125.61x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,211124,921,42022710,0,0,0,0,0,0,0,0,10.74,49.14
GCA_040802825.1_ASM4080282v1,3120226,Gyromitra sp. 'persicula',MICH346493,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sp. 'persicula',2024-07-22,78.81x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,135754,1663,50557283,0,0,0,0,0,0,0,0,10.08,49.64
GCA_040803605.1_ASM4080360v1,3063971,Gyromitra sp. 2 AD-2023,ACD0484,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sp. 2 AD-2023,2024-07-22,78.56x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,140885,1037,49726930,0,0,0,0,0,0,0,0,10.56,49.16
GCA_040803585.1_ASM4080358v1,3063973,Gyromitra sp. 4 AD-2023,ACD0514,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sp. 4 AD-2023,2024-07-22,48.96x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,95070,1806,42818294,0,0,0,0,0,0,0,0,10.37,48.86
GCA_040803515.1_ASM4080351v1,3063972,Gyromitra sp. 3 AD-2023,ACD0548,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sp. 3 AD-2023,2024-07-22,74.37x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,147147,1239,49235540,0,0,0,0,0,0,0,0,9.62,49.62
GCA_040803905.1_ASM4080390v1,3063976,Gyromitra sp. 9 AD-2023,MICH352091,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sp. 9 AD-2023,2024-07-22,227.63x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,376458,355,42601850,0,0,0,0,0,0,0,0,8.07,46.29
GCA_030567235.1_ASM3056723v1,211099,Hanseniaspora clermontiae,NRRL Y-27515,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora clermontiae,2023-07-31,53.9915601295x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,110063,267,8711982,0,0,0,0,0,0,0,0,16.80,36.74
GCA_021527025.2_ASM2152702v2,566086,Geoglossum cookeanum,AXV2JGJCKQ,Ascomycota,,Geoglossomycetes,,Geoglossales,Geoglossaceae,Geoglossum,Geoglossum cookeanum,2023-02-06,130.0x,SPAdes v. 2022,Illumina,haploid,Scaffold,399,441801,194301940,0,0,0,0,0,0,0,0,16.99,55.57
GCA_040802425.1_ASM4080242v1,3063974,Gyromitra sp. 6 AD-2023,ARIZ-AN044228,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sp. 6 AD-2023,2024-07-22,100.92x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,178614,1029,47077282,0,0,0,0,0,0,0,0,9.63,48.66
GCA_040803355.1_ASM4080335v1,3063975,Gyromitra sp. 8 AD-2023,MICH4601,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sp. 8 AD-2023,2024-07-22,61.09x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,74918,1452,41894554,0,0,0,0,0,0,0,0,10.67,48.71
GCA_003020785.1_Hgam_CRUB1928T_v1,2094518,Hanseniaspora gamundiae,CRUB 1928,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora gamundiae,2018-03-27,29.3x,SPAdes v. 3.9.0,Illumina HiSeq,haploid,Scaffold,63455,338,10183153,0,0,0,0,0,0,0,0,18.30,36.92
GCA_036287555.1_ASM3628755v1,56406,Hanseniaspora guilliermondii,CBS:18551,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora guilliermondii,2024-01-29,46.0x,Flye v. v2.9.2,Oxford Nanopore GridION,haploid,Complete Genome,1326142,9,9158665,0,0,0,0,0,0,0,0,20.95,31.08
GCA_040803105.1_ASM4080310v1,2803007,Gyromitra spinosospora,LUG,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra spinosospora,2024-07-22,85.03x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,29622,2502,37292129,0,0,0,0,0,0,0,0,10.94,49.49
GCA_027569715.1_ASM2756971v1,39317,Hamigera avellanea,NRRL 1938,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Hamigera,Hamigera avellanea,2023-01-04,357.6x,SPAdes v. 2,Illumina NovaSeq,haploid,Contig,,,28294013,0,0,0,0,0,0,0,0,8.39,50.14
GCA_030573555.1_ASM3057355v1,1235602,Hanseniaspora hatyaiensis (nom. inval.),ZIM 2327;ST-476,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora hatyaiensis (nom. inval.),2023-07-31,114.822409181x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,123903,259,9643601,0,0,0,0,0,0,0,0,20.74,36.41
GCA_040803985.1_ASM4080398v1,991127,Gyromitra splendida,MICH352089,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra splendida,2024-07-22,142.94x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,195473,949,43751227,0,0,0,0,0,0,0,0,10.16,46.34
GCA_030573515.1_ASM3057351v1,1926583,Hanseniaspora jakobsenii,ZIM 2603,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora jakobsenii,2023-07-31,70.8434192196x,MASURCA v. 2.3.2,Illumina HiSeq,haploid,Scaffold,48908,464,11018984,0,0,0,0,0,0,0,0,26.89,29.90
GCA_040803645.1_ASM4080364v1,2950980,Gyromitra warnei,MICH352073,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra warnei,2024-07-22,94.35x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,90533,1660,42584329,0,0,0,0,0,0,0,0,10.81,49.65
GCA_040804095.1_ASM4080409v1,2857109,Gyromitra venenata,MICH352032,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra venenata,2024-07-22,145.41x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,206849,723,44147473,0,0,0,0,0,0,0,0,11.01,46.27
GCA_030567275.1_ASM3056727v1,211098,Hanseniaspora lachancei,NRRL Y-27514,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora lachancei,2023-07-31,165.201492899x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,103551,432,8900485,0,0,0,0,0,0,0,0,16.13,35.09
GCA_019649525.1_ASM1964952v1,56411,Hanseniaspora lindneri,CBS 285,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora lindneri,2021-08-17,87.6x,SPAdes v. 3.11.1,Illumina NovaSeq,haploid,Scaffold,71514,282,10792737,0,0,0,0,0,0,0,0,17.73,36.08
GCA_030370665.1_ASM3037066v1,211097,Hanseniaspora meyeri,APC 12.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora meyeri,2023-06-28,100.0x,Flye v. 2.4,PacBio Sequel; Oxford Nanopore PromethION; Illumina MiSeq,haploid,Complete Genome,1491847,8,8767711,0,0,0,0,0,0,0,0,16.80,37.21
