ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_900074735.1,Lachancea sp. 'fantastica',,1230904,PRJEB12929,11336659,730885,LAFA0
GCA_030562185.1,Lachancea sp. yHQL494,yHQL494,2866345,PRJNA736342,11060012,250891,ASM3056218v1
GCF_000142805.1,Lachancea thermotolerans CBS 6340,CBS 6340,559295,PRJNA12499,10392862,1513537,ASM14280v1
GCA_030580015.1,Lachancea waltii,NRRL Y-8285,4914,PRJNA736342,10217115,136179,ASM3058001v1
GCA_007821475.1,Lachnellula arida,CBS 203.66,1316785,PRJNA437631,42724717,37853,CFIA_Lari_EG2017
GCA_007825325.1,Lachnellula cervina,CBS 625.97,1316786,PRJNA437640,51373547,22497,CFIA_Lcer_EG2017
GCF_007821495.1,Lachnellula hyalina,CBS 185.66,1316788,PRJNA437642,33828344,161844,CFIA_Lhya_EG2017
GCA_007821535.1,Lachnellula occidentalis,CBS 160.35,215460,PRJNA437649,48298069,31262,CFIA_Locc_EG2017
GCA_007821545.1,Lachnellula subtilissima,CBS 197.66,602034,PRJNA437651,35230510,34087,CFIA_Lsub_EG2017
GCA_007825345.1,Lachnellula suecica,CBS 268.59,602035,PRJNA407966,43438917,19034,CFIA_Lsue_EG2017
GCA_007825375.1,Lachnellula willkommii,CBS 172.35,215461,PRJNA412379,51034129,8078,CFIA_Lawi_EG2017
GCA_003988875.1,Lachnum nothofagi,D664,2283846,PRJNA487672,74582935,10009,ASM398887v1
GCA_021524915.1,Lactarius akahatsu,QP,416441,PRJNA500123,80299772,249015,Lacaka1
GCA_021525775.1,Lactarius deliciosus,48,55514,PRJNA500114,96043985,318552,Lacdel1
GCA_951394315.1,Lactarius evosmus,,326039,PRJEB58661;PRJEB62072,57231665,4137912,gfLacEvos1.1
GCA_024734325.1,Lactarius hatsudake,JH5,416442,PRJNA605941,76711549,389060,ASM2473432v1
GCA_021525025.1,Lactarius hengduanensis,84,1932122,PRJNA500115,61963203,72496,Lachen1
GCA_025766275.1,Lactarius indigo,2018DUKE089,222702,PRJNA654964,90316074,767822,Lacind1
GCA_025769895.1,Lactarius psammicola,BPL869,1907521,PRJNA345982,69824043,111929,Lacpsa1
GCA_021525015.1,Lactarius pseudohatsudake,88,1932123,PRJNA500116,99708583,149378,Lacpse1
GCA_015025155.1,Lactarius quietus,S23C,111141,PRJNA245616,115901997,89817,Lacqui1
GCA_021527775.1,Lactarius sanguifluus,B21,111137,PRJNA500120,86230511,235641,Lacsan1
GCA_003315925.1,Lactarius sp. MG121,MG121,2175976,PRJNA454572,63817975,8418,ASM331592v1
GCA_003314065.1,Lactarius sp. MG50,MG50,2175975,PRJNA454572,65894916,11466,ASM331406v1
GCA_963281015.1,Lactarius tabidus,,152947,PRJEB60192;PRJEB65067,52334816,2359413,gfLacTabi1.1
GCA_003315845.1,Lactarius trivialis,MG71,217427,PRJNA454572,36119023,13684,ASM331584v1
GCA_021527035.1,Lactarius vividus,141,1740625,PRJNA500118,69041955,202573,Lacviv1
GCA_003315975.1,Lactifluus echinatus,MG122,2017516,PRJNA454572,48078660,8326,ASM331597v1
GCA_003314055.1,Lactifluus hygrophoroides,MG19,1837245,PRJNA454572,55463383,8672,ASM331405v1
GCA_003313945.1,Lactifluus pinguis,MG27,904239,PRJNA454572,49262189,16627,ASM331394v1
GCA_003315875.1,Lactifluus piperatus,MG49,71966,PRJNA454572,50768713,14582,ASM331587v1
GCA_003315895.1,Lactifluus rugatus,MG108,1837266,PRJNA454572,39210598,5465,ASM331589v1
GCA_022496195.1,Lactifluus subvellereus,BPL653,1837270,PRJNA345708,44824221,186084,Lacsub1
GCA_022376515.1,Lactifluus volemus,BPL652,71967,PRJNA340520,62975844,238496,Lacvol1
GCF_001632365.1,Laetiporus sulphureus 93-53,93-53,1314785,PRJNA196057,39909705,114592,Laesu1
GCA_022814265.1,Lambiella insularis,Spribille 39820,1397036,PRJNA795879,36292339,553330,ASM2281426v1
GCA_020310465.1,Lanmaoa asiatica,LA01,1603062,PRJNA713310,46638161,2448093,ASM2031046v1
GCA_038093455.1,Lanmaoa carminipes,MICH10002,1173595,PRJNA1022813,49611423,7421,MICH10002-Boletus-carminipes
GCA_038092875.1,Lanmaoa pseudosensibilis,MICH10030,1354908,PRJNA1022813,54356304,18897,MICH10030-Boletus-pseudosensibilis
GCA_000812885.1,Lanzia echinophila,CBS 111548,1424426,PRJNA254419,40250382,9535,ASM81288v1
GCA_023184575.1,Lasallia pustulata,TBG_2345,136370,PRJNA820300,35782428,2288085,ASM2318457v1
GCA_023089105.1,Lasiodiplodia citricola,KE87127,869388,PRJNA777748,44019502,506401,ASM2308910v1
GCA_009829795.1,Lasiodiplodia gonubiensis,CBS 115812,336252,PRJNA497969,41142063,45400,ASM982979v1
GCA_030512325.1,Lasiodiplodia hormozganensis,CBS 339.90,869390,PRJNA470903,43247313,220815,ASM3051232v1
GCA_030270915.1,Lasiodiplodia iranensis,CCTCC M2017288,869387,PRJNA634707,43011631,1087278,ASM3027091v1
GCA_029590625.1,Lasiodiplodia mahajangana,VT137,1108764,PRJNA911226,40140394,12129,ASM2959062v1
GCA_033955225.1,Lasiodiplodia pseudotheobromae,RIFT3495,466954,PRJNA1030934,42997681,5817267,ASM3395522v1
GCA_009801085.1,Lasiodiplodia sp. COLG20,COLG20,2596968,PRJNA554995,43533303,960361,ASM980108v1
GCA_009801105.1,Lasiodiplodia sp. COLG96,COLG96,2596969,PRJNA554995,43154952,44698,ASM980110v1
GCA_023087525.1,Lasiodiplodia sp. KE8368,KE8368,2894516,PRJNA777748,50973113,414768,ASM2308752v1
GCA_023079305.1,Lasiodiplodia sp. KE8409,KE8409,2894517,PRJNA777748,43989322,473723,ASM2307930v1
GCF_012971845.1,Lasiodiplodia theobromae,AM2As,45133,PRJNA388190,43694574,876715,ASM1297184v1
GCA_033439745.1,Lasiosphaeria hispida,CBS 955.72,260671,PRJNA371218,48441159,6086892,Lashi1
GCF_030549165.1,Lasiosphaeria miniovina,SMH2392-1A,1954250,PRJNA371219,49418628,6400557,Lasmin1
GCA_033439765.1,Lasiosphaeria ovina,CBS 958.72,92902,PRJNA371217,51771160,5987086,Lasov1
GCA_027569635.1,Lasiosphaeriaceae sp. G1095,G1095,2989761,PRJNA852164,49943529,116439,ASM2756963v1
GCA_030549175.1,Lasiosphaeris hirsuta,SMH4607-1,260670,PRJNA370050,44448086,5892575,Lashir1
GCA_030411675.1,Lecanicillium aphanocladii,MBC 099,132584,PRJNA879330,36141219,90055,ASM3041167v1
GCA_900169235.1,Lecanicillium fungicola 150-1,,1294127,PRJEB19844,44574141,123872,Lecanicillium_fungicola
GCA_002796755.1,Lecanicillium psalliotae,HWLR35,73499,PRJNA418875,36134087,119947,ASM279675v1
GCA_027627215.1,Lecanicillium saksenae,VT-O1,468837,PRJNA855341,35354223,15746,Lecanicillium_saksenae_reassembly
GCA_037575805.1,Lecanicillium sp. G3,G3,3119160,PRJNA1073173,33787043,375360,ASM3757580v1
GCA_002242745.2,Lecanicillium sp. LEC01,LEC01,2013060,PRJNA390410,31407988,303914,ASM224274v2
GCA_003056585.1,Lecanicillium sp. MT-2017a,CA11,1964301,PRJNA438298,33013597,350082,ASM305658v1
GCA_023628775.1,Lecanicillium sp. S3808,S3808,2939533,PRJNA833221,31086147,349312,ASM2362877v1
GCA_030778065.1,Lecanicillium uredinophilum,MBC 350,2487154,PRJNA879330,33406109,126659,ASM3077806v1
GCA_035521555.1,Lecanoromycetidae sp. Uapishka_2,Uapishka_2,3038893,PRJNA948675,28402931,33760,Uapishka_2
GCA_963674455.1,Lecanosticta acicola,,111012,PRJEB62798;PRJEB62799,30411460,290931,LECACI7
GCA_038090015.1,Leccinellum albellum,NY2685927,2202573,PRJNA1022813,57358810,11728,NY2685927-Leccinum-albellum
GCA_038089515.1,Leccinellum crocipodium,PAM-2023b,1355219,PRJNA1022813,45399531,1035,PAM-Leccinum-crocipodium
GCA_038091855.1,Leccinellum luteum,MICH11267,2169424,PRJNA1022813,52718405,15509,MICH11267-Leccinum-luteum
GCA_038089755.1,Leccinellum rugosiceps,NY577517,3114933,PRJNA1022813,55745054,15693,NY577517-Leccinum-rugosiceps
GCA_038092315.1,Leccinum ambiguum,MICH11239,3095479,PRJNA1022813,60173517,1413,MICH11239-Leccinum-ambiguum
GCA_038091055.1,Leccinum angustisporum,MICH351,3095480,PRJNA1022813,103764350,1660,MICH351-Leccinum-angustisporum
GCA_038092295.1,Leccinum arenicola,MICH11237,3095481,PRJNA1022813,55501012,10410,MICH11237-Leccinum-arenicola
GCA_038092255.1,Leccinum aurantiacum,MICH11245,121046,PRJNA1022813,59738051,6747,MICH11245-Leccinum-aurantiacum_var._pallidipes
GCA_038092195.1,Leccinum barrowsii,MICH11246,3095483,PRJNA1022813,59305326,11171,MICH11246-Leccinum-barrowsii
GCA_038092235.1,Leccinum boreale,MICH11247,3095484,PRJNA1022813,38421105,56573,MICH11247-Leccinum-boreale
GCA_038092215.1,Leccinum broughii,MICH11248,3095485,PRJNA1022813,66663461,5953,MICH11248-Leccinum-broughii
GCA_038092115.1,Leccinum brunneo-olivaceum,MICH11249,3095486,PRJNA1022813,32481341,3234,MICH11249-Leccinum-brunneo-olivaceum
GCA_038092155.1,Leccinum cinnamomeum,MICH11251,3095487,PRJNA1022813,60397543,3902,MICH11251-Leccinum-cinnamomeum_var._fibrillosum
GCA_038090855.1,Leccinum clavatum,MICH5268,3095488,PRJNA1022813,55236365,13555,MICH5268-Leccinum-clavatum
GCA_038092095.1,Leccinum colubrinum,MICH11253,3095489,PRJNA1022813,58871884,2885,MICH11253-Leccinum-colubrinum
GCA_038092035.1,Leccinum disarticulatum,MICH11254,3095490,PRJNA1022813,71963407,5359,MICH11254-Leccinum-disarticulatum
GCA_038090835.1,Leccinum discolor,MICH5271,3095491,PRJNA1022813,61092953,2102,MICH5271-Leccinum-discolor
GCA_038090875.1,Leccinum fallax,MICH5264,3095492,PRJNA1022813,58141984,5909,MICH5264-Leccinum-fallax
GCA_038091135.1,Leccinum fibrillosum,MICH5272,2970138,PRJNA1022813,53509713,12473,MICH5272-Leccinum-fibrillosum
GCA_038092075.1,Leccinum fuscescens,MICH11256,3095493,PRJNA1022813,60925273,5255,MICH11256-Leccinum-fuscescens
GCA_038092055.1,Leccinum glutinopallens,MICH11257,2940214,PRJNA1022813,65568721,2784,MICH11257-Leccinum-glutinopallens
GCA_038091915.1,Leccinum griseonigrum,MICH11265,1564914,PRJNA1022813,55353099,8327,MICH11265-Leccinum-griseonigrum
GCA_038091995.1,Leccinum holopus,MICH11258,80655,PRJNA1022813,73371616,2427,MICH11258-Leccinum-holopus_var._americanum
GCA_038092015.1,Leccinum huronense,MICH11259,3095494,PRJNA1022813,60639024,5248,MICH11259-Leccinum-huronense
GCA_038090775.1,Leccinum idahoense,MICH5294,3095495,PRJNA1022813,60823818,1444,MICH5294-Leccinum-idahoense
GCA_038091955.1,Leccinum imitatum,MICH11260,3095496,PRJNA1022813,63623504,8042,MICH11260-Leccinum-imitatum
GCA_038091095.1,Leccinum incarnatum,MICH5295,3095497,PRJNA1022813,58131787,11306,MICH5295-Leccinum-incarnatum
GCA_038091935.1,Leccinum insigne,MICH11262,273861,PRJNA1022813,64897287,2354,MICH11262-Leccinum-insigne
GCA_038091875.1,Leccinum insolens,MICH11264,3016363,PRJNA1022813,69639287,3840,MICH11264-Leccinum-insolens
GCA_038091885.1,Leccinum laetum,MICH11266,3095498,PRJNA1022813,71660869,3233,MICH11266-Leccinum-laetum
GCA_038093135.1,Leccinum longicurvipes,MICH10018,121040,PRJNA1022813,38796454,7094,MICH10018-Boletus-longicurvipes
GCA_038091815.1,Leccinum obscurum,MICH11268,3095499,PRJNA1022813,69725547,8787,MICH11268-Leccinum-obscurum
GCA_038091835.1,Leccinum ochraceum,MICH11269,3095500,PRJNA1022813,71783287,5662,MICH11269-Leccinum-ochraceum
GCA_038091795.1,Leccinum olivaceoglutinosum,MICH11270,3095501,PRJNA1022813,59308515,1732,MICH11270-Leccinum-olivace-lutinosum
GCA_038091775.1,Leccinum olivaceopallidum,MICH11271,3095502,PRJNA1022813,58998826,8461,MICH11271-Leccinum-olivaceopallidum
GCA_038091755.1,Leccinum pallidistipes,MICH11272,3095503,PRJNA1022813,75388701,4005,MICH11272-Leccinum-pallidistipes
GCA_038091735.1,Leccinum pellstonianum,MICH11274,3095504,PRJNA1022813,69678084,10255,MICH11274-Leccinum-pellstonianum
GCA_038091715.1,Leccinum ponderosum,MICH11275,3095505,PRJNA1022813,53070996,3821,MICH11275-Leccinum-ponderosum
GCA_038091675.1,Leccinum proliferum,MICH11277,3095506,PRJNA1022813,58230790,1737,MICH11277-Leccinum-proliferum
GCA_038091695.1,Leccinum proximum,MICH11278,3095507,PRJNA1022813,65603183,1793,MICH11278-Leccinum-proximum
GCA_038091655.1,Leccinum pseudoinsigne,MICH11279,3095508,PRJNA1022813,58026887,3275,MICH11279-Leccinum-pseudoinsigne
GCA_038091395.1,Leccinum rimulosum,MICH11316,3095509,PRJNA1022813,71766228,13838,MICH11316-Leccinum-rimulosum
GCA_038091635.1,Leccinum snellii,MICH11281,273865,PRJNA1022813,40800306,52945,MICH11281-Leccinum-snellii
GCA_038091615.1,Leccinum solheimii,MICH11282,3095511,PRJNA1022813,54636018,6718,MICH11282-Leccinum-solheimii
GCA_038091595.1,Leccinum subatratum,MICH11283,3095512,PRJNA1022813,53210499,1956,MICH11283-Leccinum-subatratum
GCA_038090595.1,Leccinum subfulvum,MICH5836,3095513,PRJNA1022813,52080184,3742,MICH5836-Leccinum-subfulvum
GCA_038091575.1,Leccinum subgranulosum,MICH11284,3095514,PRJNA1022813,41790371,37041,MICH11284-Leccinum-subgranulosum
GCA_038091555.1,Leccinum sublutescens,MICH11285,3095515,PRJNA1022813,61242503,12108,MICH11285-Leccinum-sublutescens
GCA_038091515.1,Leccinum subrobustum,MICH11287,3095517,PRJNA1022813,62594157,6820,MICH11287-Leccinum-subrobustum
GCA_038091535.1,Leccinum subspadiceum,MICH11288,3095518,PRJNA1022813,60494839,3175,MICH11288-Leccinum-subspadiceum
GCA_038091495.1,Leccinum subtestaceum,MICH11289,3095519,PRJNA1022813,65088618,8822,MICH11289-Leccinum-subtestaceum
GCA_038090755.1,Leccinum truebloodii,MICH5296,3095520,PRJNA1022813,73229897,4647,MICH5296-Leccinum-truebloodii
GCA_038091455.1,Leccinum uliginosum,MICH11291,273872,PRJNA1022813,55777117,16572,MICH11291-Leccinum-uliginosum
GCA_038091435.1,Leccinum variabile,MICH11292,3095521,PRJNA1022813,63370116,4373,MICH11292-Leccinum-variabile
GCA_038091415.1,Leccinum variicolor,MICH11293,121052,PRJNA1022813,38329656,46086,MICH11293-Leccinum-variicolor
GCA_028011355.1,Lentinula aciculospora,JLM2183,153920,PRJNA713174;PRJNA872538,110953323,1192520,LacJLM2183_1
GCA_027886325.1,Lentinula aff. detonsa,TFB10291,2804958,PRJNA585398,33347642,74567,Lbo_TFB10291_1
GCA_027886305.1,Lentinula aff. lateritia,TMI1499,2804960,PRJNA572460,39933087,44230,LlaTMI1499_1
GCA_027886635.1,Lentinula boryana,TFB10827,40481,PRJNA571460;PRJNA872538,32414438,68987,Lbo_TFB10827_1
GCA_027921405.1,Lentinula detonsa,TFB7810,2804962,PRJNA460315;PRJNA872538,40333654,2029793,LboTFB7810_1
GCF_021015755.1,Lentinula edodes,Le(Bin) 0899 ss11,5353,PRJNA444093;PRJNA872538,45594472,692557,Lenedo1
GCA_027919855.1,Lentinula guzmanii,ET3784,2804957,PRJNA460928,41453719,419954,LboET3784_1
GCA_028011325.1,Lentinula lateritia,RHP3577 ss4,40482,PRJNA444094;PRJNA872538,45430989,370764,Lenlat1
GCA_027921425.1,Lentinula novae-zelandiae,TMI1172,42442,PRJNA519675,35621183,48807,Lennov1
GCA_027919835.1,Lentinula raphanica,INPA1701G ss19,153919,PRJNA444095,49067377,1282116,Lenrap1
GCA_000787475.1,Lentinus polychrous,BCC7694,292559,PRJNA261275,38054542,9350,ASM78747v1
GCA_003813185.1,Lentinus tigrinus ALCF2SS1-7,ALCF2SS1-7,1328758,PRJNA200617,39530113,274558,Lenti7_1
GCA_010405425.1,Lentithecium fluviatile CBS 122367,CBS 122367,1168545,PRJNA196040,54688705,80825,Lenfl1
GCA_022264855.1,Lenzites betulinus,CIRM-BRFM 1801,5632,PRJNA430415,37463246,558866,Trabet1
GCA_020747065.1,Leotiomycetes sp. MPI-SDFR-AT-0126,MPI-SDFR-AT-0126,2138324,PRJNA347194,54044039,2831433,Phimu1
GCA_001692735.1,Lepidopterella palustris CBS 459.81,CBS 459.81,1314670,PRJNA196014,45668136,44350,Leppa1
GCA_023014365.1,Lepiota brunneoincarnata,LH00008,201213,PRJNA679796,55607740,1225926,ASM2301436v1
GCA_023014305.1,Lepiota subincarnata,JWLS061,56170,PRJNA679796,37765222,89701,ASM2301430v1
GCA_004296355.1,Lepiota venenata,LJE,2136145,PRJNA493910,49247364,1272972,ASM429635v1
GCA_033220425.1,Lepraria neglecta,Allen 5258,209136,PRJNA887108,42023604,5201525,Lene_EWU_01
GCA_021432625.1,Leptodontidium sp. 2 PMI_412,PMI_412,1485227,PRJNA243948,73780780,231385,Leptod1
GCA_020726505.1,Leptodontidium sp. MPI-SDFR-AT-0119,MPI-SDFR-AT-0119,2826080,PRJNA347191,77016750,2683090,Lepor2
GCA_963580335.1,Leptographium flavum,,2268375,PRJEB63116;PRJEB67931,23957028,404125,grLepFlav1.1
GCA_004028395.1,Leptographium galeiforme,CBS 115711,255215,PRJNA507035,26361883,48583,GGAL
GCA_001455505.1,Leptographium lundbergii,CBS 138716,96373,PRJNA284246,26537341,131408,ASM145550v1
GCA_000806385.1,Leptographium procerum,CMW34542,100367,PRJNA262457,28556450,21885,ASM80638v1
GCA_019925535.1,Leptographium radiaticola,VPRI43523,96404,PRJNA667796,27518014,639255,ASM1992553v1
GCA_029299265.1,Leptographium wageneri,C730,155671,PRJNA841745,26985838,284021,LepWag_1.0
GCA_029299245.1,Leptographium wingfieldii,CBS645.89,155675,PRJNA841745,27646212,142623,LepWin_1.0
GCA_026120165.1,Leptosphaerulina australis,CBS 317.83,318710,PRJNA827019,36434059,54479,ASM2612016v1
GCA_001660795.1,Leptoxyphium fumago,SC3815,5474,PRJNA311153,25022896,186141,Cfu_V1.2
GCF_014066305.1,Letharia columbiana,WasteWater2,112416,PRJNA633150,52265057,666803,Lecol_v1.0
GCF_014066315.1,Letharia lupina,WasteWater1,560253,PRJNA633119,49166941,2098233,Lelup_v1.1
GCA_023646175.1,Letrouitia leprolyta,LIQ106LELE,2905938,PRJNA783777,27853102,33941,KEW_Llep
GCA_023646045.1,Letrouitia transgressa,LIQ93LETR,1145322,PRJNA783777,26337752,290218,KEW_Ltra1
GCA_022457215.2,Leucoagaricus gongylophorus,LEU18496,79220,PRJNA772034,152532755,4129,HybridAssembly_LEU18496
GCA_013368445.1,Leucoagaricus leucothites,CBS 146.42,201217,PRJNA496460,47309141,2102411,LU_LEL_1.0
GCA_001563735.1,Leucoagaricus sp. SymC.cos,SymC.cos,1714833,PRJNA295288,119028496,13275,ASM156373v1
GCA_027627405.1,Leucocoprinus birnbaumii,VT141,56174,PRJNA862647,45705486,32034,Leucocoprinus_birnbaumii_VT141_reassembly_enz
GCA_019327925.1,Leucocoprinus sp. KB1807203,KB1807203,2837572,PRJNA713779,38119301,189029,ASM1932792v1
GCA_021014945.1,Leucogyrophana mollusca,KUC20120723A-06,85980,PRJNA239087,35193237,86911,Leumo1
GCA_001600635.1,Leucosporidium creatinivorum,JCM 10699,106004,PRJDB3719,27969159,231415,JCM_10699_assembly_v001
GCA_003054985.1,Leucosporidium scottii,PYCC 4405,5278,PRJNA378219,26750114,42282,ASM305498v1
GCA_019775505.1,Leucosporidium yakuticum,VS III D KN 2,231218,PRJNA644637,26563415,123673,ASM1977550v1
GCA_021030975.1,Lichenothelia convexa,LMCC0061,1263500,PRJNA714976,36050808,61890,ASM2103097v1
GCA_026054655.1,Lichina confinis,Spribille 39809/TS-e1935,174425,PRJNA833438,25172334,77678,ASM2605465v1
GCA_963422465.1,Lichina pygmaea,,157483,PRJEB43743;PRJEB63659;PRJEB65835,32421062,992259,glLicPygm2.1
GCA_000697475.1,Lichtheimia corymbifera B2541,B2541,1357691,PRJNA211916,36620786,130684,LicCorB2541-1.0
GCA_025094155.1,Lichtheimia hyalospora FSU 10163,FSU 10163,1314789,PRJNA196074,33282407,106117,Lichy1
GCF_029851405.1,Lichtheimia ornata,CBS 291.66,688661,PRJNA909826,37534108,151078,ASM2985140v1
GCA_008728235.1,Lichtheimia ramosa,KPH11,688394,PRJNA487495,31885420,3350511,ASM872823v1
GCA_023629895.1,Lichtheimia sp. PT1902,PT1902,2939534,PRJNA833221,34934587,55559,ASM2362989v1
GCA_022814235.1,Lignoscripta atroalba,T1887,2918522,PRJNA795879,26506769,213966,ASM2281423v1
GCA_000743315.1,Lignosus rhinocerotis TM02,TM02,1379160,PRJNA212725,34312868,43165,LigRhi1.0
GCA_002233555.1,Limonomyces culmigenus,CBS 661.85,228944,PRJNA282891,36136062,8212,ASM223355v1
GCF_038497785.1,Limtongia smithiae,NRRL Y-17922,1125753,PRJNA1069702,14146010,900084,Lipsmi1
GCA_030572215.1,Limtongozyma cylindracea,NRRL Y-17506,44322,PRJNA736342,9820713,85250,ASM3057221v1
GCA_027575855.1,Linderina macrospora,NRRL 5244,4868,PRJNA535837,15821707,2423,UCR_LimaNRRL5244_1.0
GCF_002104995.1,Linderina pennispora,ATCC 12442,61395,PRJNA243942,26202545,908848,Linpe1
GCF_010093535.1,Lindgomyces ingoldianus,ATCC 200398,673940,PRJNA333498,69030646,120007,Linin1
GCA_010093515.1,Lineolata rhizophorae,ATCC 16933,578093,PRJNA334192,31143728,135595,Linrh1
GCA_023091675.1,Linnemannia amoeboidea,CBS 889.72,743927,PRJNA817100,38084239,2511580,ASM2309167v1
GCA_036320915.1,Linnemannia elongata,NVP64,310910,PRJNA568270,51153770,2739884,MoeNVP64_1
GCA_016097895.1,Linnemannia exigua,NRRL 28262,604196,PRJNA340842,48115323,10641,UCR_MexiNRRL28262_1.0
GCA_033807515.1,Linnemannia gamsii,AM1032,64522,PRJNA713282,57786961,385511,Morgam1
GCA_019671135.1,Linnemannia hyalina,SCG-10,64524,PRJNA730508,51558230,2317658,ASM1967113v1
GCA_029449235.1,Linnemannia schmuckeri,CGMCC 20261,64567,PRJNA855443,49237973,2707831,ASM2944923v1
GCA_015847235.1,Linnemannia zychae,NRRL 2592,979765,PRJNA499697,45702254,60762,UCR_MzychaeNRRL2592_1.0
GCA_030580435.1,Lipomyces anomalus,NRRL Y-7931,1337061,PRJNA736342,17560645,161059,ASM3058043v1
GCF_038497795.1,Lipomyces arxii,Phaff 12-163,56418,PRJNA1069696,11916093,428294,Liparx1
GCF_038497645.1,Lipomyces chichibuensis,CBS 12929,1546026,PRJNA1069697,16367653,265961,Lipchi1
GCF_038497915.1,Lipomyces doorenjongii,NRRL Y-27504,383834,PRJNA1069692,18877777,185846,Lipodoor1
GCF_038497905.1,Lipomyces japonicus,CBS 7319,56871,PRJNA1069698,13369807,219536,Lipjap1
GCA_030568215.1,Lipomyces kockii,NRRL Y-27505,383835,PRJNA736342,20885013,60320,ASM3056821v1
GCA_038497665.1,Lipomyces kononenkoae,NRRL Y-11553,34357,PRJNA1069693,16949407,259469,Lipkon1
GCA_003705915.2,Lipomyces lipofer,NRRL Y-11555,36043,PRJNA429441,18737386,98932,ASM370591v2
GCA_038497805.1,Lipomyces mesembrius,CBS 7600,56874,PRJNA1069699,16873542,338894,Lipmes1
GCF_038497815.1,Lipomyces oligophaga,CBS 7107,45792,PRJNA1069700,13579278,1558445,Lipoli1
GCA_030568275.1,Lipomyces orientalis,NRRL Y-27927,1233043,PRJNA736342,20504495,109241,ASM3056827v1
GCA_003705905.2,Lipomyces sp. NRRL Y-11553,NRRL Y-11553,2925319,PRJNA429441,17154651,191657,ASM370590v2
GCA_030556275.1,Lipomyces sp. NRRL Y-27488,NRRL Y-27488,383836,PRJNA736342,16653291,57319,ASM3055627v1
GCA_030568255.1,Lipomyces spencermartinsiae,NRRL Y-7042,56873,PRJNA736342,20821016,127719,ASM3056825v1
GCA_018804115.1,Lipomyces starkeyi,AS 2.1560,29829,PRJNA719292,21432058,1787776,ASM1880411v1
GCF_029532465.1,Lipomyces tetrasporus,NRRL Y-64009,54092,PRJNA928472,20779202,1740353,Liptet1
GCA_030556285.1,Lipomyces yamadae,NRRL Y-27507,383837,PRJNA736342,16902165,157060,ASM3055628v1
GCA_030572775.1,Lipomyces yamanashiensis,CBS 14748,1930691,PRJNA736342,15202345,315805,ASM3057277v1
GCA_030407185.1,Lipomyces yarrowii,CBS 7557,1125752,PRJNA736342,15452257,8732,ASM3040718v1
GCF_036872675.1,Lithohypha guttulata,CCFEE 5908,1690604,PRJNA666634,24440621,2319342,ASM3687267v1
GCA_009982855.1,Lizonia empirigonia,CBS 542.76,1496277,PRJNA245629,51521545,901519,Lizem1
GCA_022814215.1,Lobaria immixta,Werth ST12-03b,669869,PRJNA795879,55886429,70744,ASM2281421v1
GCF_002105155.1,Lobosporangium transversale,NRRL 3116,64571,PRJNA330701,42768949,672590,Lobtra1
GCA_027604685.1,Lobulomyces angularis,JEL0522,109889,PRJNA619739,24944094,26617,ASM2760468v1
GCF_963989305.1,Lodderomyces beijingensis,CBS 14171,1775926,PRJEB72723,15114296,2114155,lodBeiA1
GCF_030384665.1,Lodderomyces elongisporus,NRRL YB-4239,36914,PRJNA935742,16086460,2328861,ASM3038466v1
GCA_029532625.1,Lomentospora prolificans,90853,41688,PRJNA929059,36709960,4894913,ASM2953262v1
GCA_010405375.1,Lophiostoma macrostomum CBS 122681,CBS 122681,1314788,PRJNA196073,42575690,159186,Lopma1
GCA_010015825.1,Lophiotrema nucula,CBS 627.86,690887,PRJNA333967,48642237,627921,Lopnu1
GCA_010093605.1,Lophium mytilinum,CBS 269.34,390894,PRJNA234407,43412209,523270,Lopmy1
GCA_022814175.1,Loxospora ochrophaea,Spribille 41460,400354,PRJNA795879,24741702,260941,ASM2281417v1
GCA_015680635.1,Lunasporangiospora selenospora,KOD1015,979761,PRJNA340476,40535554,4823,UCR_MselenKOD1015_1.0
GCA_014905825.1,Lyophyllum atratum,CBS 144462,117065,PRJNA556458,64896558,1212218,Lyoat1
GCA_025854295.1,Lyophyllum decastes,LRG-d1-1,64660,PRJNA890007,47719223,3924849,ASM2585429v1
GCA_018851285.1,Lyophyllum semitale,D66,71895,PRJNA417766,57326831,15963,ASM1885128v1
GCA_026008595.1,Lyophyllum shimeji,AT787,47721,PRJDB13731,31834823,1610882,LshimejAT787
GCA_928852645.1,Macalpinomyces mackinlayi,BRIP 52549 a,684617,PRJEB50497,20011713,778176,BRIP_52549_a
GCA_011319805.1,Macrocybe gigantea,wHADPI064398-61,1491104,PRJNA524025,41233351,374455,ASM1131980v1
GCA_018093805.1,Macrocybe sp. IBSDJ1,IBSDJ1,2771931,PRJNA587822,39337914,1799,ASM1809380v1
GCA_001179725.1,Macrocystidia cucumis,,182055,PRJEB8570,46746859,6057,Macrocystidia_cucumis-8
GCA_003315915.1,Macrolepiota dolichaula,MG24,190371,PRJNA454572,54782605,14631,ASM331591v1
GCA_015584085.1,Macrolepiota fuliginosa MF-IS2,MF-IS2,1400762,PRJNA218801,46382382,34533,Macfu1
GCA_020875535.1,Macrophomina phaseolina,mp053,35725,PRJNA687837,50545739,4831667,ASM2087553v1
GCA_022204955.1,Macrophomina pseudophaseolina,WAC 2767,1435034,PRJNA780220,46619302,75779,ASM2220495v1
