ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_003314065.1,Lactarius sp. MG50,MG50,2175975,PRJNA454572,65894916,11466,ASM331406v1
GCA_003315845.1,Lactarius trivialis,MG71,217427,PRJNA454572,36119023,13684,ASM331584v1
GCA_021527035.1,Lactarius vividus,141,1740625,PRJNA500118,69041955,202573,Lacviv1
GCA_003315975.1,Lactifluus echinatus,MG122,2017516,PRJNA454572,48078660,8326,ASM331597v1
GCA_003314055.1,Lactifluus hygrophoroides,MG19,1837245,PRJNA454572,55463383,8672,ASM331405v1
GCA_003313945.1,Lactifluus pinguis,MG27,904239,PRJNA454572,49262189,16627,ASM331394v1
GCA_003315875.1,Lactifluus piperatus,MG49,71966,PRJNA454572,50768713,14582,ASM331587v1
GCA_003315895.1,Lactifluus rugatus,MG108,1837266,PRJNA454572,39210598,5465,ASM331589v1
GCA_022496195.1,Lactifluus subvellereus,BPL653,1837270,PRJNA345708,44824221,186084,Lacsub1
GCA_022376515.1,Lactifluus volemus,BPL652,71967,PRJNA340520,62975844,238496,Lacvol1
GCF_001632365.1,Laetiporus sulphureus,93-53,5630,PRJNA196057,39909705,114592,Laesu1
GCA_022814265.1,Lambiella insularis,Spribille 39820,1397036,PRJNA795879,36292339,553330,ASM2281426v1
GCA_020310465.1,Lanmaoa asiatica,LA01,1603062,PRJNA713310,46638161,2448093,ASM2031046v1
GCA_000812885.1,Lanzia echinophila,CBS 111548,1424426,PRJNA254419,40250382,9535,ASM81288v1
GCA_023184715.1,Lasallia hispanica,TBG_2337,580046,PRJNA820300,48636167,3110570,ASM2318471v1
GCA_023184575.1,Lasallia pustulata,TBG_2345,136370,PRJNA820300,35782428,2288085,ASM2318457v1
GCA_023089105.1,Lasiodiplodia citricola,KE87127,869388,PRJNA777748,44019502,506401,ASM2308910v1
GCA_009829795.1,Lasiodiplodia gonubiensis,CBS 115812,336252,PRJNA497969,41142063,45400,ASM982979v1
GCA_023087545.1,Lasiodiplodia pseudotheobromae,KET9,466954,PRJNA777748,45888432,275354,ASM2308754v1
GCA_009801085.1,Lasiodiplodia sp. COLG20,COLG20,2596968,PRJNA554995,43533303,960361,ASM980108v1
GCA_009801105.1,Lasiodiplodia sp. COLG96,COLG96,2596969,PRJNA554995,43154952,44698,ASM980110v1
GCA_023087525.1,Lasiodiplodia sp. KE8368,KE8368,2894516,PRJNA777748,50973113,414768,ASM2308752v1
GCA_023079305.1,Lasiodiplodia sp. KE8409,KE8409,2894517,PRJNA777748,43989322,473723,ASM2307930v1
GCF_012971845.1,Lasiodiplodia theobromae,AM2As,45133,PRJNA388190,43694574,876715,ASM1297184v1
GCA_002796755.1,Lecanicillium psalliotae,HWLR35,73499,PRJNA418875,36134087,119947,ASM279675v1
GCA_019805375.1,Lecanicillium sp. FJII-L10-SW-P1,FJII-L10-SW-P1,2778099,PRJNA644637,30430964,413594,ASM1980537v1
GCA_002242745.2,Lecanicillium sp. LEC01,LEC01,2013060,PRJNA390410,31407988,303914,ASM224274v2
GCA_003056605.1,Lecanicillium sp. MT-2017a,AZ2,1964301,PRJNA438298,33025287,356209,ASM305660v1
GCA_023628775.1,Lecanicillium sp. S3808,S3808,2939533,PRJNA833221,31086147,349312,ASM2362877v1
GCA_900169235.1,Lecanicilliumfungicola150-1,,93591,PRJEB19844,44574141,123872,Lecanicillium fungicola
GCA_002441625.1,Lecanosticta acicola,B3_MdHEF,111012,PRJNA390145,38341032,89232,B3_v1
GCF_021015755.1,Lentinula edodes,Le(Bin) 0899 ss11,5353,PRJNA444093,45594472,692557,Lenedo1
GCA_000787475.1,Lentinus polychrous,BCC7694,292559,PRJNA261275,38054542,9350,ASM78747v1
GCA_003813185.1,Lentinus tigrinus,ALCF2SS1-7,5365,PRJNA200617,39530113,274558,Lenti7_1
GCA_010405425.1,Lentithecium fluviatile,CBS 122367,690899,PRJNA196040,54688705,80825,Lenfl1
GCA_022264855.1,Lenzites betulinus,CIRM-BRFM 1801,5632,PRJNA430415,37463246,558866,Trabet1
GCA_020747065.1,Leotiomycetes sp. MPI-SDFR-AT-0126,MPI-SDFR-AT-0126,2138324,PRJNA347194,54044039,2831433,Phimu1
GCA_001692735.1,Lepidopterella palustris,CBS 459.81,741139,PRJNA196014,45668136,44350,Leppa1
GCA_023014365.1,Lepiota brunneoincarnata,LH00008,201213,PRJNA679796,55607740,1225926,ASM2301436v1
GCA_023014305.1,Lepiota subincarnata,JWLS061,56170,PRJNA679796,37765222,89701,ASM2301430v1
GCA_004296355.1,Lepiota venenata,LJE,2136145,PRJNA493910,49247364,1272972,ASM429635v1
GCA_015584075.1,Lepista nuda,CBS 247.69,64659,PRJNA334366,43493018,65035,Lepnud1
GCA_010725545.2,Lepista sordida,NBRC 112841,123925,PRJDB4143,39026461,106225,Ls_assembly01
GCA_021432625.1,Leptodontidium sp. 2 PMI_412,PMI_412,1485227,PRJNA243948,73780780,231385,Leptod1
GCA_020726505.1,Leptodontidium sp. MPI-SDFR-AT-0119,MPI-SDFR-AT-0119,2826080,PRJNA347191,77016750,2683090,Lepor2
GCA_001455505.1,Leptographium lundbergii,CBS 138716,96373,PRJNA284246,26537341,131408,ASM145550v1
GCA_000806385.1,Leptographium procerum,CMW34542,100367,PRJNA262457,28556450,21885,ASM80638v1
GCA_022343325.1,Leptosphaeria biglobosa,CA1,220672,PRJNA660251,32631215,1445566,CAIQ.LN.1
GCF_000230375.1,Leptosphaeria maculans JN3,v23.1.3,225342,PRJNA63129,45124619,60880,ASM23037v1
GCA_001660795.1,Leptoxyphium fumago,SC3815,5474,PRJNA311153,25022896,186141,Cfu_V1.2
GCF_014066305.1,Letharia columbiana,WasteWater2,112416,PRJNA633150,52265057,666803,Lecol_v1.0
GCF_014066315.1,Letharia lupina,WasteWater1,560253,PRJNA633119,49166941,2098233,Lelup_v1.1
GCA_023646175.1,Letrouitia leprolyta,LIQ106LELE,2905938,PRJNA783777,27853102,33941,KEW_Llep
GCA_023646045.1,Letrouitia transgressa,LIQ93LETR,1145322,PRJNA783777,26337752,290218,KEW_Ltra1
GCA_022457215.2,Leucoagaricus gongylophorus,LEU18496,79220,PRJNA772034,152532755,4129,HybridAssembly_LEU18496
GCA_013368445.1,Leucoagaricus leucothites,CBS 146.42,201217,PRJNA496460,47309141,2102411,LU_LEL_1.0
GCA_001563735.1,Leucoagaricus sp. SymC.cos,SymC.cos,1714833,PRJNA295288,119028496,13275,ASM156373v1
GCA_013420905.1,Leucocalocybe mongolica,X42,1966363,PRJNA623488,45985151,3638271,ASM1342090v1
GCA_019327925.1,Leucocoprinus sp. KB1807203,KB1807203,2837572,PRJNA713779,38119301,189029,ASM1932792v1
GCA_021014945.1,Leucogyrophana mollusca,KUC20120723A-06,85980,PRJNA239087,35193237,86911,Leumo1
GCA_001600635.1,Leucosporidium creatinivorum,JCM 10699,106004,PRJDB3556;PRJDB3719,27969159,231415,JCM_10699_assembly_v001
GCA_003054985.1,Leucosporidium scottii,PYCC 4405,5278,PRJNA378219,26750114,42282,ASM305498v1
GCA_019775505.1,Leucosporidium yakuticum,VS III D KN 2,231218,PRJNA644637,26563415,123673,ASM1977550v1
GCA_021030975.1,Lichenothelia convexa,LMCC0061,1263500,PRJNA714976,36050808,61890,ASM2103097v1
GCA_000697475.1,Lichtheimia corymbifera,B2541,42458,PRJNA211916,36620786,130684,LicCorB2541-1.0
GCA_008728235.1,Lichtheimia ramosa,KPH11,688394,PRJNA487495,31885420,3350511,ASM872823v1
GCA_023629895.1,Lichtheimia sp. PT1902,PT1902,2939534,PRJNA833221,34934587,55559,ASM2362989v1
GCA_022814235.1,Lignoscripta atroalba,T1887,2918522,PRJNA795879,26506769,213966,ASM2281423v1
GCA_000743315.1,Lignosus rhinocerotis,TM02,483020,PRJNA212725,34312868,43165,LigRhi1.0
GCA_002233555.1,Limonomyces culmigenus,CBS 661.85,228944,PRJNA282891,36136062,8212,ASM223355v1
GCA_018343905.1,Limtongozyma cylindracea,NRRL Y-17506,44322,PRJNA647756,10348905,84141,ASM1834390v1
GCF_002104995.1,Linderina pennispora,ATCC 12442,61395,PRJNA243942,26202545,908848,Linpe1
GCF_010093535.1,Lindgomyces ingoldianus,ATCC 200398,673940,PRJNA333498,69030646,120007,Linin1
GCA_010093515.1,Lineolata rhizophorae,ATCC 16933,578093,PRJNA334192,31143728,135595,Linrh1
GCA_023091675.1,Linnemannia amoeboidea,CBS 889.72,743927,PRJNA817100,38084239,2511580,ASM2309167v1
GCA_020744185.1,Linnemannia elongata,MPI-CAGE-AA-0104,310910,PRJNA347187,50910406,1935744,Morel_U14_1
GCA_016097895.1,Linnemannia exigua,NRRL 28262,604196,PRJNA340842,48115323,10641,UCR_MexiNRRL28262_1.0
GCA_016097855.1,Linnemannia gamsii,AD045,64522,PRJNA340843,49262965,18338,UCR_MgamAD045_1.0
GCA_019671135.1,Linnemannia hyalina,SCG-10,64524,PRJNA730508,51558230,2317658,ASM1967113v1
GCA_015502505.1,Linnemannia schmuckeri,NRRL 6426,64567,PRJNA340863,46051948,13414,UCR_MschNRRL6426_1.0
GCA_015847235.1,Linnemannia zychae,NRRL 2592,979765,PRJNA499697,45702254,60762,UCR_MzychaeNRRL2592_1.0
GCA_003707585.2,Lipomyces arxii,NRRL Y-17921,56418,PRJNA429441,19279198,103870,ASM370758v2
GCA_003705865.1,Lipomyces doorenjongii,NRRL Y-27504,383834,PRJNA429441,12226515,435637,ASM370586v1
GCA_003705895.1,Lipomyces japonicus,NRRL Y-17848,56871,PRJNA429441,13913255,59303,ASM370589v1
GCA_003705915.1,Lipomyces lipofer,NRRL Y-11555,36043,PRJNA429441,19856091,102771,ASM370591v1
GCA_003705845.2,Lipomyces mesembrius,NRRL Y-27506,56874,PRJNA429441,17134830,258083,ASM370584v2
GCA_003707545.2,Lipomyces oligophaga,NRRL Y-17247,45792,PRJNA429441,13643576,1392634,ASM370754v2
GCA_003705905.1,Lipomyces sp. NRRL Y-11553,NRRL Y-11553,2925319,PRJNA429441,17274958,191657,ASM370590v1
GCA_018804115.1,Lipomyces starkeyi,AS 2.1560,29829,PRJNA719292,21432058,1787776,ASM1880411v1
GCA_009982855.1,Lizonia empirigonia,CBS 542.76,1496277,PRJNA245629,51521545,901519,Lizem1
GCA_022814215.1,Lobaria immixta,Werth ST12-03b,669869,PRJNA795879,55886429,70744,ASM2281421v1
GCF_002105155.1,Lobosporangium transversale,NRRL 3116,64571,PRJNA330701,42768949,672590,Lobtra1
GCF_000149685.1,Lodderomyces elongisporus,NRRL YB-4239,36914,PRJNA12899,15511671,261145,ASM14968v1
GCA_002276285.1,Lomentospora prolificans,JHH-5317,41688,PRJNA392827,37603105,2796173,Lprolificans_pilon
GCA_010405375.1,Lophiostoma macrostomum,CBS 122681,372055,PRJNA196073,42575690,159186,Lopma1
GCA_010015825.1,Lophiotrema nucula,CBS 627.86,690887,PRJNA333967,48642237,627921,Lopnu1
GCA_010093605.1,Lophium mytilinum,CBS 269.34,390894,PRJNA234407,43412209,523270,Lopmy1
GCA_022814175.1,Loxospora ochrophaea,Spribille 41460,400354,PRJNA795879,24741702,260941,ASM2281417v1
GCA_015680635.1,Lunasporangiospora selenospora,KOD1015,979761,PRJNA340476,40535554,4823,UCR_MselenKOD1015_1.0
GCA_014905825.1,Lyophyllum atratum,CBS 144462,117065,PRJNA556458,64896558,1212218,Lyoat1
GCA_001950495.1,Lyophyllum decastes,JCM 30590,64660,PRJDB3556;PRJDB3707,43035370,110279,JCM_30590_assembly_v001
GCA_018851285.1,Lyophyllum semitale,D66,71895,PRJNA417766,57326831,15963,ASM1885128v1
GCA_001950515.1,Lyophyllum shimeji,JCM 30591,47721,PRJDB3556;PRJDB3708,52434773,107986,JCM_30591_assembly_v001
GCA_928852645.1,Macalpinomyces mackinlayi,BRIP 52549 a,684617,PRJEB50497,20011713,778176,BRIP_52549_a
GCA_011319805.1,Macrocybe gigantea,wHADPI064398-61,1491104,PRJNA524025,41233351,374455,ASM1131980v1
GCA_018093805.1,Macrocybe sp. IBSDJ1,IBSDJ1,2771931,PRJNA587822,39337914,1799,ASM1809380v1
GCA_001179725.1,Macrocystidia cucumis,,182055,PRJEB8570,46746859,6057,Macrocystidia_cucumis-8
GCA_003315915.1,Macrolepiota dolichaula,MG24,190371,PRJNA454572,54782605,14631,ASM331591v1
GCA_015584085.1,Macrolepiota fuliginosa,MF-IS2,201230,PRJNA218801,46382382,34533,Macfu1
GCA_020875535.1,Macrophomina phaseolina,mp053,35725,PRJNA687837,50545739,4831667,ASM2087553v1
GCA_022204955.1,Macrophomina pseudophaseolina,WAC 2767,1435034,PRJNA780220,46619302,75779,ASM2220495v1
GCA_024180945.1,Macrophomina tecta,BRIP 70781,2811287,PRJNA808193,54116591,3346260,ASM2418094v1
GCF_010093625.1,Macroventuria anomochaeta,CBS 525.71,301207,PRJNA234398,33336106,220827,Macan1
GCA_022530565.1,Madurella mycetomatis,Mmyc_Sud9,100816,PRJNA779095;PRJNA784548,35695337,9411943,Mmyc_Sud9_pacbio_assembly
GCA_003709005.1,Magnaporthales sp. P1609,P1609,2051560,PRJNA416656,41821157,3411241,ASM370900v1
GCA_001936055.1,Magnaporthe sp. MG03,MG03,1758317,PRJNA302729,41129187,10259,ASM193605v1
GCA_001936065.1,Magnaporthe sp. MG05,MG05,1758316,PRJNA302699,38623880,12178,ASM193606v1
GCA_001936455.1,Magnaporthe sp. MG07,MG07,1758318,PRJNA302733,43171008,10595,ASM193645v1
GCA_001936555.1,Magnaporthe sp. MG08,MG08,1758543,PRJNA302746,39560686,12600,ASM193655v1
GCA_001936955.1,Magnaporthe sp. MG12,MG12,1758544,PRJNA302750,41157244,13362,ASM193695v1
GCA_003049425.1,Magnaporthiopsis incrustans,M35,36781,PRJNA438993,39305727,139731,ASM304942v1
GCA_000193285.1,Magnaporthiopsis poae,ATCC 64411,148304,PRJNA37933,39503331,16565,Mag_poae_ATCC_64411_V1
GCA_003049465.1,Magnaporthiopsis rhizophila,M23,165777,PRJNA438993,39918019,112320,ASM304946v1
GCA_000817185.1,Magnusiomyces capitatus,CNRMA 12.647,2496157,PRJEB4367,17715251,11414,Sc12647
GCA_003708635.2,Magnusiomyces tetraspermus,NRRL Y-7288,1232584,PRJNA429441,25936419,82199,ASM370863v2
GCA_900497725.1,MagnusiomycescapitatusNRRLY-17686,,1095183,PRJEB27745,19563047,4538514,magCapA
GCA_900497715.1,MagnusiomycesingensNRRLY-17630,,44077,PRJEB27746,18103970,2273860,magIngA
GCA_020085095.1,Malassezia arunalokei,NCCPF 127130,1514897,PRJNA751706,7247604,771082,MALK
GCA_001264625.1,Malassezia caprae,CBS 10434,1381934,PRJNA286710,7580816,107038,ASM126462v1
GCA_001264635.1,Malassezia cuniculi,CBS 11721,948313,PRJNA286710,7459907,519584,ASM126463v1
GCA_001600775.1,Malassezia dermatis,JCM 11348,169489,PRJDB3556;PRJDB3732,7551239,276268,JCM_11348_assembly_v001
GCA_001264685.1,Malassezia equina,CBS 9969,1381935,PRJNA286710,7658883,305943,ASM126468v1
GCA_009938135.1,Malassezia furfur,CBS14141,55194,PRJNA590853,8268083,1862503,ASM993813v1
GCF_000181695.1,Malassezia globosa,CBS 7966,76773,PRJNA18719,8958118,654612,ASM18169v1
GCA_001600795.1,Malassezia japonica,JCM 11963,223818,PRJDB3556;PRJDB3733,8364631,474362,JCM_11963_assembly_v001
GCA_001600835.1,Malassezia nana,JCM 12085,180528,PRJDB3556;PRJDB3735,7579486,624426,JCM_12085_assembly_v001
GCA_001264985.1,Malassezia obtusa,CBS 7876,76774,PRJNA286710,7842882,21615,ASM126498v1
GCF_001278385.1,Malassezia pachydermatis,CBS 1879,77020,PRJNA288787,8150648,642545,MalaPachy
GCF_003290485.1,Malassezia restricta,KCTC 27527,76775,PRJNA477735,7330907,1222814,ASM329048v1
GCA_010577765.1,Malassezia slooffiae,CBS 7956,76776,PRJNA509412,8932160,1188172,ASM1057776v1
GCA_004026415.1,Malassezia sp.,S2_018_000R1,2011732,PRJNA471744,6457454,4912,ASM402641v1
GCF_000349305.1,Malassezia sympodialis,ATCC 42132,76777,PRJEB417,7669689,377774,ASM34930v2
GCA_002818225.1,Malassezia vespertilionis,NWHC:44797-103,2020962,PRJNA393681,7581597,844276,ASM281822v1
GCA_001264885.1,Malassezia yamatoensis,MY9725,253288,PRJNA286710,8106837,632223,ASM126488v1
GCA_018606675.1,Malasseziomycetes sp.,bin8,2065442,PRJNA174530,127029,8224,ASM1860667v1
GCA_900128795.2,Malbranchea cinnamomea,,5041,PRJEB16328,25052579,29963,FCH_10_5
GCA_014904975.1,Marasmius fiardii,PR-910,1328755,PRJNA200608,59447912,74092,Marfi1
GCF_018924745.1,Marasmius oreades,03SP1,181124,PRJNA525964,44306131,3433030,UU_Maror_2
GCA_007644065.1,Margaritispora aquatica,NNIBRFG339,359797,PRJNA553645,42517347,1275688,ASM764406v1
GCA_930272665.1,Mariannaea elegans,NBRC102301,509241,PRJEB50709,52632238,220554,Mariannaea elegans NBRC102301 genome
GCA_024336345.1,Mariannaea sp. PMI_226,PMI_226,1896173,PRJNA340810,42252145,2938680,MarPMI226
GCA_002204255.1,Marssonina coronariae,NL1,503106,PRJNA376855,50267101,80584,ASM220425v1
GCA_003705535.2,Martiniozyma abietophila,NRRL Y-11514,324742,PRJNA429441,16223971,1966,ASM370553v2
GCA_010093635.1,Massarina eburnea,CBS 473.64,45293,PRJNA217519,38236937,113619,Maseb1
GCA_011032825.1,Massariosphaeria phaeospora,CBS 611.86,100035,PRJNA333966,42105601,1343746,Masph1
GCA_022478985.1,Massospora cicadina,MCPNR19,348617,PRJNA795459,1488883982,139493,UCR_MCPNR19_1.0
GCA_006912095.1,Massospora platypediae,,2213018,PRJNA474587,2054317516,1513,Mplat_NP02_megahit
GCA_003313965.1,Megacollybia marginata,MG68,527531,PRJNA454572,99329841,14746,ASM331396v1
GCA_900068915.1,Megacollybia platyphylla,,182000,PRJEB8570,89984844,130,Megacollybia_platyphylla-8
GCF_003144205.1,Meira miltonrushii,MCA 3882,1280837,PRJNA247836,17383515,624146,Meimi1
GCA_001600355.1,Meira nashicola,JCM 18503,286112,PRJDB3556;PRJDB3711,18015688,1214980,JCM_18503_assembly_v001
GCA_002157025.1,Melampsora abietis-canadensis,MEA09CAP01,526922,PRJNA365810,74050440,5211,ASM215702v1
GCA_002157015.1,Melampsora aecidioides,Ma07VIC01,526923,PRJNA366963,62222430,1737,ASM215701v1
GCA_002157005.1,Melampsora allii-populina,Mlp06GRE05,242475,PRJNA366888,44530309,2555,ASM215700v1
GCA_022264835.1,Melampsora americana,R15-033-03,2182807,PRJNA460338,112349310,1070030,Melame1
GCF_000204055.1,Melampsora larici-populina,98AG31,203908,PRJNA46711,101129028,112314,v1.0
GCA_002157035.1,Melampsora medusae f. sp. deltoidis,Mmd05TRE539,258770,PRJNA366080,82241443,3763,ASM215703v1
GCA_002157085.1,Melampsora occidentalis,Mo05Ca05,82102,PRJNA365972,97689000,4539,ASM215708v1
GCA_000464645.1,Melampsora pinitorqua,Mpini7,526925,PRJNA190833,34032132,3953,Mel_pini_1.0
GCA_019775565.1,Melanodothis sp. VS III C KN 2,VS III C KN 2,2756246,PRJNA644637,30418508,502865,ASM1977556v1
GCA_019775635.1,Melanodothis sp. VS III D KN 1,VS III D KN 1,2756247,PRJNA644637,32754029,1086723,ASM1977563v1
GCA_014904935.1,Melanogaster broomeanus,MBLB.BST,2655010,PRJNA234408,49614189,93556,Melbro1
GCA_010093585.1,Melanomma pulvis-pyrius,CBS 109.77,100047,PRJNA196087,42094923,63506,Melpu1
GCA_001599555.1,Memnoniella echinata,JCM 22618,80383,PRJDB3556;PRJDB3641,43681955,270061,JCM_22618_assembly_v001
GCA_023677585.1,Meredithiella fracta,CBS 142645,2320247,PRJNA727071,27045695,3970047,FABI_Cmer_v1
GCF_000187405.1,Metarhizium acridum,CQMa 102,92637,PRJNA38715,39422329,54747,MetAcr_May2010
GCF_000804445.1,Metarhizium album,ARSEF 1941,92629,PRJNA72731,30449065,238756,MAM 1.0 for version 1 of the Metarhizium album genome
GCA_013305495.1,Metarhizium anisopliae,JEF-290,5530,PRJNA530366,42848098,6254943,ASM1330549v1
GCF_000814965.1,Metarhizium brunneum,ARSEF 3297,500148,PRJNA184756,37066166,943571,MBR_1.0
GCA_000814955.1,Metarhizium guizhouense,ARSEF 977,169041,PRJNA184755,43465197,317737,MGU_1.0
GCA_020102295.1,Metarhizium humberi,ESALQ1638,2596975,PRJNA639668,38586956,1136189,ASM2010229v1
GCA_001636745.1,Metarhizium rileyi,RCEF 4871,1649241,PRJNA72739,32013981,297345,NOR 1.0
GCF_000187425.2,Metarhizium robertsii,ARSEF 23,568076,PRJNA38717,41656800,270873,MAA 2.0
GCA_003600395.1,Metchnikovella incurvata,LNA5,2248764,PRJNA477760,5835091,12545,ASM360039v1
GCA_002370615.1,Metschnikowia aberdeeniae,SUB 05-213.1,353897,PRJNA312754,10681262,895266,ASM237061v1
GCA_004217705.1,Metschnikowia aff. pulcherrima,APC 1.2,2163413,PRJNA508581,15801215,2688662,ASM421770v1
GCA_008065255.1,Metschnikowia agaves,UWOPS 92-210.1,56417,PRJNA411829,11238847,735467,ASM806525v1
GCA_008065195.1,Metschnikowia amazonensis,UFMG-CM-6309,2576851,PRJNA411829,19438860,25114,ASM806519v1
GCA_002370875.1,Metschnikowia arizonensis,UWOPS 99-103.4,150206,PRJNA312754,16309211,80671,ASM237087v1
GCA_019285895.1,Metschnikowia australis,W7-5,27321,PRJNA719252,14457311,766967,ASM1928589v1
GCF_001664035.1,Metschnikowia bicuspidata var. bicuspidata,NRRL YB-4993,280587,PRJNA207846,16055203,62344,Metbi1
GCA_002374385.1,Metschnikowia borealis,SUB 99-207.1,73518,PRJNA312754,20997248,54613,ASM237438v1
GCA_002370295.1,Metschnikowia bowlesiae,UWOPS 12-619.1,1699426,PRJNA312754,17561373,116213,ASM237029v1
GCA_008065175.1,Metschnikowia caudata,EBD-CdVSA57-2,1506549,PRJNA411829,10938851,1016822,ASM806517v1
GCA_002370635.1,Metschnikowia cerradonensis,UFMG 03-T67.1,390697,PRJNA312754,21022601,60305,ASM237063v1
GCA_009746055.1,Metschnikowia citriensis (nom. inval.),FL01,2259054,PRJNA549352,25739826,2551992,ASM974605v1
GCA_002370175.1,Metschnikowia colocasiae,UWOPS 03-202.1,473035,PRJNA312754,15121047,164955,ASM237017v1
GCA_002370835.1,Metschnikowia continentalis,UWOPS 95-402.1,73517,PRJNA312754,22451194,59902,ASM237083v1
GCA_002374405.1,Metschnikowia cubensis,MUCL 45753,1323754,PRJNA312754,20898236,96584,ASM237440v1
GCA_009756545.1,Metschnikowia dekortorum,UWOPS 01-522a5,174643,PRJNA312754,16375330,158632,ASM975654v1
GCA_002370475.1,Metschnikowia drakensbergensis,EBD-CdVSA10-2A,1506548,PRJNA312754,11962530,426910,ASM237047v1
GCA_002893705.1,Metschnikowia drosophilae,UWOPS83-1143.1,135833,PRJNA411829,10531272,538275,ASM289370v1
GCA_000317355.2,Metschnikowia fructicola,277,178747,PRJNA179032,26126100,957836,ASM31735v2
GCA_002370815.1,Metschnikowia hamakuensis,UWOPS 04-199.1,301365,PRJNA312754,19043437,65176,ASM237081v1
GCA_002893645.1,Metschnikowia hawaiiana,UWOPS91-698.3,197672,PRJNA411829,11848502,706105,ASM289364v1
GCA_002370325.1,Metschnikowia hawaiiensis,UWOPS 87-2203.2,27323,PRJNA312754,18609414,81703,ASM237032v1
GCA_002374725.1,Metschnikowia hibisci,UWOPS 95-797.2,73520,PRJNA312754,11491640,752200,ASM237472v1
GCA_002374535.1,Metschnikowia kamakouana,UWOPS 04-112.5,301367,PRJNA312754,15884892,362682,ASM237453v1
GCA_002370135.1,Metschnikowia kipukae,UWOPS 00-669.2,197673,PRJNA312754,11250196,857426,ASM237013v1
GCA_002370915.1,Metschnikowia lochheadii,UWOPS 99-661.1,135832,PRJNA312754,20085396,63503,ASM237091v1
GCA_002370695.1,Metschnikowia matae var. maris,UFMG-CM-Y397T,1697387,PRJNA312754,21569315,106081,ASM237069v1
GCA_002374555.1,Metschnikowia mauinuiana,UWOPS 04-190.1,301368,PRJNA312754,17492736,155776,ASM237455v1
GCA_002893665.1,Metschnikowia orientalis,UWOPS99-745.6,150224,PRJNA411829,12650108,407211,ASM289366v1
GCA_014905795.1,Metschnikowia persimmonesis,KIOM G15050,2053757,PRJNA623702,16473584,1981760,ASM1490579v1
GCA_002370515.1,Metschnikowia proteae,EBD-T1Y1T,1150643,PRJNA312754,12519824,414643,ASM237051v1
GCA_009932455.1,Metschnikowia pulcherrima,Bath1,27326,PRJNA389552,21765767,23994,ASM993245v1
GCA_003401635.1,Metschnikowia reukaufii,MR1,27327,PRJNA336445,15522805,3323814,MR1_a14_ref
GCA_002374485.1,Metschnikowia santaceciliae,UWOPS 01-517a1,197674,PRJNA312754,20853671,64998,ASM237448v1
GCA_002374645.1,Metschnikowia shivogae,UWOPS 04-310.1,353899,PRJNA312754,10820774,524148,ASM237464v1
GCA_002370765.1,Metschnikowia similis,UWOPS 03-133.4,473037,PRJNA312754,17467279,92018,ASM237076v1
GCA_002370645.1,Metschnikowia sp. 00-154.1,UWOPS 00-154.1,1807683,PRJNA312754,21049525,43076,ASM237064v1
GCA_002370185.1,Metschnikowia sp. 01-655c1,UWOPS 01-655c1,1807684,PRJNA312754,20972907,103547,ASM237018v1
GCA_002370795.1,Metschnikowia sp. 03-147.1,UWOPS 03-147.1,1807685,PRJNA312754,15024813,148013,ASM237079v1
GCA_002374635.1,Metschnikowia sp. 04-218.3,UWOPS 04-218.3,1807686,PRJNA312754,18216584,183048,ASM237463v1
GCA_002370245.1,Metschnikowia sp. 04-226.1,UWOPS 04-226.1,1807687,PRJNA312754,16107639,286692,ASM237024v1
GCA_002374735.1,Metschnikowia sp. 13-106.1,UWOPS 13-106.1,1807688,PRJNA312754,20855178,70966,ASM237473v1
GCA_002894445.1,Metschnikowia sp. AWRI3582,AWRI3582,1769792,PRJNA305659,13869994,123901,ASM289444v1
GCA_005406065.1,Metschnikowia sp. JCM 33374,JCM 33374,2562755,PRJDB7861,20114833,208628,Metsp_1.0
GCA_002370575.1,Metschnikowia sp. M2Y3,EBD-CdV M2Y3,1807689,PRJNA312754,11550567,1060904,ASM237057v1
GCA_021272955.1,Metschnikowia sp. MTCC 13085,MTCC 13085,2903188,PRJNA787747,10936483,71385,ASM2127295v1
GCA_009756535.1,Metschnikowia sp. UFMG-CM-y6306,UFMG-CM-y6306,2654413,PRJNA312754,16737415,128760,ASM975653v1
GCA_009756565.1,Metschnikowia sp. UWOPS 03-167b3,UWOPS 03-167b3,2654412,PRJNA312754,17037248,90117,ASM975656v1
GCA_009756645.1,Metschnikowia sp. UWOPS 12.619.2,UWOPS 12.619.2,2654411,PRJNA312754,16651307,155493,ASM975664v1
GCA_002893725.1,Metschnikowia torresii,CBS 5152,45599,PRJNA411829,10934453,902793,ASM289372v1
GCA_939531405.1,Metschnikowia zobellii,,27328,PRJEB40665;PRJEB43510;PRJEB52022;PRJEB52419;PRJNA533106,13602261,2836740,gsMetZobe1.1
GCA_003705555.1,Meyerozyma athensensis,NRRL Y-27644,304220,PRJNA429441,9664665,843707,ASM370555v1
GCA_000755205.1,Meyerozyma caribbica,MG20W,66948,PRJDA73189,10609282,1673638,ASM75520v1
GCA_001599235.1,Meyerozyma carpophila,JCM 9396,374178,PRJDB3556;PRJDB3618,10242926,765813,JCM_9396_assembly_v001
GCF_000149425.1,Meyerozyma guilliermondii,ATCC 6260,4929,PRJNA12729,10609954,313225,ASM14942v1
