ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_015708815.1_ASM1570881v1,77851,Kodamaea anthophila,UWOPS95-602.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Kodamaea,Kodamaea anthophila
GCA_003705675.1_ASM370567v1,271274,Kodamaea laetipori,NRRL Y-27713,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Kodamaea,Kodamaea laetipori
GCA_004919595.1_Kodohm_148,34356,Kodamaea ohmeri,148,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Kodamaea,Kodamaea ohmeri
GCA_023212975.1_ASM2321297v1,1342318,Komagataella kurtzmanii,CBS 12817,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella kurtzmanii
GCA_023213015.1_ASM2321301v1,2008544,Komagataella mondaviorum,CBS 15017,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella mondaviorum
GCA_001708105.1_ASM170810v1,4922,Komagataella pastoris,ATCC 28485,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella pastoris
GCF_000027005.1_ASM2700v1,460519,Komagataella phaffii,GS115,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella phaffii
GCA_023212995.1_ASM2321299v1,1099808,Komagataella populi,CBS 12362,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella populi
GCA_023212875.1_ASM2321287v1,169507,Komagataella pseudopastoris,CBS 9187,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella pseudopastoris
GCA_023213065.1_ASM2321306v1,1099807,Komagataella ulmi,CBS 12361,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella ulmi
GCA_014825775.1_ASM1482577v1,2014815,Krasilnikovozyma curviuscula,PYCC 5836,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Krasilnikovozyma,Krasilnikovozyma curviuscula
GCA_019155655.1_ASM1915565v1,324739,Kregervanrija delftensis,NCC-J,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Kregervanrija,Kregervanrija delftensis
GCA_003707275.2_ASM370727v2,324740,Kregervanrija fluxuum,NRRL YB-4273,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Kregervanrija,Kregervanrija fluxuum
GCF_000576695.1_AUH_PRJEB4427_v1,317047,Kuraishia capsulata,CBS 1993,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,,Kuraishia,Kuraishia capsulata
GCA_024271875.1_ASM2427187v1,317048,Kuraishia molischiana,VH39_BB,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,,Kuraishia,Kuraishia molischiana
GCA_003706285.2_ASM370628v2,537810,Kuraishia ogatae,NRRL Y-48474,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,,Kuraishia,Kuraishia ogatae
GCA_003707135.1_ASM370713v1,121466,Kurtzmaniella cleridarum,NRRL Y-48386,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Kurtzmaniella cleridarum
GCA_003706895.1_ASM370689v1,52254,Kurtzmaniella fragi,NRRL Y-17910,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,[Candida] fragi
GCA_020280125.1_ASM2028012v1,2806626,Kurtzmaniella quercitrusa var. comoensis (nom. nud.),1112,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Kurtzmaniella quercitrusa var. comoensis (nom. nud.)
GCA_020280135.1_ASM2028013v1,2806627,Kurtzmaniella quercitrusa var. filamentosus (nom. nud.),1120,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Kurtzmaniella quercitrusa var. filamentosus (nom. nud.)
GCF_000512585.1_Cryp_best_CBS10118_V1,324769,Kwoniella bestiolae,CBS 10118,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella bestiolae
GCF_000512565.1_Cryp_deje_CBS10117_V1,324770,Kwoniella dejecticola,CBS 10117,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella dejecticola
GCA_000507405.3_Cryp_heve_BCC8398_V1,89924,Kwoniella heveanensis,BCC8398,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella heveanensis
GCF_000507465.1_Kwon_mang_CBS8507_V2,463800,Kwoniella mangroviensis,CBS 8507,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella mangrovensis
GCF_000512605.1_Cryp_pinu_CBS10737_V1,453459,Kwoniella pini,CBS 10737,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella pini
GCF_008629635.1_Kwon_shan_CBS_12478_V1,1734106,Kwoniella shandongensis,CBS 12478,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella shandongensis
GCA_009805535.1_ASM980553v1,2511225,Laburnicola sp. JP-R-44,JP-R-44,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymosphaeriaceae,Laburnicola,Laburnicola sp. JP-R-44
GCA_014281115.1_ASM1428111v1,2761086,Laburnicola sp. R22_1,R22_1,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymosphaeriaceae,Laburnicola,Laburnicola sp. R22_1
GCA_000827195.1_Laccaria_amethystina_LaAM-08-1_v1.0,89243,Laccaria amethystina,LaAM-08-1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Laccaria,Laccaria amethystina
GCF_000143565.1_V1.0,29883,Laccaria bicolor,S238N-H82,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Laccaria,Laccaria bicolor
GCA_018417955.1_ASM1841795v1,344589,Laccaria trichodermophora,EF-36,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Laccaria,Laccaria trichodermophora
GCA_900074725.1_LADA0,1072105,Lachancea dasiensis,CBS 10888,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea dasiensis
GCA_900074765.1_LAFE0,4955,Lachancea fermentati,CBS 6772,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea fermentati
GCA_000149225.2_ASM14922v2,4934,Lachancea kluyveri,NRRL Y-12651,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea kluyveri
GCF_000938715.1_LALA0,1245769,Lachancea lanzarotensis,CBS 12615,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea lanzarotensis
GCA_900074715.1_LAME0,300276,Lachancea meyersii,CBS 8951,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea meyersii
GCA_900074745.1_LAMI0,1230905,Lachancea mirantina,CBS 11717,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea mirantina
GCA_900074755.1_LANO0,679534,Lachancea nothofagi,CBS 11611,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea nothofagi
GCA_002900925.1_ASM290092v1,1654605,Lachancea quebecensis,CBS 14088,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea quebecensis
GCA_900074735.1_LAFA0,1230904,Lachancea sp.,CBS 6924,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea sp. PJ-2012a
GCF_000142805.1_ASM14280v1,381046,Lachancea thermotolerans,CBS 6340,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea thermotolerans
GCA_000167115.1_ASM16711v1,4914,Lachancea waltii,NCYC 2644,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea waltii
GCA_007821475.1_CFIA_Lari_EG2017,1316785,Lachnellula arida,CBS 203.66,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula arida
GCA_007825325.1_CFIA_Lcer_EG2017,1316786,Lachnellula cervina,CBS 625.97,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula cervina
GCF_007821495.1_CFIA_Lhya_EG2017,1316788,Lachnellula hyalina,CBS 185.66,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula hyalina
GCA_007821535.1_CFIA_Locc_EG2017,215460,Lachnellula occidentalis,CBS 160.35,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula occidentalis
GCA_007821545.1_CFIA_Lsub_EG2017,602034,Lachnellula subtilissima,CBS 197.66,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula subtilissima
GCA_007825345.1_CFIA_Lsue_EG2017,602035,Lachnellula suecica,CBS 268.59,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula suecica
GCA_007825375.1_CFIA_Lawi_EG2017,215461,Lachnellula willkommii,CBS 172.35,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula willkommii
GCA_003988875.1_ASM398887v1,2283846,Lachnum nothofagi,D664,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnum,Lachnum nothofagi
GCA_021524915.1_Lacaka1,416441,Lactarius akahatsu,QP,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius akahatsu
GCA_021525775.1_Lacdel1,55514,Lactarius deliciosus,48,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius deliciosus
GCA_021525005.1_Lachat1,416442,Lactarius hatsudake,109,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
GCA_021525025.1_Lachen1,1932122,Lactarius hengduanensis,84,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius hengduanensis
GCA_003313985.1_ASM331398v1,222702,Lactarius indigo,MG109,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius indigo
GCA_021525015.1_Lacpse1,1932123,Lactarius pseudohatsudake,88,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius pseudohatsudake
GCA_015025155.1_Lacqui1,111141,Lactarius quietus,S23C,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius quietus
GCA_021527775.1_Lacsan1,111137,Lactarius sanguifluus,B21,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius sanguifluus
GCA_003315925.1_ASM331592v1,2175976,Lactarius sp. MG121,MG121,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius sp. MG121
GCA_003314065.1_ASM331406v1,2175975,Lactarius sp. MG50,MG50,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius sp. MG50
GCA_003315845.1_ASM331584v1,217427,Lactarius trivialis,MG71,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius trivialis
GCA_021527035.1_Lacviv1,1740625,Lactarius vividus,141,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius vividus
GCA_003315975.1_ASM331597v1,2017516,Lactifluus echinatus,MG122,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius echinatus
GCA_003314055.1_ASM331405v1,1837245,Lactifluus hygrophoroides,MG19,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactifluus,Lactifluus hygrophoroides
GCA_003313945.1_ASM331394v1,904239,Lactifluus pinguis,MG27,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactifluus,Lactifluus pinguis
GCA_003315875.1_ASM331587v1,71966,Lactifluus piperatus,MG49,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius piperatus
GCA_003315895.1_ASM331589v1,1837266,Lactifluus rugatus,MG108,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactifluus,Lactifluus rugatus
GCA_022496195.1_Lacsub1,1837270,Lactifluus subvellereus,BPL653,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactifluus,Lactifluus subvellereus
GCA_022376515.1_Lacvol1,71967,Lactifluus volemus,BPL652,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius,Lactarius volemus
GCF_001632365.1_Laesu1,5630,Laetiporus sulphureus,93-53,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus,Laetiporus sulphureus
GCA_022814265.1_ASM2281426v1,1397036,Lambiella insularis,Spribille 39820,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Trapeliales,Trapeliaceae,Lambiella,Lambiella insularis
GCA_020310465.1_ASM2031046v1,1603062,Lanmaoa asiatica,LA01,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Lanmaoa,Lanmaoa asiatica
GCA_000812885.1_ASM81288v1,1424426,Lanzia echinophila,CBS 111548,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Rutstroemiaceae,Lanzia,Lanzia echinophila
GCA_023184715.1_ASM2318471v1,580046,Lasallia hispanica,TBG_2337,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Lasallia,Lasallia hispanica
GCA_023184575.1_ASM2318457v1,136370,Lasallia pustulata,TBG_2345,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Lasallia,Lasallia pustulata
GCA_023089105.1_ASM2308910v1,869388,Lasiodiplodia citricola,KE87127,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia citricola
GCA_009829795.1_ASM982979v1,336252,Lasiodiplodia gonubiensis,CBS 115812,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia gonubiensis
GCA_023087545.1_ASM2308754v1,466954,Lasiodiplodia pseudotheobromae,KET9,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia pseudotheobromae
GCA_009801085.1_ASM980108v1,2596968,Lasiodiplodia sp. COLG20,COLG20,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia sp. COLG20
GCA_009801105.1_ASM980110v1,2596969,Lasiodiplodia sp. COLG96,COLG96,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia sp. COLG96
GCA_023087525.1_ASM2308752v1,2894516,Lasiodiplodia sp. KE8368,KE8368,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia sp. KE8368
GCA_023079305.1_ASM2307930v1,2894517,Lasiodiplodia sp. KE8409,KE8409,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia sp. KE8409
GCF_012971845.1_ASM1297184v1,45133,Lasiodiplodia theobromae,AM2As,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia theobromae
GCA_002796755.1_ASM279675v1,73499,Lecanicillium psalliotae,HWLR35,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium psalliotae
GCA_019805375.1_ASM1980537v1,2778099,Lecanicillium sp. FJII-L10-SW-P1,FJII-L10-SW-P1
GCA_002242745.2_ASM224274v2,2013060,Lecanicillium sp. LEC01,LEC01,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium sp. LEC01
GCA_003056605.1_ASM305660v1,1964301,Lecanicillium sp. MT-2017a,AZ2,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium sp. MT-2017a
GCA_023628775.1_ASM2362877v1,2939533,Lecanicillium sp. S3808,S3808
GCA_900169235.1_Lecanicillium_fungicola,93591,Lecanicilliumfungicola150-1,,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium fungicola
GCA_002441625.1_B3_v1,111012,Lecanosticta acicola,B3_MdHEF,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Lecanosticta,Lecanosticta acicola
GCF_021015755.1_Lenedo1,5353,Lentinula edodes,Le(Bin) 0899 ss11,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
GCA_000787475.1_ASM78747v1,292559,Lentinus polychrous,BCC7694,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Lentinus,Lentinus polychrous
GCA_003813185.1_Lenti7_1,5365,Lentinus tigrinus,ALCF2SS1-7,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Lentinus,Lentinus tigrinus
GCA_010405425.1_Lenfl1,690899,Lentithecium fluviatile,CBS 122367,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lentitheciaceae,Lentithecium,Lentithecium fluviatile
GCA_022264855.1_Trabet1,5632,Lenzites betulinus,CIRM-BRFM 1801,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Lenzites,Lenzites betulinus
GCA_020747065.1_Phimu1,2138324,Leotiomycetes sp. MPI-SDFR-AT-0126,MPI-SDFR-AT-0126,Ascomycota,Pezizomycotina,Leotiomycetes,,,,,Leotiomycetes sp. MPI-SDFR-AT-0126
GCA_001692735.1_Leppa1,741139,Lepidopterella palustris,CBS 459.81,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Mytilinidiales,Argynnaceae,Lepidopterella,Lepidopterella palustris
GCA_023014365.1_ASM2301436v1,201213,Lepiota brunneoincarnata,LH00008,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Lepiota,Lepiota brunneoincarnata
GCA_023014305.1_ASM2301430v1,56170,Lepiota subincarnata,JWLS061,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Lepiota,Lepiota subincarnata
GCA_004296355.1_ASM429635v1,2136145,Lepiota venenata,LJE,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Lepiota,Lepiota venenata
GCA_015584075.1_Lepnud1,64659,Lepista nuda,CBS 247.69,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,,Lepista,Lepista nuda
GCA_010725545.2_Ls_assembly01,123925,Lepista sordida,NBRC 112841,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,,Lepista,Lepista sordida
GCA_021432625.1_Leptod1,1485227,Leptodontidium sp. 2 PMI_412,PMI_412,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium sp. 2 PMI_412
GCA_020726505.1_Lepor2,2826080,Leptodontidium sp. MPI-SDFR-AT-0119,MPI-SDFR-AT-0119,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium sp. MPI-SDFR-AT-0119
GCA_001455505.1_ASM145550v1,96373,Leptographium lundbergii,CBS 138716,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium lundbergii
GCA_000806385.1_ASM80638v1,100367,Leptographium procerum,CMW34542,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium procerum
GCA_022343325.1_CAIQ.LN.1,220672,Leptosphaeria biglobosa,CA1,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa
GCF_000230375.1_ASM23037v1,225342,Leptosphaeria maculans JN3,v23.1.3,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans
GCA_001660795.1_Cfu_V1.2,5474,Leptoxyphium fumago,SC3815,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Capnodiaceae,Leptoxyphium,Leptoxyphium fumago
GCF_014066305.1_Lecol_v1.0,112416,Letharia columbiana,WasteWater2,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Letharia,Letharia columbiana
GCF_014066315.1_Lelup_v1.1,560253,Letharia lupina,WasteWater1,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Letharia,Letharia lupina
GCA_023646175.1_KEW_Llep,2905938,Letrouitia leprolyta,LIQ106LELE,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Teloschistales,Letrouitiaceae,Letrouitia,Letrouitia leprolyta
GCA_023646045.1_KEW_Ltra1,1145322,Letrouitia transgressa,LIQ93LETR,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Teloschistales,Letrouitiaceae,Letrouitia,Letrouitia transgressa
GCA_022457215.2_HybridAssembly_LEU18496,79220,Leucoagaricus gongylophorus,LEU18496,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus gongylophorus
GCA_013368445.1_LU_LEL_1.0,201217,Leucoagaricus leucothites,CBS 146.42,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus leucothites
GCA_001563735.1_ASM156373v1,1714833,Leucoagaricus sp. SymC.cos,SymC.cos,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus sp. SymC.cos
GCA_013420905.1_ASM1342090v1,1966363,Leucocalocybe mongolica,X42,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,,Leucocalocybe,Leucocalocybe mongolica
GCA_019327925.1_ASM1932792v1,2837572,Leucocoprinus sp. KB1807203,KB1807203
GCA_021014945.1_Leumo1,85980,Leucogyrophana mollusca,KUC20120723A-06,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,,Leucogyrophana,Leucogyrophana mollusca
GCA_001600635.1_JCM_10699_assembly_v001,106004,Leucosporidium creatinivorum,JCM 10699,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium creatinivorum
GCA_003054985.1_ASM305498v1,5278,Leucosporidium scottii,PYCC 4405,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium scottii
GCA_019775505.1_ASM1977550v1,231218,Leucosporidium yakuticum,VS III D KN 2,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium yakuticum
GCA_021030975.1_ASM2103097v1,1263500,Lichenothelia convexa,LMCC0061,Ascomycota,Pezizomycotina,Dothideomycetes,,,Lichenotheliaceae,Lichenothelia,Lichenothelia convexa
GCA_000697475.1_LicCorB2541-1.0,42458,Lichtheimia corymbifera,B2541,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia corymbifera
GCA_008728235.1_ASM872823v1,688394,Lichtheimia ramosa,KPH11,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia ramosa
GCA_023629895.1_ASM2362989v1,2939534,Lichtheimia sp. PT1902,PT1902
GCA_022814235.1_ASM2281423v1,2918522,Lignoscripta atroalba,T1887
GCA_000743315.1_LigRhi1.0,483020,Lignosus rhinocerotis,TM02,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Lignosus,Lignosus rhinocerotis
GCA_002233555.1_ASM223355v1,228944,Limonomyces culmigenus,CBS 661.85,Basidiomycota,Agaricomycotina,Agaricomycetes,,Corticiales,Corticiaceae,Limonomyces,Limonomyces culmigenus
GCA_018343905.1_ASM1834390v1,44322,Limtongozyma cylindracea,NRRL Y-17506,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,,Debaryomycetaceae sp. 'Limtongozyma cylindracea'
GCF_002104995.1_Linpe1,61395,Linderina pennispora,ATCC 12442,Zoopagomycota,Kickxellomycotina,Kickxellomycetes,,Kickxellales,Kickxellaceae,Linderina,Linderina pennispora
GCF_010093535.1_Linin1,673940,Lindgomyces ingoldianus,ATCC 200398,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lindgomycetaceae,Lindgomyces,Lindgomyces ingoldianus
GCA_010093515.1_Linrh1,578093,Lineolata rhizophorae,ATCC 16933,Ascomycota,Pezizomycotina,Dothideomycetes,,Lineolatales,Lineolataceae,Lineolata,Lineolata rhizophorae
