ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_031010545.1,Laburnicola sp. JP_R_19,JP_R_19,2600313,1;3;5;7;A;J;N;P;PRJNA517533;R,120554706,1612108,ASM3101054v1
GCA_014281115.1,Laburnicola sp. R22_1,R22_1,2761086,1;3;5;7;A;J;N;P;PRJNA517533;R,64007018,3149867,ASM1428111v1
GCA_000827195.1,Laccaria amethystina LaAM-08-1,LaAM-08-1,1095629,0;1;2;5;6;9;A;J;N;P;PRJNA196025;R,52197432,27729,Laccaria amethystina LaAM-08-1 v1.0
GCF_000143565.1,Laccaria bicolor S238N-H82,S238N-H82,486041,0;1;3;4;9;A;J;N;P;PRJNA19043;R,64877444,71011,V1.0
GCA_018417955.1,Laccaria trichodermophora,EF-36,344589,2;4;5;6;7;A;J;N;P;PRJNA642675;R,59062912,1360153,ASM1841795v1
GCA_030569995.1,Lachancea cidri,NRRL Y-12634,29831,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9715598,33333,ASM3056999v1
GCA_900074725.1,Lachancea dasiensis,CBS 10888,1072105,1;2;8;9;B;E;J;P;PRJEB12928;R,10701617,988707,LADA0
GCA_900074765.1,Lachancea fermentati,CBS 6772,4955,0;1;2;3;9;B;E;J;P;PRJEB12930;R,10264457,821294,LAFE0
GCA_000149225.2,Lachancea kluyveri NRRL Y-12651,NRRL Y-12651,226302,1;4;5;A;J;N;P;PRJNA1445;PRJNA167910;R,11509127,1252455,ASM14922v2
GCF_000938715.1,Lachancea lanzarotensis,CBS 12615,1245769,0;5;7;9;B;E;J;P;PRJEB7950;R,11092131,700478,LALA0
GCA_900074715.1,Lachancea meyersii CBS 8951,CBS 8951,1266667,1;2;3;9;B;E;J;P;PRJEB12931;R,11261819,716495,LAME0
GCA_900074745.1,Lachancea mirantina,CBS 11717,1230905,1;2;3;9;B;E;J;P;PRJEB12932;R,10117267,1114975,LAMI0
GCA_900074755.1,Lachancea nothofagi CBS 11611,CBS 11611,1266666,1;2;3;9;B;E;J;P;PRJEB12933;R,11313798,994480,LANO0
GCA_030557885.1,Lachancea quebecensis,yHDO360,1654605,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10436072,552953,ASM3055788v1
GCA_900074735.1,Lachancea sp. 'fantastica',CBS 6924,1230904,1;2;9;B;E;J;P;PRJEB12929;R,11336659,730885,LAFA0
GCA_030562185.1,Lachancea sp. yHQL494,yHQL494,2866345,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11060012,250891,ASM3056218v1
GCF_000142805.1,Lachancea thermotolerans CBS 6340,CBS 6340,559295,1;2;4;9;A;J;N;P;PRJNA12499;R,10392862,1513537,ASM14280v1
GCA_030580015.1,Lachancea waltii,NRRL Y-8285,4914,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10217115,136179,ASM3058001v1
GCA_007821475.1,Lachnellula arida,CBS 203.66,1316785,1;3;4;6;7;A;J;N;P;PRJNA437631;R,42724717,37853,CFIA_Lari_EG2017
GCA_007825325.1,Lachnellula cervina,CBS 625.97,1316786,0;3;4;6;7;A;J;N;P;PRJNA437640;R,51373547,22497,CFIA_Lcer_EG2017
GCF_007821495.1,Lachnellula hyalina,CBS 185.66,1316788,2;3;4;6;7;A;J;N;P;PRJNA437642;R,33828344,161844,CFIA_Lhya_EG2017
GCA_007821535.1,Lachnellula occidentalis,CBS 160.35,215460,3;4;6;7;9;A;J;N;P;PRJNA437649;R,48298069,31262,CFIA_Locc_EG2017
GCA_007821545.1,Lachnellula subtilissima,CBS 197.66,602034,1;3;4;5;6;7;A;J;N;P;PRJNA437651;R,35230510,34087,CFIA_Lsub_EG2017
GCA_007825345.1,Lachnellula suecica,CBS 268.59,602035,0;4;6;7;9;A;J;N;P;PRJNA407966;R,43438917,19034,CFIA_Lsue_EG2017
GCA_007825375.1,Lachnellula willkommii,CBS 172.35,215461,1;2;3;4;7;9;A;J;N;P;PRJNA412379;R,51034129,8078,CFIA_Lawi_EG2017
GCA_003988875.1,Lachnum nothofagi,D664,2283846,2;4;6;7;8;A;J;N;P;PRJNA487672;R,74582935,10009,ASM398887v1
GCA_021524915.1,Lactarius akahatsu,QP,416441,0;1;2;3;5;A;J;N;P;PRJNA500123;R,80299772,249015,Lacaka1
GCA_021525775.1,Lactarius deliciosus,48,55514,0;1;4;5;A;J;N;P;PRJNA500114;R,96043985,318552,Lacdel1
GCA_951394315.1,Lactarius evosmus,,326039,0;2;6;7;B;E;J;P;PRJEB40665;PRJEB43510;PRJEB58661;PRJEB62072;PRJNA533106;R,57231665,4137912,gfLacEvos1.1
GCA_024734325.1,Lactarius hatsudake,JH5,416442,0;1;4;5;6;9;A;J;N;P;PRJNA605941;R,76711549,389060,ASM2473432v1
GCA_021525025.1,Lactarius hengduanensis,84,1932122,0;1;5;A;J;N;P;PRJNA500115;R,61963203,72496,Lachen1
GCA_025766275.1,Lactarius indigo,2018DUKE089,222702,4;5;6;9;A;J;N;P;PRJNA654964;R,90316074,767822,Lacind1
GCA_025769895.1,Lactarius psammicola,BPL869,1907521,2;3;4;5;8;9;A;J;N;P;PRJNA345982;R,69824043,111929,Lacpsa1
GCA_021525015.1,Lactarius pseudohatsudake,88,1932123,0;1;5;6;A;J;N;P;PRJNA500116;R,99708583,149378,Lacpse1
GCA_015025155.1,Lactarius quietus,S23C,111141,1;2;4;5;6;A;J;N;P;PRJNA245616;R,115901997,89817,Lacqui1
GCA_021527775.1,Lactarius sanguifluus,B21,111137,0;1;2;5;A;J;N;P;PRJNA500120;R,86230511,235641,Lacsan1
GCA_003315925.1,Lactarius sp. MG121,MG121,2175976,2;4;5;7;A;J;N;P;PRJNA454572;R,63817975,8418,ASM331592v1
GCA_003314065.1,Lactarius sp. MG50,MG50,2175975,2;4;5;7;A;J;N;P;PRJNA454572;R,65894916,11466,ASM331406v1
GCA_963281015.1,Lactarius tabidus,,152947,0;5;6;7;B;E;J;P;PRJEB40665;PRJEB43510;PRJEB60192;PRJEB65067;PRJNA533106;R,52334816,2359413,gfLacTabi1.1
GCA_003315845.1,Lactarius trivialis,MG71,217427,2;4;5;7;A;J;N;P;PRJNA454572;R,36119023,13684,ASM331584v1
GCA_021527035.1,Lactarius vividus,141,1740625,0;1;5;8;A;J;N;P;PRJNA500118;R,69041955,202573,Lacviv1
GCA_003315975.1,Lactifluus echinatus,MG122,2017516,2;4;5;7;A;J;N;P;PRJNA454572;R,48078660,8326,ASM331597v1
GCA_003314055.1,Lactifluus hygrophoroides,MG19,1837245,2;4;5;7;A;J;N;P;PRJNA454572;R,55463383,8672,ASM331405v1
GCA_003313945.1,Lactifluus pinguis,MG27,904239,2;4;5;7;A;J;N;P;PRJNA454572;R,49262189,16627,ASM331394v1
GCA_003315875.1,Lactifluus piperatus,MG49,71966,2;4;5;7;A;J;N;P;PRJNA454572;R,50768713,14582,ASM331587v1
GCA_003315895.1,Lactifluus rugatus,MG108,1837266,2;4;5;7;A;J;N;P;PRJNA454572;R,39210598,5465,ASM331589v1
GCA_022496195.1,Lactifluus subvellereus,BPL653,1837270,0;3;4;5;7;8;A;J;N;P;PRJNA345708;R,44824221,186084,Lacsub1
GCA_022376515.1,Lactifluus volemus,BPL652,71967,0;2;3;4;5;A;J;N;P;PRJNA340520;R,62975844,238496,Lacvol1
GCF_001632365.1,Laetiporus sulphureus 93-53,93-53,1314785,0;1;5;6;7;9;A;J;N;P;PRJNA196057;R,39909705,114592,Laesu1
GCA_022814265.1,Lambiella insularis,Spribille 39820,1397036,5;7;8;9;A;J;N;P;PRJNA795879;R,36292339,553330,ASM2281426v1
GCA_020310465.1,Lanmaoa asiatica,LA01,1603062,0;1;3;7;A;J;N;P;PRJNA713310;R,46638161,2448093,ASM2031046v1
GCA_000812885.1,Lanzia echinophila,CBS 111548,1424426,1;2;4;5;9;A;J;N;P;PRJNA254419;R,40250382,9535,ASM81288v1
GCA_023184575.1,Lasallia pustulata,TBG_2345,136370,0;2;3;8;A;J;N;P;PRJNA820300;R,35782428,2288085,ASM2318457v1
GCA_023089105.1,Lasiodiplodia citricola,KE87127,869388,4;7;8;A;J;N;P;PRJNA777748;R,44019502,506401,ASM2308910v1
GCA_009829795.1,Lasiodiplodia gonubiensis,CBS 115812,336252,4;6;7;9;A;J;N;P;PRJNA497969;R,41142063,45400,ASM982979v1
GCA_030512325.1,Lasiodiplodia hormozganensis,CBS 339.90,869390,0;3;4;7;9;A;J;N;P;PRJNA470903;R,43247313,220815,ASM3051232v1
GCA_030270915.1,Lasiodiplodia iranensis,CCTCC M2017288,869387,0;3;4;6;7;A;J;N;P;PRJNA634707;R,43011631,1087278,ASM3027091v1
GCA_029590625.1,Lasiodiplodia mahajangana,VT137,1108764,1;2;6;9;A;J;N;P;PRJNA911226;R,40140394,12129,ASM2959062v1
GCA_033955225.1,Lasiodiplodia pseudotheobromae,RIFT3495,466954,0;1;3;4;9;A;J;N;P;PRJNA1030934;R,42997681,5817267,ASM3395522v1
GCA_009801085.1,Lasiodiplodia sp. COLG20,COLG20,2596968,4;5;9;A;J;N;P;PRJNA554995;R,43533303,960361,ASM980108v1
GCA_009801105.1,Lasiodiplodia sp. COLG96,COLG96,2596969,4;5;9;A;J;N;P;PRJNA554995;R,43154952,44698,ASM980110v1
GCA_023087525.1,Lasiodiplodia sp. KE8368,KE8368,2894516,4;7;8;A;J;N;P;PRJNA777748;R,50973113,414768,ASM2308752v1
GCA_023079305.1,Lasiodiplodia sp. KE8409,KE8409,2894517,4;7;8;A;J;N;P;PRJNA777748;R,43989322,473723,ASM2307930v1
GCF_012971845.1,Lasiodiplodia theobromae,AM2As,45133,0;1;3;8;9;A;J;N;P;PRJNA388190;R,43694574,876715,ASM1297184v1
GCA_033439745.1,Lasiosphaeria hispida,CBS 955.72,260671,1;2;3;7;8;A;J;N;P;PRJNA371218;R,48441159,6086892,Lashi1
GCF_030549165.1,Lasiosphaeria miniovina,SMH2392-1A,1954250,1;2;3;7;9;A;J;N;P;PRJNA371219;R,49418628,6400557,Lasmin1
GCA_033439765.1,Lasiosphaeria ovina,CBS 958.72,92902,1;2;3;7;A;J;N;P;PRJNA371217;R,51771160,5987086,Lasov1
GCA_027569635.1,Lasiosphaeriaceae sp. G1095,G1095,2989761,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,49943529,116439,ASM2756963v1
GCA_030549175.1,Lasiosphaeris hirsuta,SMH4607-1,260670,0;3;5;7;A;J;N;P;PRJNA370050;R,44448086,5892575,Lashir1
GCA_030411675.1,Lecanicillium aphanocladii,MBC 099,132584,0;3;7;8;9;A;J;N;P;PRJNA879330;R,36141219,90055,ASM3041167v1
GCA_900169235.1,Lecanicillium fungicola 150-1,,1294127,1;4;8;9;B;E;J;P;PRJEB19844;R,44574141,123872,Lecanicillium fungicola
GCA_002796755.1,Lecanicillium psalliotae,HWLR35,73499,1;4;5;7;8;A;J;N;P;PRJNA418875;R,36134087,119947,ASM279675v1
GCA_027627215.1,Lecanicillium saksenae,VT-O1,468837,1;3;4;5;8;A;J;N;P;PRJNA855341;R,35354223,15746,Lecanicillium_saksenae_reassembly
GCA_002242745.2,Lecanicillium sp. LEC01,LEC01,2013060,0;1;3;4;9;A;J;N;P;PRJNA390410;R,31407988,303914,ASM224274v2
GCA_003056585.1,Lecanicillium sp. MT-2017a,CA11,1964301,2;3;4;8;9;A;J;N;P;PRJNA438298;R,33013597,350082,ASM305658v1
GCA_023628775.1,Lecanicillium sp. S3808,S3808,2939533,1;2;3;8;A;J;N;P;PRJNA833221;R,31086147,349312,ASM2362877v1
GCA_030778065.1,Lecanicillium uredinophilum,MBC 350,2487154,0;3;7;8;9;A;J;N;P;PRJNA879330;R,33406109,126659,ASM3077806v1
GCA_002441625.1,Lecanosticta acicola,B3_MdHEF,111012,0;1;3;4;5;9;A;J;N;P;PRJNA390145;R,38341032,89232,B3_v1
GCA_028011355.1,Lentinula aciculospora,JLM2183,153920,1;3;4;7;A;J;N;P;PRJNA713174;PRJNA872538;R,110953323,1192520,LacJLM2183_1
GCA_027886325.1,Lentinula aff. detonsa,TFB10291,2804958,3;5;8;9;A;J;N;P;PRJNA585398;R,33347642,74567,Lbo_TFB10291_1
GCA_027886305.1,Lentinula aff. lateritia,TMI1499,2804960,0;2;4;5;6;7;A;J;N;P;PRJNA572460;R,39933087,44230,LlaTMI1499_1
GCA_027886635.1,Lentinula boryana,TFB10827,40481,0;1;4;5;6;7;A;J;N;P;PRJNA571460;PRJNA872538;R,32414438,68987,Lbo_TFB10827_1
GCA_027921405.1,Lentinula detonsa,TFB7810,2804962,0;1;3;4;5;6;A;J;N;P;PRJNA460315;PRJNA872538;R,40333654,2029793,LboTFB7810_1
GCF_021015755.1,Lentinula edodes,Le(Bin) 0899 ss11,5353,0;3;4;9;A;J;N;P;PRJNA444093;PRJNA872538;R,45594472,692557,Lenedo1
GCA_027919855.1,Lentinula guzmanii,ET3784,2804957,0;2;4;6;8;9;A;J;N;P;PRJNA460928;R,41453719,419954,LboET3784_1
GCA_028011325.1,Lentinula lateritia,RHP3577 ss4,40482,0;4;9;A;J;N;P;PRJNA444094;PRJNA872538;R,45430989,370764,Lenlat1
GCA_027921425.1,Lentinula novae-zelandiae,TMI1172,42442,1;5;6;7;9;A;J;N;P;PRJNA519675;R,35621183,48807,Lennov1
GCA_027919835.1,Lentinula raphanica,INPA1701G ss19,153919,0;4;5;9;A;J;N;P;PRJNA444095;R,49067377,1282116,Lenrap1
GCA_000787475.1,Lentinus polychrous,BCC7694,292559,1;2;5;6;7;A;J;N;P;PRJNA261275;R,38054542,9350,ASM78747v1
GCA_003813185.1,Lentinus tigrinus ALCF2SS1-7,ALCF2SS1-7,1328758,0;1;2;6;7;A;J;N;P;PRJNA200617;R,39530113,274558,Lenti7_1
GCA_010405425.1,Lentithecium fluviatile CBS 122367,CBS 122367,1168545,0;1;4;6;9;A;J;N;P;PRJNA196040;R,54688705,80825,Lenfl1
GCA_022264855.1,Lenzites betulinus,CIRM-BRFM 1801,5632,0;1;3;4;5;A;J;N;P;PRJNA430415;R,37463246,558866,Trabet1
GCA_020747065.1,Leotiomycetes sp. MPI-SDFR-AT-0126,MPI-SDFR-AT-0126,2138324,1;3;4;7;9;A;J;N;P;PRJNA347194;R,54044039,2831433,Phimu1
GCA_001692735.1,Lepidopterella palustris CBS 459.81,CBS 459.81,1314670,0;1;4;6;9;A;J;N;P;PRJNA196014;R,45668136,44350,Leppa1
GCA_023014365.1,Lepiota brunneoincarnata,LH00008,201213,6;7;9;A;J;N;P;PRJNA679796;R,55607740,1225926,ASM2301436v1
GCA_023014305.1,Lepiota subincarnata,JWLS061,56170,6;7;9;A;J;N;P;PRJNA679796;R,37765222,89701,ASM2301430v1
GCA_004296355.1,Lepiota venenata,LJE,2136145,0;1;3;4;9;A;J;N;P;PRJNA493910;R,49247364,1272972,ASM429635v1
GCA_015584075.1,Lepista nuda,CBS 247.69,64659,3;4;6;A;J;N;P;PRJNA334366;R,43493018,65035,Lepnud1
GCA_010725545.3,Lepista sordida,NBRC 112841,123925,1;3;4;B;D;J;P;PRJDB4143;R,39025527,106225,Ls_assembly01
GCA_033220425.1,Lepraria neglecta,Allen 5258,209136,0;1;7;8;A;J;N;P;PRJNA887108;R,42023604,5201525,Lene_EWU_01
GCA_021432625.1,Leptodontidium sp. 2 PMI_412,PMI_412,1485227,2;3;4;8;9;A;J;N;P;PRJNA243948;R,73780780,231385,Leptod1
GCA_020726505.1,Leptodontidium sp. MPI-SDFR-AT-0119,MPI-SDFR-AT-0119,2826080,1;3;4;7;9;A;J;N;P;PRJNA347191;R,77016750,2683090,Lepor2
GCA_963580335.1,Leptographium flavum,,2268375,1;3;6;7;9;B;E;J;P;PRJEB40665;PRJEB43510;PRJEB63116;PRJEB67931;PRJNA533106;R,23957028,404125,grLepFlav1.1
GCA_004028395.1,Leptographium galeiforme,CBS 115711,255215,0;3;5;7;A;J;N;P;PRJNA507035;R,26361883,48583,GGAL
GCA_001455505.1,Leptographium lundbergii,CBS 138716,96373,2;4;6;8;A;J;N;P;PRJNA284246;R,26537341,131408,ASM145550v1
GCA_000806385.1,Leptographium procerum,CMW34542,100367,2;4;5;6;7;A;J;N;P;PRJNA262457;R,28556450,21885,ASM80638v1
GCA_019925535.1,Leptographium radiaticola,VPRI43523,96404,6;7;9;A;J;N;P;PRJNA667796;R,27518014,639255,ASM1992553v1
GCA_029299265.1,Leptographium wageneri,C730,155671,1;4;5;7;8;A;J;N;P;PRJNA841745;R,26985838,284021,LepWag_1.0
GCA_029299245.1,Leptographium wingfieldii,CBS645.89,155675,1;4;5;7;8;A;J;N;P;PRJNA841745;R,27646212,142623,LepWin_1.0
GCA_026120165.1,Leptosphaerulina australis,CBS 317.83,318710,0;1;2;7;8;9;A;J;N;P;PRJNA827019;R,36434059,54479,ASM2612016v1
GCA_001660795.1,Leptoxyphium fumago,SC3815,5474,1;3;5;A;J;N;P;PRJNA311153;R,25022896,186141,Cfu_V1.2
GCF_014066305.1,Letharia columbiana,WasteWater2,112416,0;1;3;5;6;A;J;N;P;PRJNA633150;R,52265057,666803,Lecol_v1.0
GCF_014066315.1,Letharia lupina,WasteWater1,560253,1;3;6;9;A;J;N;P;PRJNA633119;R,49166941,2098233,Lelup_v1.1
GCA_023646175.1,Letrouitia leprolyta,LIQ106LELE,2905938,3;7;8;A;J;N;P;PRJNA783777;R,27853102,33941,KEW_Llep
GCA_023646045.1,Letrouitia transgressa,LIQ93LETR,1145322,3;7;8;A;J;N;P;PRJNA783777;R,26337752,290218,KEW_Ltra1
GCA_022457215.2,Leucoagaricus gongylophorus,LEU18496,79220,0;2;3;4;7;A;J;N;P;PRJNA772034;R,152532755,4129,HybridAssembly_LEU18496
GCA_013368445.1,Leucoagaricus leucothites,CBS 146.42,201217,0;4;6;9;A;J;N;P;PRJNA496460;R,47309141,2102411,LU_LEL_1.0
GCA_001563735.1,Leucoagaricus sp. SymC.cos,SymC.cos,1714833,2;5;8;9;A;J;N;P;PRJNA295288;R,119028496,13275,ASM156373v1
GCA_013420905.1,Leucocalocybe mongolica,X42,1966363,2;3;4;6;8;A;J;N;P;PRJNA623488;R,45985151,3638271,ASM1342090v1
GCA_027627405.1,Leucocoprinus birnbaumii,VT141,56174,2;4;6;7;8;A;J;N;P;PRJNA862647;R,45705486,32034,Leucocoprinus_birnbaumii_VT141_reassembly_enz
GCA_019327925.1,Leucocoprinus sp. KB1807203,KB1807203,2837572,1;3;7;9;A;J;N;P;PRJNA713779;R,38119301,189029,ASM1932792v1
GCA_021014945.1,Leucogyrophana mollusca,KUC20120723A-06,85980,0;2;3;7;8;9;A;J;N;P;PRJNA239087;R,35193237,86911,Leumo1
GCA_001600635.1,Leucosporidium creatinivorum,JCM 10699,106004,1;3;7;9;B;D;J;P;PRJDB3556;PRJDB3719;R,27969159,231415,JCM_10699_assembly_v001
GCA_003054985.1,Leucosporidium scottii,PYCC 4405,5278,1;2;3;7;8;9;A;J;N;P;PRJNA378219;R,26750114,42282,ASM305498v1
GCA_019775505.1,Leucosporidium yakuticum,VS III D KN 2,231218,3;4;6;7;A;J;N;P;PRJNA644637;R,26563415,123673,ASM1977550v1
GCA_021030975.1,Lichenothelia convexa,LMCC0061,1263500,1;4;6;7;9;A;J;N;P;PRJNA714976;R,36050808,61890,ASM2103097v1
GCA_026054655.1,Lichina confinis,Spribille 39809/TS-e1935,174425,3;4;8;A;J;N;P;PRJNA833438;R,25172334,77678,ASM2605465v1
GCA_963422465.1,Lichina pygmaea,,157483,3;5;6;8;B;E;J;P;PRJEB40665;PRJEB43510;PRJEB43743;PRJEB63659;PRJEB65835;PRJNA533106;R,32421062,992259,glLicPygm2.1
GCA_000697475.1,Lichtheimia corymbifera B2541,B2541,1357691,1;2;6;9;A;J;N;P;PRJNA211916;R,36620786,130684,LicCorB2541-1.0
GCA_025094155.1,Lichtheimia hyalospora FSU 10163,FSU 10163,1314789,0;1;4;6;7;9;A;J;N;P;PRJNA196074;R,33282407,106117,Lichy1
GCF_029851405.1,Lichtheimia ornata,CBS 291.66,688661,0;2;6;8;9;A;J;N;P;PRJNA909826;R,37534108,151078,ASM2985140v1
GCA_008728235.1,Lichtheimia ramosa,KPH11,688394,4;5;7;8;9;A;J;N;P;PRJNA487495;R,31885420,3350511,ASM872823v1
GCA_023629895.1,Lichtheimia sp. PT1902,PT1902,2939534,1;2;3;8;A;J;N;P;PRJNA833221;R,34934587,55559,ASM2362989v1
GCA_022814235.1,Lignoscripta atroalba,T1887,2918522,5;7;8;9;A;J;N;P;PRJNA795879;R,26506769,213966,ASM2281423v1
GCA_000743315.1,Lignosus rhinocerotis TM02,TM02,1379160,1;2;5;7;A;J;N;P;PRJNA212725;R,34312868,43165,LigRhi1.0
GCA_002233555.1,Limonomyces culmigenus,CBS 661.85,228944,1;2;8;9;A;J;N;P;PRJNA282891;R,36136062,8212,ASM223355v1
GCA_030556265.1,Limtongia smithiae,NRRL Y-17922,1125753,2;3;4;6;7;A;J;N;P;PRJNA736342;R,14191199,131149,ASM3055626v1
GCA_030572215.1,Limtongozyma cylindracea,NRRL Y-17506,44322,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9820713,85250,ASM3057221v1
GCA_027575855.1,Linderina macrospora,NRRL 5244,4868,3;5;7;8;A;J;N;P;PRJNA535837;R,15821707,2423,UCR_LimaNRRL5244_1.0
GCF_002104995.1,Linderina pennispora,ATCC 12442,61395,2;3;4;9;A;J;N;P;PRJNA243942;R,26202545,908848,Linpe1
GCF_010093535.1,Lindgomyces ingoldianus,ATCC 200398,673940,3;4;8;9;A;J;N;P;PRJNA333498;R,69030646,120007,Linin1
GCA_010093515.1,Lineolata rhizophorae,ATCC 16933,578093,1;2;3;4;9;A;J;N;P;PRJNA334192;R,31143728,135595,Linrh1
GCA_023091675.1,Linnemannia amoeboidea,CBS 889.72,743927,0;1;7;8;A;J;N;P;PRJNA817100;R,38084239,2511580,ASM2309167v1
GCA_020744185.1,Linnemannia elongata,MPI-CAGE-AA-0104,310910,1;3;4;7;8;A;J;N;P;PRJNA347187;R,50910406,1935744,Morel_U14_1
GCA_016097895.1,Linnemannia exigua,NRRL 28262,604196,0;2;3;4;8;A;J;N;P;PRJNA340842;R,48115323,10641,UCR_MexiNRRL28262_1.0
GCA_033807515.1,Linnemannia gamsii,AM1032,64522,1;2;3;7;8;A;J;N;P;PRJNA713282;R,57786961,385511,Morgam1
GCA_019671135.1,Linnemannia hyalina,SCG-10,64524,0;3;5;7;8;A;J;N;P;PRJNA730508;R,51558230,2317658,ASM1967113v1
GCA_029449235.1,Linnemannia schmuckeri,CGMCC 20261,64567,3;4;5;8;A;J;N;P;PRJNA855443;R,49237973,2707831,ASM2944923v1
GCA_015847235.1,Linnemannia zychae,NRRL 2592,979765,4;6;7;9;A;J;N;P;PRJNA499697;R,45702254,60762,UCR_MzychaeNRRL2592_1.0
GCA_030580435.1,Lipomyces anomalus,NRRL Y-7931,1337061,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17560645,161059,ASM3058043v1
GCA_030557685.1,Lipomyces arxii,NRRL Y-17921,56418,2;3;4;6;7;A;J;N;P;PRJNA736342;R,12031782,379939,ASM3055768v1
GCA_030462805.1,Lipomyces chichibuensis,CBS 12929,1546026,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16542452,107346,ASM3046280v1
GCA_003705865.1,Lipomyces doorenjongii,NRRL Y-27504,383834,1;2;4;9;A;J;N;P;PRJNA429441;R,12226515,435637,ASM370586v1
GCA_003705895.2,Lipomyces japonicus,NRRL Y-17848,56871,1;2;4;9;A;J;N;P;PRJNA429441;R,13819964,59549,ASM370589v2
GCA_030568215.1,Lipomyces kockii,NRRL Y-27505,383835,2;3;4;6;7;A;J;N;P;PRJNA736342;R,20885013,60320,ASM3056821v1
GCA_030564845.1,Lipomyces kononenkoae,NRRL Y-63818 T,34357,2;3;4;6;7;A;J;N;P;PRJNA736342;R,18442356,65108,ASM3056484v1
GCA_003705915.2,Lipomyces lipofer,NRRL Y-11555,36043,1;2;4;9;A;J;N;P;PRJNA429441;R,18737386,98932,ASM370591v2
GCA_003705845.3,Lipomyces mesembrius,NRRL Y-27506,56874,1;2;4;9;A;J;N;P;PRJNA429441;R,16946934,258083,ASM370584v3
GCA_003707545.3,Lipomyces oligophaga,NRRL Y-17247,45792,1;2;4;9;A;J;N;P;PRJNA429441;R,13563517,1392634,ASM370754v3
GCA_030568275.1,Lipomyces orientalis,NRRL Y-27927,1233043,2;3;4;6;7;A;J;N;P;PRJNA736342;R,20504495,109241,ASM3056827v1
GCA_003705905.2,Lipomyces sp. NRRL Y-11553,NRRL Y-11553,2925319,1;2;4;9;A;J;N;P;PRJNA429441;R,17154651,191657,ASM370590v2
GCA_030556275.1,Lipomyces sp. NRRL Y-27488,NRRL Y-27488,383836,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16653291,57319,ASM3055627v1
GCA_030568255.1,Lipomyces spencermartinsiae,NRRL Y-7042,56873,2;3;4;6;7;A;J;N;P;PRJNA736342;R,20821016,127719,ASM3056825v1
GCA_018804115.1,Lipomyces starkeyi,AS 2.1560,29829,1;2;7;9;A;J;N;P;PRJNA719292;R,21432058,1787776,ASM1880411v1
GCF_029532465.1,Lipomyces tetrasporus,NRRL Y-64009,54092,2;4;7;8;9;A;J;N;P;PRJNA928472;R,20779202,1740353,Liptet1
GCA_030556285.1,Lipomyces yamadae,NRRL Y-27507,383837,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16902165,157060,ASM3055628v1
GCA_030572775.1,Lipomyces yamanashiensis,CBS 14748,1930691,2;3;4;6;7;A;J;N;P;PRJNA736342;R,15202345,315805,ASM3057277v1
GCA_030407185.1,Lipomyces yarrowii,CBS 7557,1125752,2;3;4;6;7;A;J;N;P;PRJNA736342;R,15452257,8732,ASM3040718v1
GCA_009982855.1,Lizonia empirigonia,CBS 542.76,1496277,2;4;5;6;9;A;J;N;P;PRJNA245629;R,51521545,901519,Lizem1
GCA_022814215.1,Lobaria immixta,Werth ST12-03b,669869,5;7;8;9;A;J;N;P;PRJNA795879;R,55886429,70744,ASM2281421v1
GCF_002105155.1,Lobosporangium transversale,NRRL 3116,64571,0;1;3;7;A;J;N;P;PRJNA330701;R,42768949,672590,Lobtra1
GCA_027604685.1,Lobulomyces angularis,JEL0522,109889,1;3;6;7;9;A;J;N;P;PRJNA619739;R,24944094,26617,ASM2760468v1
GCF_030384665.1,Lodderomyces elongisporus,NRRL YB-4239,36914,2;3;4;5;7;9;A;J;N;P;PRJNA935742;R,16086460,2328861,ASM3038466v1
GCA_030565245.1,Lodderomyces sp. CBS 14171,CBS 14171,2866346,2;3;4;6;7;A;J;N;P;PRJNA736342;R,13481441,46326,ASM3056524v1
GCA_029532625.1,Lomentospora prolificans,90853,41688,0;2;5;9;A;J;N;P;PRJNA929059;R,36709960,4894913,ASM2953262v1
GCA_010405375.1,Lophiostoma macrostomum CBS 122681,CBS 122681,1314788,0;1;3;6;7;9;A;J;N;P;PRJNA196073;R,42575690,159186,Lopma1
GCA_010015825.1,Lophiotrema nucula,CBS 627.86,690887,3;6;7;9;A;J;N;P;PRJNA333967;R,48642237,627921,Lopnu1
GCA_010093605.1,Lophium mytilinum,CBS 269.34,390894,0;2;3;4;7;A;J;N;P;PRJNA234407;R,43412209,523270,Lopmy1
GCA_022814175.1,Loxospora ochrophaea,Spribille 41460,400354,5;7;8;9;A;J;N;P;PRJNA795879;R,24741702,260941,ASM2281417v1
GCA_015680635.1,Lunasporangiospora selenospora,KOD1015,979761,0;3;4;6;7;A;J;N;P;PRJNA340476;R,40535554,4823,UCR_MselenKOD1015_1.0
