ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_003707555.2,Kluyveromyces aestuarii,NRRL YB-4510,33165,PRJNA429441,9968907,516559,ASM370755v2
GCA_003705805.3,Kluyveromyces dobzhanskii,NRRL Y-1974,51656,PRJNA429441,10746162,778961,ASM370580v3
GCF_000002515.2,Kluyveromyces lactis,NRRL Y-1140,28985,PRJNA13835,10689156,1753957,ASM251v1
GCF_001417885.1,Kluyveromyces marxianus DMKU3-1042,DMKU3-1042,1003335,PRJDA65233,10920159,1421472,Kmar_1.0
GCA_030569915.1,Kluyveromyces nonfermentans,NRRL Y-27343,74104,PRJNA736342,9440095,432147,ASM3056991v1
GCA_030579315.1,Kluyveromyces siamensis,CBS 10860,452579,PRJNA736342,10079274,231898,ASM3057931v1
GCA_030705165.1,Kluyveromyces starmeri,UFMG-CM-Y3682,2613904,PRJNA736342,9533693,914293,ASM3070516v1
GCA_030564205.1,Kluyveromyces wickerhamii,NRRL Y-8286,51658,PRJNA736342,9854002,673443,ASM3056420v1
GCA_001510575.1,Knoxdaviesia capensis,CMW40890,114771,PRJNA246171,35537816,4176071,ASM151057v1
GCA_001510565.1,Knoxdaviesia proteae,CMW40885,1215355,PRJNA275563,35489142,759387,ASM151056v1
GCA_022813615.2,Knufia fluminis,FJI-L2-BK-P2,191047,PRJNA800051,30336935,791130,Kobscura_JC1009
GCF_036327395.1,Knufia obscura,CCFEE 5817,1635080,PRJNA927011,30507620,1876131,ASM3632739v1
GCA_030247855.2,Knufia peltigerae,TK_35,1002370,PRJNA631111,34460469,272268,UCR_TK_35v2
GCA_002319055.1,Knufia petricola,MA 5789,206542,PRJNA393270,27759230,265218,ASM231905v1
GCF_038497685.1,Kockiozyma suomiensis,NRRL Y-17356,1337062,PRJNA1071259,14000343,900827,Lipsuo1
GCF_002102565.1,Kockovaella imperatae,NRRL Y-17943,4999,PRJNA334695,17465713,1071374,Kocim1
GCA_030563745.1,Kodamaea alishanica (nom. inval.),CBS 11429,1072094,PRJNA736342,11645495,460422,ASM3056374v1
GCA_015708815.1,Kodamaea anthophila,UWOPS95-602.1,77851,PRJNA648971,18356932,346850,ASM1570881v1
GCA_030574295.1,Kodamaea arcana,NRRL Y-27712,234568,PRJNA736342,15604073,739614,ASM3057429v1
GCA_030570035.1,Kodamaea derodonti,NRRL Y-27711,234567,PRJNA736342,14183552,714294,ASM3057003v1
GCA_030572255.1,Kodamaea fukazawae,JCM 1641,95811,PRJNA736342,13591966,309346,ASM3057225v1
GCA_030560575.1,Kodamaea fungicola,JCM 10142,95809,PRJNA736342,12909766,554675,ASM3056057v1
GCA_030568835.1,Kodamaea hsintzibuensis (nom. inval.),CBS 11427 T,1072096,PRJNA736342,15202935,371938,ASM3056883v1
GCA_030556895.1,Kodamaea jinghongensis,CBS 14700,1943671,PRJNA736342,13179385,426538,ASM3055689v1
GCA_030558435.1,Kodamaea kakaduensis,CBS 8611,85574,PRJNA736342,16042648,272723,ASM3055843v1
GCA_030558205.1,Kodamaea kaohsiungensis (nom. inval.),CBS 11435,1072097,PRJNA736342,15262174,411791,ASM3055820v1
GCA_030558845.1,Kodamaea laetipori,NRRL Y-27713,271274,PRJNA736342,14989300,873297,ASM3055884v1
GCA_030564445.1,Kodamaea leandrae,NRRL Y-27757,255381,PRJNA736342,13081635,534380,ASM3056444v1
GCA_030562865.1,Kodamaea lidongshanica (nom. inval.),CBS 11426,1072098,PRJNA736342,23745528,78557,ASM3056286v1
GCA_030565385.1,Kodamaea neixiangensis,CBS 14699,1943670,PRJNA736342,14393034,315246,ASM3056538v1
GCA_030674215.1,Kodamaea nitidulidarum,NRRL Y-27353,77852,PRJNA736342,16366686,118612,ASM3067421v1
GCA_004919595.1,Kodamaea ohmeri,148,34356,PRJNA525764,12583843,1818757,Kodohm_148
GCA_030705055.1,Kodamaea plutei,NRRL Y-27715,271264,PRJNA736342,15643365,314907,ASM3070505v1
GCA_003707425.3,Kodamaea restingae,NRRL Y-27358,77849,PRJNA429441,13917409,597890,ASM370742v3
GCA_030556545.1,Kodamaea sagamina,JCM 10144,95810,PRJNA736342,16314577,328415,ASM3055654v1
GCA_030558315.1,Kodamaea suecica,NRRL Y-12943,45595,PRJNA736342,13987845,163826,ASM3055831v1
GCA_051623135.1,Komagataella kurtzmanii,Y-727 his4-delta arg4-delta,1342318,PRJNA1162036,9577423,2609654,ASM5162313v1
GCA_023213015.1,Komagataella mondaviorum,CBS 15017,2008544,PRJNA770850,9391884,2376555,ASM2321301v1
GCA_001708105.1,Komagataella pastoris,ATCC 28485,4922,PRJNA304627,9597535,2687137,ASM170810v1
GCF_000027005.1,Komagataella phaffii GS115,GS115,644223,PRJEA37871,9216378,2394163,ASM2700v1
GCA_023212995.1,Komagataella populi,CBS 12362,1099808,PRJNA770850,9269675,2610349,ASM2321299v1
GCA_023212875.1,Komagataella pseudopastoris,CBS 9187,169507,PRJNA770850,9887136,1666281,ASM2321287v1
GCA_023213065.1,Komagataella ulmi,CBS 12361,1099807,PRJNA770850,9494277,2738319,ASM2321306v1
GCA_039545315.1,Kondoa malvinella,JCM 3789,36055,PRJDB3556;PRJDB3674,19195903,1298192,JCM_3789_assembly_v001
GCA_039545335.1,Kondoa subrosea,JCM 5735,4995,PRJDB3556;PRJDB3675,18876459,2696097,JCM_5735_assembly_v001
GCA_014825775.1,Krasilnikovozyma curviuscula,PYCC 5836,2014815,PRJNA371818,23175195,78279,ASM1482577v1
GCA_019155655.1,Kregervanrija delftensis,NCC-J,324739,PRJNA706002,12676090,1097636,ASM1915565v1
GCA_003707275.3,Kregervanrija fluxuum,NRRL YB-4273,324740,PRJNA736342,12372577,196581,ASM370727v3
GCA_030580115.1,Kregervanrija pseudodelftensis,NRRL Y-5494,324743,PRJNA736342,12005483,171519,ASM3058011v1
GCA_051941955.1,Kuettlingeria erythrocarpa,LIQ228CAER,3058864,PRJNA991097,29308236,24717,KEW_Kuer
GCA_030569035.1,Kuraishia borneana,CBS 12507,1538147,PRJNA736342,8823154,770078,ASM3056903v1
GCF_000576695.1,Kuraishia capsulata CBS 1993,CBS 1993,1382522,PRJEB4427,11371246,1678882,AUH_PRJEB4427_v1
GCA_030557465.1,Kuraishia cidri,NRRL Y-27078,1538149,PRJNA736342,12701501,521560,ASM3055746v1
GCA_030567535.1,Kuraishia floccosa,NRRL Y-27951,181602,PRJNA736342,10901083,1003797,ASM3056753v1
GCA_030567555.1,Kuraishia hungarica,NRRL Y-27594,157291,PRJNA736342,14933539,488908,ASM3056755v1
GCA_024271875.1,Kuraishia molischiana,VH39_BB,317048,PRJNA841440,10145121,475982,ASM2427187v1
GCA_003706285.3,Kuraishia ogatae,NRRL Y-48474,537810,PRJNA429441,14637267,434068,ASM370628v3
GCA_030567595.1,Kuraishia piskuri,NRRL YB-2544,1538145,PRJNA736342,13996263,371672,ASM3056759v1
GCA_030573815.1,Kurtzmaniella cleridarum,NRRL Y-48386,121466,PRJNA736342,12087713,354203,ASM3057381v1
GCA_030581955.1,Kurtzmaniella fragi,NRRL Y-17910,52254,PRJNA736342,11974140,257338,ASM3058195v1
GCA_030574355.1,Kurtzmaniella natalensis,NRRL Y-17680T,45571,PRJNA736342,15063191,233650,ASM3057435v1
GCA_030570095.1,Kurtzmaniella quercitrusa,NRRL Y-5392,2763128,PRJNA736342,13318916,351490,ASM3057009v1
GCF_000512585.2,Kwoniella bestiolae CBS 10118,CBS 10118,1296100,PRJNA174567;PRJNA176382;PRJNA191321,24551665,4033336,ASM51258v3
GCF_036426115.1,Kwoniella botswanensis,CBS 12716,1268659,PRJNA174567;PRJNA176382;PRJNA200568,23007246,18234046,ASM3642611v1
GCF_000512565.2,Kwoniella dejecticola CBS 10117,CBS 10117,1296121,PRJNA174567;PRJNA176382;PRJNA191322,23932770,2115541,ASM51256v3
GCF_036810415.1,Kwoniella dendrophila CBS 6074,CBS 6074,1295534,PRJNA174567;PRJNA176382;PRJNA200570,23026020,1989622,ASM3681041v1
GCF_036810445.1,Kwoniella europaea PYCC6329,PYCC6329,1423913,PRJNA174567;PRJNA176382;PRJNA227932,22833461,16668455,ASM3681044v1
GCA_056632915.1,Kwoniella fici,DSM 109064,2878307,PRJNA1075827,21537593,14323305,ASM5663291v1
GCA_000507405.3,Kwoniella heveanensis BCC8398,BCC8398,1296120,PRJNA174567;PRJNA176382;PRJNA191335,25469355,709378,Cryp_heve_BCC8398_V1
GCF_000507465.2,Kwoniella mangroviensis CBS 8507,CBS 8507,1296122,PRJNA174567;PRJNA176382;PRJNA191223,22796923,13534336,ASM50746v4
GCF_039105145.1,Kwoniella newhampshirensis,CBS 13917,1651941,PRJNA174567;PRJNA176382;PRJNA660431,20459564,1529259,ASM3910514v1
GCA_056632875.1,Kwoniella ovata,CBS 15475,2877729,PRJNA1075822,24909383,2205412,ASM5663287v1
GCF_000512605.2,Kwoniella pini CBS 10737,CBS 10737,1296096,PRJNA174567;PRJNA176382;PRJNA191226,20887338,1859852,ASM51260v3
GCF_008629635.2,Kwoniella shandongensis,CBS 12478,1734106,PRJNA397435,21305292,1599119,ASM862963v2
GCF_035658355.1,Kwoniella shivajii,CBS 11374,564305,PRJNA174567;PRJNA176382;PRJNA667903,22171496,2021889,ASM3565835v1
GCA_039654905.1,Laburnicola rhizohalophila,JP-R2018DY-8A,2602009,PRJNA517533,129519590,3319424,ASM3965490v1
GCA_000827195.1,Laccaria amethystina LaAM-08-1,LaAM-08-1,1095629,PRJNA196025,52197432,120972,Laccaria_amethystina_LaAM-08-1_v1.0
GCF_000143565.1,Laccaria bicolor S238N-H82,S238N-H82,486041,PRJNA19043,64877444,784691,V1.0
GCA_018417955.1,Laccaria trichodermophora,EF-36,344589,PRJNA642675,59062912,1464168,ASM1841795v1
GCA_030569995.1,Lachancea cidri,NRRL Y-12634,29831,PRJNA736342,9715598,38428,ASM3056999v1
GCA_900074725.1,Lachancea dasiensis,,1072105,PRJEB12928,10701617,1410526,LADA0
GCA_053726775.1,Lachancea fermentati,JT139,4955,PRJNA1289169,10153973,1196665,RMC_JT139_1.0
GCA_000149225.2,Lachancea kluyveri NRRL Y-12651,NRRL Y-12651,226302,PRJNA1445;PRJNA167910,11509127,1295560,ASM14922v2
GCF_000938715.1,Lachancea lanzarotensis,CBS 12615,1245769,PRJEB7950,11092131,910667,LALA0
GCA_900074715.1,Lachancea meyersii CBS 8951,,1266667,PRJEB12931,11261819,2013154,LAME0
GCA_900074745.1,Lachancea mirantina,,1230905,PRJEB12932,10117267,1414338,LAMI0
GCA_900074755.1,Lachancea nothofagi CBS 11611,,1266666,PRJEB12933,11313798,1763880,LANO0
GCA_030557885.1,Lachancea quebecensis,yHDO360,1654605,PRJNA736342,10436072,558863,ASM3055788v1
GCF_000142805.1,Lachancea thermotolerans CBS 6340,CBS 6340,559295,PRJNA12499,10392862,1513537,ASM14280v1
GCA_030580015.1,Lachancea waltii,NRRL Y-8285,4914,PRJNA736342,10217115,139243,ASM3058001v1
GCA_007821475.1,Lachnellula arida,CBS 203.66,1316785,PRJNA437631,42724717,37853,CFIA_Lari_EG2017
GCA_007825325.1,Lachnellula cervina,CBS 625.97,1316786,PRJNA437640,51373547,22497,CFIA_Lcer_EG2017
GCF_007821495.1,Lachnellula hyalina,CBS 185.66,1316788,PRJNA437642,33828344,161844,CFIA_Lhya_EG2017
GCA_007821535.1,Lachnellula occidentalis,CBS 160.35,215460,PRJNA437649,48298069,31262,CFIA_Locc_EG2017
GCA_007821545.1,Lachnellula subtilissima,CBS 197.66,602034,PRJNA437651,35230510,34087,CFIA_Lsub_EG2017
GCA_007825345.1,Lachnellula suecica,CBS 268.59,602035,PRJNA407966,43438917,19034,CFIA_Lsue_EG2017
GCA_007825375.1,Lachnellula willkommii,CBS 172.35,215461,PRJNA412379,51034129,8078,CFIA_Lawi_EG2017
GCA_003988875.1,Lachnum nothofagi,D664,2283846,PRJNA487672,74582935,10365,ASM398887v1
GCA_021524915.1,Lactarius akahatsu,QP,416441,PRJNA500123,80299772,249015,Lacaka1
GCA_964235335.1,Lactarius blennius,,152933,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB77628;PRJEB79089;PRJNA533106,68853849,6962671,gfLacBlen1.hap1.1
GCA_021525775.1,Lactarius deliciosus,48,55514,PRJNA500114,96043985,318552,Lacdel1
GCA_951394315.1,Lactarius evosmus,,326039,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB58661;PRJEB62072;PRJNA533106,57231665,5448807,gfLacEvos1.1
GCA_024734325.1,Lactarius hatsudake,JH5,416442,PRJNA605941,76711549,389060,ASM2473432v1
GCA_021525025.1,Lactarius hengduanensis,84,1932122,PRJNA500115,61963203,72496,Lachen1
GCA_025766275.1,Lactarius indigo,2018DUKE089,222702,PRJNA654964,90316074,767822,Lacind1
GCA_025769895.1,Lactarius psammicola,BPL869,1907521,PRJNA345982,69824043,111929,Lacpsa1
GCA_021525015.1,Lactarius pseudohatsudake,88,1932123,PRJNA500116,99708583,149378,Lacpse1
GCA_981112785.1,Lactarius pubescens,,152943,PRJEB108619;PRJEB40665;PRJEB43510;PRJEB43745;PRJEB77551;PRJNA533106,66272693,6098378,gfLacPube1.hap1.1
GCA_015025155.1,Lactarius quietus,S23C,111141,PRJNA245616,115901997,89817,Lacqui1
GCA_021527775.1,Lactarius sanguifluus,B21,111137,PRJNA500120,86230511,235641,Lacsan1
GCA_963281015.1,Lactarius tabidus,,152947,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB60192;PRJEB65067;PRJNA533106,52334816,4878524,gfLacTabi1.1
GCA_003315845.1,Lactarius trivialis,MG71,217427,PRJNA454572,36119023,34232,ASM331584v1
GCA_021527035.1,Lactarius vividus,141,1740625,PRJNA500118,69041955,202573,Lacviv1
GCA_003315975.1,Lactifluus echinatus,MG122,2017516,PRJNA454572,48078660,12349,ASM331597v1
GCA_003314055.1,Lactifluus hygrophoroides,MG19,1837245,PRJNA454572,55463383,11596,ASM331405v1
GCA_003313945.1,Lactifluus pinguis,MG27,904239,PRJNA454572,49262189,18500,ASM331394v1
GCA_003315875.1,Lactifluus piperatus,MG49,71966,PRJNA454572,50768713,16024,ASM331587v1
GCA_003315895.1,Lactifluus rugatus,MG108,1837266,PRJNA454572,39210598,5735,ASM331589v1
GCA_022496195.1,Lactifluus subvellereus,BPL653,1837270,PRJNA345708,44824221,186084,Lacsub1
GCA_022376515.1,Lactifluus volemus,BPL652,71967,PRJNA340520,62975844,238496,Lacvol1
GCF_001632365.1,Laetiporus sulphureus 93-53,93-53,1314785,PRJNA196057,39909705,522580,Laesu1
GCA_022814265.1,Lambiella insularis,Spribille 39820,1397036,PRJNA795879,36292339,574903,ASM2281426v1
GCA_020310465.1,Lanmaoa asiatica,LA01,1603062,PRJNA713310,46638161,2448093,ASM2031046v1
GCA_038093455.1,Lanmaoa carminipes,MICH10002,1173595,PRJNA1022813,49611423,7421,MICH10002-Boletus-carminipes
GCA_038092875.1,Lanmaoa pseudosensibilis,MICH10030,1354908,PRJNA1022813,54356304,18897,MICH10030-Boletus-pseudosensibilis
GCA_000812885.1,Lanzia echinophila,CBS 111548,1424426,PRJNA254419,40250382,9538,ASM81288v1
GCA_964254525.1,Lasallia papulosa,,136371,PRJEB77567,20302860,11288,public_SRR14722095_metabat2_bin.7
GCA_053477785.1,Lasallia pustulata,5131,136370,PRJNA1255408,37648814,2620629,ASM5347778v1
GCA_977013665.2,Lasiodiplodia brasiliensis,LaRA1,1423229,PRJEB101385,43416030,1682832,LaRA1-scaf.v2
GCA_023089105.1,Lasiodiplodia citricola,KE87127,869388,PRJNA777748,44019502,542347,ASM2308910v1
GCA_977013655.2,Lasiodiplodia euphorbiaceicola,30BrSyA5,1451148,PRJEB101385,43701689,1150996,30BrSyA5-s.v2
GCA_009829795.1,Lasiodiplodia gonubiensis,CBS 115812,336252,PRJNA497969,41142063,234828,ASM982979v1
GCA_030512325.1,Lasiodiplodia hormozganensis,CBS 339.90,869390,PRJNA470903,43247313,290876,ASM3051232v1
GCA_030270915.1,Lasiodiplodia iranensis,CCTCC M2017288,869387,PRJNA634707,43011631,1087278,ASM3027091v1
GCA_029590625.1,Lasiodiplodia mahajangana,VT137,1108764,PRJNA911226,40140394,12129,ASM2959062v1
GCA_033955225.1,Lasiodiplodia pseudotheobromae,RIFT3495,466954,PRJNA1030934,42997681,5817267,ASM3395522v1
GCF_012971845.1,Lasiodiplodia theobromae,AM2As,45133,PRJNA388190,43694574,876715,ASM1297184v1
GCA_033439745.1,Lasiosphaeria hispida,CBS 955.72,260671,PRJNA371218,48441159,6086892,Lashi1
GCF_030549165.1,Lasiosphaeria miniovina,SMH2392-1A,1954250,PRJNA371219,49418628,6400557,Lasmin1
GCA_033439765.1,Lasiosphaeria ovina,CBS 958.72,92902,PRJNA371217,51771160,5987086,Lasov1
GCA_030549175.1,Lasiosphaeris hirsuta,SMH4607-1,260670,PRJNA370050,44448086,5892575,Lashir1
GCA_051528715.1,Lecanicillium aphanocladii,MUC58163,132584,PRJNA1074702,31885658,180800,YNP79
GCA_051527325.1,Lecanicillium coprophilum,MUC594,2496607,PRJNA1074702,31538045,449243,YNP40
GCA_051529435.1,Lecanicillium saksenae,MUC18310,468837,PRJNA1074702,33493777,235682,YNP44
GCA_964254485.1,Lecanora albella,,272976,PRJEB77567,27538851,25106,public_SRR14722158_metabat2_bin.9
GCA_964256165.1,Lecanora atra,,3163698,PRJEB77567,26201316,12940,public_SRR14722163_concoct_bin.11
GCA_050886345.1,Lecanora helva,VPMG_37,1217787,PRJNA1209903,30071126,2683715,ASM5088634v1
GCA_964256265.1,Lecanora hybocarpa,,394998,PRJEB77567,30897180,17444,public_SRR14722184_concoct_bin.5
GCA_964254635.1,Lecanora markjohnstonii,,2217878,PRJEB77567,28003477,22940,public_SRR14722309_metabat2_bin.1
GCA_964256795.1,Lecanora masana,,2488738,PRJEB77567,25103968,24227,public_SRR14722231_metabat2_bin.5
GCA_964255375.1,Lecanora oreinoides,,1181316,PRJEB77567,29286468,37477,public_SRR14722078_concoct_bin.17
GCA_964255525.1,Lecanora rugosella,,258252,PRJEB77567,23206127,15777,public_SRR14722232_concoct_bin.14
GCA_964254475.1,Lecanora strobilina,,1518595,PRJEB77567,26584174,24070,public_SRR14722154_metabat2_bin.3
GCA_964256505.1,Lecanora subimmergens,,1217798,PRJEB77567,26140875,17294,public_SRR14721987_metabat2_bin.1
GCA_963674455.1,Lecanosticta acicola,,111012,PRJEB62798;PRJEB62799,30411460,290931,LECACI7
GCA_038090015.1,Leccinellum albellum,NY2685927,2202573,PRJNA1022813,57358810,12599,NY2685927-Leccinum-albellum
GCA_038089515.1,Leccinellum crocipodium,PAM-2023b,1355219,PRJNA1022813,45399531,1036,PAM-Leccinum-crocipodium
GCA_038091855.1,Leccinellum luteum,MICH11267,2169424,PRJNA1022813,52718405,15515,MICH11267-Leccinum-luteum
GCA_038089755.1,Leccinellum rugosiceps,NY577517,3114933,PRJNA1022813,55745054,16673,NY577517-Leccinum-rugosiceps
GCA_038092315.1,Leccinum ambiguum,MICH11239,3095479,PRJNA1022813,60173517,1413,MICH11239-Leccinum-ambiguum
GCA_038091055.1,Leccinum angustisporum,MICH351,3095480,PRJNA1022813,103764350,1663,MICH351-Leccinum-angustisporum
GCA_038092295.1,Leccinum arenicola,MICH11237,3095481,PRJNA1022813,55501012,10423,MICH11237-Leccinum-arenicola
GCA_038092255.1,Leccinum aurantiacum,MICH11245,121046,PRJNA1022813,59738051,6750,MICH11245-Leccinum-aurantiacum_var._pallidipes
GCA_038092195.1,Leccinum barrowsii,MICH11246,3095483,PRJNA1022813,59305326,11194,MICH11246-Leccinum-barrowsii
GCA_038092235.1,Leccinum boreale,MICH11247,3095484,PRJNA1022813,38421105,56573,MICH11247-Leccinum-boreale
GCA_038092215.1,Leccinum broughii,MICH11248,3095485,PRJNA1022813,66663461,5975,MICH11248-Leccinum-broughii
GCA_038092115.1,Leccinum brunneo-olivaceum,MICH11249,3095486,PRJNA1022813,32481341,3235,MICH11249-Leccinum-brunneo-olivaceum
GCA_038092155.1,Leccinum cinnamomeum,MICH11251,3095487,PRJNA1022813,60397543,3909,MICH11251-Leccinum-cinnamomeum_var._fibrillosum
GCA_038090855.1,Leccinum clavatum,MICH5268,3095488,PRJNA1022813,55236365,13580,MICH5268-Leccinum-clavatum
GCA_038092095.1,Leccinum colubrinum,MICH11253,3095489,PRJNA1022813,58871884,2885,MICH11253-Leccinum-colubrinum
GCA_038092035.1,Leccinum disarticulatum,MICH11254,3095490,PRJNA1022813,71963407,5369,MICH11254-Leccinum-disarticulatum
GCA_038090835.1,Leccinum discolor,MICH5271,3095491,PRJNA1022813,61092953,2102,MICH5271-Leccinum-discolor
GCA_038090875.1,Leccinum fallax,MICH5264,3095492,PRJNA1022813,58141984,5917,MICH5264-Leccinum-fallax
GCA_038091135.1,Leccinum fibrillosum,MICH5272,2970138,PRJNA1022813,53509713,12474,MICH5272-Leccinum-fibrillosum
GCA_038092075.1,Leccinum fuscescens,MICH11256,3095493,PRJNA1022813,60925273,5256,MICH11256-Leccinum-fuscescens
GCA_038092055.1,Leccinum glutinopallens,MICH11257,2940214,PRJNA1022813,65568721,2787,MICH11257-Leccinum-glutinopallens
GCA_038091915.1,Leccinum griseonigrum,MICH11265,1564914,PRJNA1022813,55353099,8403,MICH11265-Leccinum-griseonigrum
GCA_038091995.1,Leccinum holopus,MICH11258,80655,PRJNA1022813,73371616,2428,MICH11258-Leccinum-holopus_var._americanum
GCA_038092015.1,Leccinum huronense,MICH11259,3095494,PRJNA1022813,60639024,5285,MICH11259-Leccinum-huronense
GCA_038090775.1,Leccinum idahoense,MICH5294,3095495,PRJNA1022813,60823818,1444,MICH5294-Leccinum-idahoense
GCA_038091955.1,Leccinum imitatum,MICH11260,3095496,PRJNA1022813,63623504,8053,MICH11260-Leccinum-imitatum
GCA_038091095.1,Leccinum incarnatum,MICH5295,3095497,PRJNA1022813,58131787,11307,MICH5295-Leccinum-incarnatum
GCA_038091935.1,Leccinum insigne,MICH11262,273861,PRJNA1022813,64897287,2356,MICH11262-Leccinum-insigne
GCA_038091875.1,Leccinum insolens,MICH11264,3016363,PRJNA1022813,69639287,3847,MICH11264-Leccinum-insolens
GCA_038091885.1,Leccinum laetum,MICH11266,3095498,PRJNA1022813,71660869,3236,MICH11266-Leccinum-laetum
GCA_038093135.1,Leccinum longicurvipes,MICH10018,121040,PRJNA1022813,38796454,7102,MICH10018-Boletus-longicurvipes
GCA_038091815.1,Leccinum obscurum,MICH11268,3095499,PRJNA1022813,69725547,8853,MICH11268-Leccinum-obscurum
GCA_038091835.1,Leccinum ochraceum,MICH11269,3095500,PRJNA1022813,71783287,5717,MICH11269-Leccinum-ochraceum
GCA_038091795.1,Leccinum olivaceoglutinosum,MICH11270,3095501,PRJNA1022813,59308515,1732,MICH11270-Leccinum-olivace-lutinosum
GCA_038091775.1,Leccinum olivaceopallidum,MICH11271,3095502,PRJNA1022813,58998826,8539,MICH11271-Leccinum-olivaceopallidum
GCA_038091755.1,Leccinum pallidistipes,MICH11272,3095503,PRJNA1022813,75388701,4006,MICH11272-Leccinum-pallidistipes
GCA_038091735.1,Leccinum pellstonianum,MICH11274,3095504,PRJNA1022813,69678084,10304,MICH11274-Leccinum-pellstonianum
GCA_038091715.1,Leccinum ponderosum,MICH11275,3095505,PRJNA1022813,53070996,3822,MICH11275-Leccinum-ponderosum
GCA_038091675.1,Leccinum proliferum,MICH11277,3095506,PRJNA1022813,58230790,1737,MICH11277-Leccinum-proliferum
GCA_038091695.1,Leccinum proximum,MICH11278,3095507,PRJNA1022813,65603183,1799,MICH11278-Leccinum-proximum
GCA_038091655.1,Leccinum pseudoinsigne,MICH11279,3095508,PRJNA1022813,58026887,3277,MICH11279-Leccinum-pseudoinsigne
GCA_038091395.1,Leccinum rimulosum,MICH11316,3095509,PRJNA1022813,71766228,13879,MICH11316-Leccinum-rimulosum
GCA_038091635.1,Leccinum snellii,MICH11281,273865,PRJNA1022813,40800306,52945,MICH11281-Leccinum-snellii
GCA_038091615.1,Leccinum solheimii,MICH11282,3095511,PRJNA1022813,54636018,6725,MICH11282-Leccinum-solheimii
GCA_038091595.1,Leccinum subatratum,MICH11283,3095512,PRJNA1022813,53210499,1958,MICH11283-Leccinum-subatratum
GCA_038090595.1,Leccinum subfulvum,MICH5836,3095513,PRJNA1022813,52080184,3755,MICH5836-Leccinum-subfulvum
GCA_038091575.1,Leccinum subgranulosum,MICH11284,3095514,PRJNA1022813,41790371,37041,MICH11284-Leccinum-subgranulosum
GCA_038091555.1,Leccinum sublutescens,MICH11285,3095515,PRJNA1022813,61242503,12151,MICH11285-Leccinum-sublutescens
GCA_038091515.1,Leccinum subrobustum,MICH11287,3095517,PRJNA1022813,62594157,6823,MICH11287-Leccinum-subrobustum
GCA_038091535.1,Leccinum subspadiceum,MICH11288,3095518,PRJNA1022813,60494839,3176,MICH11288-Leccinum-subspadiceum
GCA_038091495.1,Leccinum subtestaceum,MICH11289,3095519,PRJNA1022813,65088618,9428,MICH11289-Leccinum-subtestaceum
GCA_038090755.1,Leccinum truebloodii,MICH5296,3095520,PRJNA1022813,73229897,4754,MICH5296-Leccinum-truebloodii
GCA_038091455.1,Leccinum uliginosum,MICH11291,273872,PRJNA1022813,55777117,16840,MICH11291-Leccinum-uliginosum
GCA_038091435.1,Leccinum variabile,MICH11292,3095521,PRJNA1022813,63370116,4382,MICH11292-Leccinum-variabile
GCA_038091415.1,Leccinum variicolor,MICH11293,121052,PRJNA1022813,38329656,46151,MICH11293-Leccinum-variicolor
GCA_964256205.1,Lecidea tessellata,,262918,PRJEB77567,24197754,12186,public_SRR14722164_metabat2_bin.2
GCA_028011355.1,Lentinula aciculospora,JLM2183,153920,PRJNA713174;PRJNA872538,110953323,1192520,LacJLM2183_1
GCA_027886635.1,Lentinula boryana,TFB10827,40481,PRJNA571460;PRJNA872538,32414438,69314,Lbo_TFB10827_1
GCA_027921405.1,Lentinula detonsa,TFB7810,2804962,PRJNA460315;PRJNA872538,40333654,2029793,LboTFB7810_1
GCF_021015755.1,Lentinula edodes,Le(Bin) 0899 ss11,5353,PRJNA444093;PRJNA872538,45594472,692557,Lenedo1
GCA_027919855.1,Lentinula guzmanii,ET3784,2804957,PRJNA460928,41453719,419954,LboET3784_1
GCA_028011325.1,Lentinula lateritia,RHP3577 ss4,40482,PRJNA444094;PRJNA872538,45430989,370764,Lenlat1
GCA_027921425.1,Lentinula novae-zelandiae,TMI1172,42442,PRJNA519675,35621183,53946,Lennov1
GCA_027919835.1,Lentinula raphanica,INPA1701G ss19,153919,PRJNA444095,49067377,1282116,Lenrap1
GCA_001792895.1,Lentinus brumalis,kfri 20912,2498619,PRJNA326027,53434618,1232546,ASM179289v1
GCA_000787475.1,Lentinus polychrous,BCC7694,292559,PRJNA261275,38054542,9350,ASM78747v1
GCA_047716615.1,Lentinus squarrosulus,Lesq3,38802,PRJNA1217826,27368888,9762,ASM4771661v1
GCF_003813185.1,Lentinus tigrinus ALCF2SS1-7,ALCF2SS1-7,1328758,PRJNA200617,39530113,846108,Lenti7_1
GCA_010405425.1,Lentithecium fluviatile CBS 122367,CBS 122367,1168545,PRJNA196040,54688705,1053498,Lenfl1
GCA_022264855.1,Lenzites betulinus,CIRM-BRFM 1801,5632,PRJNA430415,37463246,558866,Trabet1
GCA_965240495.1,Leotia lubrica,,39932,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB84079;PRJEB88415;PRJNA533106,86083220,6232439,gyLeoLubr2.1
GCA_001692735.1,Lepidopterella palustris CBS 459.81,CBS 459.81,1314670,PRJNA196014,45668136,51152,Leppa1
