ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_900074745.1,Lachancea mirantina,,1230905,PRJEB12932,10117267,1414338,LAMI0
GCA_030579335.1,Lachancea nothofagi,NRRL Y-48670,679534,PRJNA736342,11286928,797466,ASM3057933v1
GCA_900074755.1,Lachancea nothofagi CBS 11611,,1266666,PRJEB12933,11313798,1763880,LANO0
GCA_030557885.1,Lachancea quebecensis,yHDO360,1654605,PRJNA736342,10436072,558863,ASM3055788v1
GCA_900074735.1,Lachancea sp. 'fantastica',,1230904,PRJEB12929,11336659,2184418,LAFA0
GCA_030562185.1,Lachancea sp. yHQL494,yHQL494,2866345,PRJNA736342,11060012,286026,ASM3056218v1
GCA_016630865.1,Lachancea thermotolerans,COLC27,381046,PRJNA596371,10238996,788172,ASM1663086v1
GCF_000142805.1,Lachancea thermotolerans CBS 6340,CBS 6340,559295,PRJNA12499,10392862,1513537,ASM14280v1
GCA_030580015.1,Lachancea waltii,NRRL Y-8285,4914,PRJNA736342,10217115,139243,ASM3058001v1
GCA_007821475.1,Lachnellula arida,CBS 203.66,1316785,PRJNA437631,42724717,37853,CFIA_Lari_EG2017
GCA_007825325.1,Lachnellula cervina,CBS 625.97,1316786,PRJNA437640,51373547,22497,CFIA_Lcer_EG2017
GCF_007821495.1,Lachnellula hyalina,CBS 185.66,1316788,PRJNA437642,33828344,161844,CFIA_Lhya_EG2017
GCA_007821535.1,Lachnellula occidentalis,CBS 160.35,215460,PRJNA437649,48298069,31262,CFIA_Locc_EG2017
GCA_007821545.1,Lachnellula subtilissima,CBS 197.66,602034,PRJNA437651,35230510,34087,CFIA_Lsub_EG2017
GCA_007825345.1,Lachnellula suecica,CBS 268.59,602035,PRJNA407966,43438917,19034,CFIA_Lsue_EG2017
GCA_007825375.1,Lachnellula willkommii,CBS 172.35,215461,PRJNA412379,51034129,8078,CFIA_Lawi_EG2017
GCA_003988875.1,Lachnum nothofagi,D664,2283846,PRJNA487672,74582935,10365,ASM398887v1
GCA_021524915.1,Lactarius akahatsu,QP,416441,PRJNA500123,80299772,249015,Lacaka1
GCA_964235335.1,Lactarius blennius,,152933,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB77628;PRJEB79089;PRJNA533106,68853849,6962671,gfLacBlen1.hap1.1
GCA_021525775.1,Lactarius deliciosus,48,55514,PRJNA500114,96043985,318552,Lacdel1
GCA_951394315.1,Lactarius evosmus,,326039,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB58661;PRJEB62072;PRJNA533106,57231665,5448807,gfLacEvos1.1
GCA_024734325.1,Lactarius hatsudake,JH5,416442,PRJNA605941,76711549,389060,ASM2473432v1
GCA_021525025.1,Lactarius hengduanensis,84,1932122,PRJNA500115,61963203,72496,Lachen1
GCA_025766275.1,Lactarius indigo,2018DUKE089,222702,PRJNA654964,90316074,767822,Lacind1
GCA_025769895.1,Lactarius psammicola,BPL869,1907521,PRJNA345982,69824043,111929,Lacpsa1
GCA_021525015.1,Lactarius pseudohatsudake,88,1932123,PRJNA500116,99708583,149378,Lacpse1
GCA_981112785.1,Lactarius pubescens,,152943,PRJEB108619;PRJEB40665;PRJEB43510;PRJEB43745;PRJEB77551;PRJNA533106,66272693,6098378,gfLacPube1.hap1.1
GCA_015025155.1,Lactarius quietus,S23C,111141,PRJNA245616,115901997,89817,Lacqui1
GCA_021527775.1,Lactarius sanguifluus,B21,111137,PRJNA500120,86230511,235641,Lacsan1
GCA_003315925.1,Lactarius sp. MG121,MG121,2175976,PRJNA454572,63817975,13314,ASM331592v1
GCA_003314065.1,Lactarius sp. MG50,MG50,2175975,PRJNA454572,65894916,12602,ASM331406v1
GCA_963281015.1,Lactarius tabidus,,152947,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB60192;PRJEB65067;PRJNA533106,52334816,4878524,gfLacTabi1.1
GCA_003315845.1,Lactarius trivialis,MG71,217427,PRJNA454572,36119023,34232,ASM331584v1
GCA_021527035.1,Lactarius vividus,141,1740625,PRJNA500118,69041955,202573,Lacviv1
GCA_003315975.1,Lactifluus echinatus,MG122,2017516,PRJNA454572,48078660,12349,ASM331597v1
GCA_003314055.1,Lactifluus hygrophoroides,MG19,1837245,PRJNA454572,55463383,11596,ASM331405v1
GCA_003313945.1,Lactifluus pinguis,MG27,904239,PRJNA454572,49262189,18500,ASM331394v1
GCA_003315875.1,Lactifluus piperatus,MG49,71966,PRJNA454572,50768713,16024,ASM331587v1
GCA_003315895.1,Lactifluus rugatus,MG108,1837266,PRJNA454572,39210598,5735,ASM331589v1
GCA_022496195.1,Lactifluus subvellereus,BPL653,1837270,PRJNA345708,44824221,186084,Lacsub1
GCA_022376515.1,Lactifluus volemus,BPL652,71967,PRJNA340520,62975844,238496,Lacvol1
GCA_003521245.1,Laetiporus sulphureus,MG138,5630,PRJNA454572,51778905,14997,ASM352124v1
GCF_001632365.1,Laetiporus sulphureus 93-53,93-53,1314785,PRJNA196057,39909705,522580,Laesu1
GCA_022814265.1,Lambiella insularis,Spribille 39820,1397036,PRJNA795879,36292339,574903,ASM2281426v1
GCA_020310465.1,Lanmaoa asiatica,LA01,1603062,PRJNA713310,46638161,2448093,ASM2031046v1
GCA_038093455.1,Lanmaoa carminipes,MICH10002,1173595,PRJNA1022813,49611423,7421,MICH10002-Boletus-carminipes
GCA_038092875.1,Lanmaoa pseudosensibilis,MICH10030,1354908,PRJNA1022813,54356304,18897,MICH10030-Boletus-pseudosensibilis
GCA_041722395.1,Lanmaoa sp. TRTC157169,TRTC157169,3134597,PRJNA1022813,13283203,411,DLT08-094
GCA_000812885.1,Lanzia echinophila,CBS 111548,1424426,PRJNA254419,40250382,9538,ASM81288v1
GCA_046718235.1,Lapidomyces sp. CGMCC 3.30117,CGMCC 3.30117,3108422,PRJNA1051547,24537495,2018184,ASM4671823v1
GCA_964254525.1,Lasallia papulosa,,136371,PRJEB77567,20302860,11288,public_SRR14722095_metabat2_bin.7
GCA_053477785.1,Lasallia pustulata,5131,136370,PRJNA1255408,37648814,2620629,ASM5347778v1
GCA_977013665.2,Lasiodiplodia brasiliensis,LaRA1,1423229,PRJEB101385,43416030,1682832,LaRA1-scaf.v2
GCA_023089105.1,Lasiodiplodia citricola,KE87127,869388,PRJNA777748,44019502,542347,ASM2308910v1
GCA_977013655.2,Lasiodiplodia euphorbiaceicola,30BrSyA5,1451148,PRJEB101385,43701689,1150996,30BrSyA5-s.v2
GCA_009829795.1,Lasiodiplodia gonubiensis,CBS 115812,336252,PRJNA497969,41142063,234828,ASM982979v1
GCA_030512325.1,Lasiodiplodia hormozganensis,CBS 339.90,869390,PRJNA470903,43247313,290876,ASM3051232v1
GCA_030270915.1,Lasiodiplodia iranensis,CCTCC M2017288,869387,PRJNA634707,43011631,1087278,ASM3027091v1
GCA_029590625.1,Lasiodiplodia mahajangana,VT137,1108764,PRJNA911226,40140394,12129,ASM2959062v1
GCA_033955225.1,Lasiodiplodia pseudotheobromae,RIFT3495,466954,PRJNA1030934,42997681,5817267,ASM3395522v1
GCA_009801085.1,Lasiodiplodia sp. COLG20,COLG20,2596968,PRJNA554995,43533303,3187607,ASM980108v1
GCA_009801105.1,Lasiodiplodia sp. COLG96,COLG96,2596969,PRJNA554995,43154952,44900,ASM980110v1
GCA_023087525.1,Lasiodiplodia sp. KE8368,KE8368,2894516,PRJNA777748,50973113,435153,ASM2308752v1
GCA_023079305.1,Lasiodiplodia sp. KE8409,KE8409,2894517,PRJNA777748,43989322,522499,ASM2307930v1
GCF_012971845.1,Lasiodiplodia theobromae,AM2As,45133,PRJNA388190,43694574,876715,ASM1297184v1
GCA_033439745.1,Lasiosphaeria hispida,CBS 955.72,260671,PRJNA371218,48441159,6086892,Lashi1
GCF_030549165.1,Lasiosphaeria miniovina,SMH2392-1A,1954250,PRJNA371219,49418628,6400557,Lasmin1
GCA_033439765.1,Lasiosphaeria ovina,CBS 958.72,92902,PRJNA371217,51771160,5987086,Lasov1
GCA_027569635.1,Lasiosphaeriaceae sp. G1095,G1095,2989761,PRJNA852164,49943529,116439,ASM2756963v1
GCA_030549175.1,Lasiosphaeris hirsuta,SMH4607-1,260670,PRJNA370050,44448086,5892575,Lashir1
GCA_051528715.1,Lecanicillium aphanocladii,MUC58163,132584,PRJNA1074702,31885658,180800,YNP79
GCA_051527325.1,Lecanicillium coprophilum,MUC594,2496607,PRJNA1074702,31538045,449243,YNP40
GCA_051529435.1,Lecanicillium saksenae,MUC18310,468837,PRJNA1074702,33493777,235682,YNP44
GCA_037575805.1,Lecanicillium sp. G3,G3,3119160,PRJNA1073173,33787043,412961,ASM3757580v1
GCA_002242745.2,Lecanicillium sp. LEC01,LEC01,2013060,PRJNA390410,31407988,303914,ASM224274v2
GCA_003056565.1,Lecanicillium sp. MT-2017a,CA13,1964301,PRJNA438298,33004345,345229,ASM305656v1
GCA_023628775.1,Lecanicillium sp. S3808,S3808,2939533,PRJNA833221,31086147,736057,ASM2362877v1
GCA_964254485.1,Lecanora albella,,272976,PRJEB77567,27538851,25106,public_SRR14722158_metabat2_bin.9
GCA_964256165.1,Lecanora atra,,3163698,PRJEB77567,26201316,12940,public_SRR14722163_concoct_bin.11
GCA_050886345.1,Lecanora helva,VPMG_37,1217787,PRJNA1209903,30071126,2683715,ASM5088634v1
GCA_964256265.1,Lecanora hybocarpa,,394998,PRJEB77567,30897180,17444,public_SRR14722184_concoct_bin.5
GCA_964254635.1,Lecanora markjohnstonii,,2217878,PRJEB77567,28003477,22940,public_SRR14722309_metabat2_bin.1
GCA_964256795.1,Lecanora masana,,2488738,PRJEB77567,25103968,24227,public_SRR14722231_metabat2_bin.5
GCA_964255375.1,Lecanora oreinoides,,1181316,PRJEB77567,29286468,37477,public_SRR14722078_concoct_bin.17
GCA_964255525.1,Lecanora rugosella,,258252,PRJEB77567,23206127,15777,public_SRR14722232_concoct_bin.14
GCA_964254475.1,Lecanora strobilina,,1518595,PRJEB77567,26584174,24070,public_SRR14722154_metabat2_bin.3
GCA_964256505.1,Lecanora subimmergens,,1217798,PRJEB77567,26140875,17294,public_SRR14721987_metabat2_bin.1
GCA_964254455.1,Lecanorales sp.,,2011672,PRJEB77567,28693197,41287,public_SRR14722160_concoct_bin.3
GCA_937857895.1,Lecanoromycetes sp.,,1709937,PRJEB51077;PRJEB51083,25462409,16253,SRR13685132_bin.23_CONCOCT_v1.1_MAG
GCA_035521555.1,Lecanoromycetidae sp. Uapishka_2,Uapishka_2,3038893,PRJNA948675,28402931,35840,Uapishka_2
GCA_963674455.1,Lecanosticta acicola,,111012,PRJEB62798;PRJEB62799,30411460,290931,LECACI7
GCA_000504345.2,Lecanosticta acicola CBS 871.95,CBS 871.95,1367079,PRJNA212329,28442312,25345,ASM50434v2
GCA_038090015.1,Leccinellum albellum,NY2685927,2202573,PRJNA1022813,57358810,12599,NY2685927-Leccinum-albellum
GCA_038089515.1,Leccinellum crocipodium,PAM-2023b,1355219,PRJNA1022813,45399531,1036,PAM-Leccinum-crocipodium
GCA_038091855.1,Leccinellum luteum,MICH11267,2169424,PRJNA1022813,52718405,15515,MICH11267-Leccinum-luteum
GCA_038089755.1,Leccinellum rugosiceps,NY577517,3114933,PRJNA1022813,55745054,16673,NY577517-Leccinum-rugosiceps
GCA_038092315.1,Leccinum ambiguum,MICH11239,3095479,PRJNA1022813,60173517,1413,MICH11239-Leccinum-ambiguum
GCA_038091055.1,Leccinum angustisporum,MICH351,3095480,PRJNA1022813,103764350,1663,MICH351-Leccinum-angustisporum
GCA_038092295.1,Leccinum arenicola,MICH11237,3095481,PRJNA1022813,55501012,10423,MICH11237-Leccinum-arenicola
GCA_038092255.1,Leccinum aurantiacum,MICH11245,121046,PRJNA1022813,59738051,6750,MICH11245-Leccinum-aurantiacum_var._pallidipes
GCA_038092195.1,Leccinum barrowsii,MICH11246,3095483,PRJNA1022813,59305326,11194,MICH11246-Leccinum-barrowsii
GCA_038092235.1,Leccinum boreale,MICH11247,3095484,PRJNA1022813,38421105,56573,MICH11247-Leccinum-boreale
GCA_038092215.1,Leccinum broughii,MICH11248,3095485,PRJNA1022813,66663461,5975,MICH11248-Leccinum-broughii
GCA_038092115.1,Leccinum brunneo-olivaceum,MICH11249,3095486,PRJNA1022813,32481341,3235,MICH11249-Leccinum-brunneo-olivaceum
GCA_038092155.1,Leccinum cinnamomeum,MICH11251,3095487,PRJNA1022813,60397543,3909,MICH11251-Leccinum-cinnamomeum_var._fibrillosum
GCA_038090855.1,Leccinum clavatum,MICH5268,3095488,PRJNA1022813,55236365,13580,MICH5268-Leccinum-clavatum
GCA_038092095.1,Leccinum colubrinum,MICH11253,3095489,PRJNA1022813,58871884,2885,MICH11253-Leccinum-colubrinum
GCA_038092035.1,Leccinum disarticulatum,MICH11254,3095490,PRJNA1022813,71963407,5369,MICH11254-Leccinum-disarticulatum
GCA_038090835.1,Leccinum discolor,MICH5271,3095491,PRJNA1022813,61092953,2102,MICH5271-Leccinum-discolor
GCA_038090875.1,Leccinum fallax,MICH5264,3095492,PRJNA1022813,58141984,5917,MICH5264-Leccinum-fallax
GCA_038091135.1,Leccinum fibrillosum,MICH5272,2970138,PRJNA1022813,53509713,12474,MICH5272-Leccinum-fibrillosum
GCA_038092075.1,Leccinum fuscescens,MICH11256,3095493,PRJNA1022813,60925273,5256,MICH11256-Leccinum-fuscescens
GCA_038092055.1,Leccinum glutinopallens,MICH11257,2940214,PRJNA1022813,65568721,2787,MICH11257-Leccinum-glutinopallens
GCA_038091915.1,Leccinum griseonigrum,MICH11265,1564914,PRJNA1022813,55353099,8403,MICH11265-Leccinum-griseonigrum
GCA_038091995.1,Leccinum holopus,MICH11258,80655,PRJNA1022813,73371616,2428,MICH11258-Leccinum-holopus_var._americanum
GCA_038092015.1,Leccinum huronense,MICH11259,3095494,PRJNA1022813,60639024,5285,MICH11259-Leccinum-huronense
GCA_038090775.1,Leccinum idahoense,MICH5294,3095495,PRJNA1022813,60823818,1444,MICH5294-Leccinum-idahoense
GCA_038091955.1,Leccinum imitatum,MICH11260,3095496,PRJNA1022813,63623504,8053,MICH11260-Leccinum-imitatum
GCA_038091095.1,Leccinum incarnatum,MICH5295,3095497,PRJNA1022813,58131787,11307,MICH5295-Leccinum-incarnatum
GCA_038091935.1,Leccinum insigne,MICH11262,273861,PRJNA1022813,64897287,2356,MICH11262-Leccinum-insigne
GCA_038091875.1,Leccinum insolens,MICH11264,3016363,PRJNA1022813,69639287,3847,MICH11264-Leccinum-insolens
GCA_038091885.1,Leccinum laetum,MICH11266,3095498,PRJNA1022813,71660869,3236,MICH11266-Leccinum-laetum
GCA_038093135.1,Leccinum longicurvipes,MICH10018,121040,PRJNA1022813,38796454,7102,MICH10018-Boletus-longicurvipes
GCA_038091815.1,Leccinum obscurum,MICH11268,3095499,PRJNA1022813,69725547,8853,MICH11268-Leccinum-obscurum
GCA_038091835.1,Leccinum ochraceum,MICH11269,3095500,PRJNA1022813,71783287,5717,MICH11269-Leccinum-ochraceum
GCA_038091795.1,Leccinum olivaceoglutinosum,MICH11270,3095501,PRJNA1022813,59308515,1732,MICH11270-Leccinum-olivace-lutinosum
GCA_038091775.1,Leccinum olivaceopallidum,MICH11271,3095502,PRJNA1022813,58998826,8539,MICH11271-Leccinum-olivaceopallidum
GCA_038091755.1,Leccinum pallidistipes,MICH11272,3095503,PRJNA1022813,75388701,4006,MICH11272-Leccinum-pallidistipes
GCA_038091735.1,Leccinum pellstonianum,MICH11274,3095504,PRJNA1022813,69678084,10304,MICH11274-Leccinum-pellstonianum
GCA_038091715.1,Leccinum ponderosum,MICH11275,3095505,PRJNA1022813,53070996,3822,MICH11275-Leccinum-ponderosum
GCA_038091675.1,Leccinum proliferum,MICH11277,3095506,PRJNA1022813,58230790,1737,MICH11277-Leccinum-proliferum
GCA_038091695.1,Leccinum proximum,MICH11278,3095507,PRJNA1022813,65603183,1799,MICH11278-Leccinum-proximum
GCA_038091655.1,Leccinum pseudoinsigne,MICH11279,3095508,PRJNA1022813,58026887,3277,MICH11279-Leccinum-pseudoinsigne
GCA_038091395.1,Leccinum rimulosum,MICH11316,3095509,PRJNA1022813,71766228,13879,MICH11316-Leccinum-rimulosum
GCA_038091635.1,Leccinum snellii,MICH11281,273865,PRJNA1022813,40800306,52945,MICH11281-Leccinum-snellii
GCA_038091615.1,Leccinum solheimii,MICH11282,3095511,PRJNA1022813,54636018,6725,MICH11282-Leccinum-solheimii
GCA_041721895.1,Leccinum sp. TRTC168399,TRTC168399,3134598,PRJNA1022813,68799091,3811,SWK246-Leccinum-sp
GCA_038091595.1,Leccinum subatratum,MICH11283,3095512,PRJNA1022813,53210499,1958,MICH11283-Leccinum-subatratum
GCA_038090595.1,Leccinum subfulvum,MICH5836,3095513,PRJNA1022813,52080184,3755,MICH5836-Leccinum-subfulvum
GCA_038091575.1,Leccinum subgranulosum,MICH11284,3095514,PRJNA1022813,41790371,37041,MICH11284-Leccinum-subgranulosum
GCA_038091555.1,Leccinum sublutescens,MICH11285,3095515,PRJNA1022813,61242503,12151,MICH11285-Leccinum-sublutescens
GCA_038091515.1,Leccinum subrobustum,MICH11287,3095517,PRJNA1022813,62594157,6823,MICH11287-Leccinum-subrobustum
GCA_038091535.1,Leccinum subspadiceum,MICH11288,3095518,PRJNA1022813,60494839,3176,MICH11288-Leccinum-subspadiceum
GCA_038091495.1,Leccinum subtestaceum,MICH11289,3095519,PRJNA1022813,65088618,9428,MICH11289-Leccinum-subtestaceum
GCA_038090755.1,Leccinum truebloodii,MICH5296,3095520,PRJNA1022813,73229897,4754,MICH5296-Leccinum-truebloodii
GCA_038091455.1,Leccinum uliginosum,MICH11291,273872,PRJNA1022813,55777117,16840,MICH11291-Leccinum-uliginosum
GCA_038091435.1,Leccinum variabile,MICH11292,3095521,PRJNA1022813,63370116,4382,MICH11292-Leccinum-variabile
GCA_038091415.1,Leccinum variicolor,MICH11293,121052,PRJNA1022813,38329656,46151,MICH11293-Leccinum-variicolor
GCA_964254725.1,Lecidea sp. Lendemer_46382_NY-2795264,,2841858,PRJEB77567,27451878,12140,public_SRR14722157_metabat2_bin.4
GCA_964256205.1,Lecidea tessellata,,262918,PRJEB77567,24197754,12186,public_SRR14722164_metabat2_bin.2
GCA_964255055.1,Lecidella sp. Lendemer_46226_NY-2606722,,2841860,PRJEB77567,30069223,28217,public_SRR14722128_metabat2_bin.9
GCA_028011355.1,Lentinula aciculospora,JLM2183,153920,PRJNA713174;PRJNA872538,110953323,1192520,LacJLM2183_1
GCA_027886315.1,Lentinula aff. detonsa,TFB10292,2804958,PRJNA585399;PRJNA872538,33321884,57451,LboTFB10292_1
GCA_027886305.1,Lentinula aff. lateritia,TMI1499,2804960,PRJNA572460,39933087,44423,LlaTMI1499_1
GCA_027886635.1,Lentinula boryana,TFB10827,40481,PRJNA571460;PRJNA872538,32414438,69314,Lbo_TFB10827_1
GCA_027921405.1,Lentinula detonsa,TFB7810,2804962,PRJNA460315;PRJNA872538,40333654,2029793,LboTFB7810_1
GCF_021015755.1,Lentinula edodes,Le(Bin) 0899 ss11,5353,PRJNA444093;PRJNA872538,45594472,692557,Lenedo1
GCA_002195965.1,Lentinula edodes 135A,135A,1323751,PRJNA197318,36687014,52820,LenEdo135A1.0
GCA_002195955.1,Lentinula edodes 135B,135B,1335646,PRJNA203522,37638248,51129,LenEdo135B1.0
GCA_027919855.1,Lentinula guzmanii,ET3784,2804957,PRJNA460928,41453719,419954,LboET3784_1
GCA_028011325.1,Lentinula lateritia,RHP3577 ss4,40482,PRJNA444094;PRJNA872538,45430989,370764,Lenlat1
GCA_027921425.1,Lentinula novae-zelandiae,TMI1172,42442,PRJNA519675,35621183,53946,Lennov1
GCA_027919835.1,Lentinula raphanica,INPA1701G ss19,153919,PRJNA444095,49067377,1282116,Lenrap1
GCA_001792895.1,Lentinus brumalis,kfri 20912,2498619,PRJNA326027,53434618,1232546,ASM179289v1
GCA_000787475.1,Lentinus polychrous,BCC7694,292559,PRJNA261275,38054542,9350,ASM78747v1
GCA_047716615.1,Lentinus squarrosulus,Lesq3,38802,PRJNA1217826,27368888,9762,ASM4771661v1
GCA_003813205.1,Lentinus tigrinus ALCF2SS1-6,ALCF2SS1-6,1328759,PRJNA200618,39878053,567385,Lenti6_1
GCF_003813185.1,Lentinus tigrinus ALCF2SS1-7,ALCF2SS1-7,1328758,PRJNA200617,39530113,846108,Lenti7_1
GCA_010405425.1,Lentithecium fluviatile CBS 122367,CBS 122367,1168545,PRJNA196040,54688705,1053498,Lenfl1
GCA_022264855.1,Lenzites betulinus,CIRM-BRFM 1801,5632,PRJNA430415,37463246,558866,Trabet1
GCA_965240495.1,Leotia lubrica,,39932,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB84079;PRJEB88415;PRJNA533106,86083220,6232439,gyLeoLubr2.1
GCA_043791855.1,Leotiomycetes sp. Styx10C10m-37,Styx10C10M-37,3366837,PRJNA1166992,26888994,6884066,ASM4379185v1
GCA_001692735.1,Lepidopterella palustris CBS 459.81,CBS 459.81,1314670,PRJNA196014,45668136,51152,Leppa1
GCA_023014365.1,Lepiota brunneoincarnata,LH00008,201213,PRJNA679796,55607740,1225926,ASM2301436v1
GCA_023014305.1,Lepiota subincarnata,JWLS061,56170,PRJNA679796,37765222,905126,ASM2301430v1
GCA_004296355.1,Lepiota venenata,LJE,2136145,PRJNA493910,49247364,1272972,ASM429635v1
GCA_964255245.1,Lepra amara,,1986327,PRJEB77567,31516815,12056,public_SRR14721995_metabat2_bin.4
GCA_042464665.1,Lepraria finkii,Grewe 0041,1340010,PRJNA1119491,39091360,392003,ASM4246466v1
GCA_964254625.1,Lepraria leprolomopsis,,1340008,PRJEB77567,29305370,13909,public_SRR14722272_metabat2_bin.6
GCA_033220425.1,Lepraria neglecta,Allen 5258,209136,PRJNA887108,42023604,5201525,Lene_EWU_01
GCA_964257485.1,Lepraria oxybapha,,1225178,PRJEB77567,17385180,4355,public_SRR14722018_metabat2_bin.2
GCA_937857285.1,Lepraria sp.,,2040845,PRJEB51077;PRJEB51083,24203216,3141,SRR13685173_bin.1_CONCOCT_v1.1_MAG
GCA_964255695.1,Leprocaulales sp.,,3137033,PRJEB77567,16287341,7087,public_SRR14722165_metabat2_bin.16
GCA_964256825.1,Leprocaulon nicholsiae,,2596785,PRJEB77567,22070204,14873,public_SRR14722274_metabat2_bin.2
GCA_048544705.1,Leptobacillium sp. BHL-014-01-1,BHL-014-01-1,3398184,PRJNA1217502,28907456,892306,ASM4854470v1
GCA_021432625.1,Leptodontidium sp. 2 PMI_412,PMI_412,1485227,PRJNA243948,73780780,312982,Leptod1
GCA_020726505.1,Leptodontidium sp. MPI-SDFR-AT-0119,MPI-SDFR-AT-0119,2826080,PRJNA347191,77016750,2683090,Lepor2
GCA_046255075.1,Leptodophora sp. 'Broadleaf-Isolate-01',Broadleaf-Isolate-01,3375984,PRJNA1153414,75142167,5880590,ASM4625507v1
GCA_964255575.1,Leptogium austroamericanum,,586071,PRJEB77567,29584455,63367,public_SRR1531545_concoct_bin.10
GCA_964254935.1,Leptogium chloromelum,,2840224,PRJEB77567,22421455,8956,public_SRR14722145_metabat2_bin.10
GCA_964256315.1,Leptogium corticola,,586073,PRJEB77567,24423375,6947,public_SRR14722197_metabat2_bin.3
GCA_963580335.1,Leptographium flavum,,2268375,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB63116;PRJEB67931;PRJNA533106,23957028,3559292,grLepFlav1.1
GCA_004028395.1,Leptographium galeiforme,CBS 115711,255215,PRJNA507035,26361883,67788,GGAL
GCA_001455505.1,Leptographium lundbergii,CBS 138716,96373,PRJNA284246,26537341,274600,ASM145550v1
GCA_050491845.1,Leptographium procerum,2021000005,100367,PRJNA1084195,37139003,3025228,ASM5049184v1
GCA_019925535.1,Leptographium radiaticola,VPRI43523,96404,PRJNA667796,27518014,883760,ASM1992553v1
GCA_029299265.1,Leptographium wageneri,C730,155671,PRJNA841745,26985838,284021,LepWag_1.0
GCA_029299245.1,Leptographium wingfieldii,CBS645.89,155675,PRJNA841745,27646212,149613,LepWin_1.0
GCA_026120165.1,Leptosphaerulina australis,CBS 317.83,318710,PRJNA827019,36434059,55573,ASM2612016v1
GCA_052323655.1,Leptosphaerulina nitida,CBS 450.84,2075124,PRJNA1226367,36218159,397057,ASM5232365v1
GCA_001660795.1,Leptoxyphium fumago,SC3815,5474,PRJNA311153,25022896,186141,Cfu_V1.2
GCF_014066305.1,Letharia columbiana,WasteWater2,112416,PRJNA633150,52265057,666803,Lecol_v1.0
GCF_014066315.1,Letharia lupina,WasteWater1,560253,PRJNA633119,49166941,2098233,Lelup_v1.1
GCA_964257005.1,Letharia vulpina,,129387,PRJEB77567,32307886,143409,public_SRR7232211_concoct_bin.3
GCA_023646175.1,Letrouitia leprolyta,LIQ106LELE,2905938,PRJNA783777,27853102,33941,KEW_Llep
GCA_051942305.1,Letrouitia sp. 1 TL-2023,LIQ88LEMU,3058884,PRJNA991097,23358051,4788,KEW_Lesp1
GCA_052059055.1,Letrouitia subvulpina,LIQ89LESU,1145321,PRJNA991097,25229150,47094,KEW_Lesu
GCA_023646045.1,Letrouitia transgressa,LIQ93LETR,1145322,PRJNA783777,26337752,290218,KEW_Ltra1
GCA_001563735.1,Leucoagaricus sp. SymC.cos,SymC.cos,1714833,PRJNA295288,119028496,116662,ASM156373v1
GCA_027627405.1,Leucocoprinus birnbaumii,VT141,56174,PRJNA862647,45705486,32048,Leucocoprinus_birnbaumii_VT141_reassembly_enz
GCA_052360485.1,Leucocoprinus gongylophorus,Ac2012-1,79220,PRJNA879936,74308424,6119402,ASM5236048v1
GCA_013368445.1,Leucocoprinus leucothites,CBS 146.42,201217,PRJNA496460,47309141,2102411,LU_LEL_1.0
GCA_019327925.1,Leucocoprinus sp. KB1807203,KB1807203,2837572,PRJNA713779,38119301,189029,ASM1932792v1
GCA_964257275.1,Leucodecton sp. Tripp_6156_NY-2796959,,2841868,PRJEB77567,31270501,22759,public_SRR14721970_metabat2_bin.1
GCA_964255645.1,Leucodermia appalachiensis,,2483983,PRJEB77567,29976469,16535,public_SRR14722144_metabat2_bin.3
GCA_964257595.1,Leucodermia leucomelos,,2884725,PRJEB77567,28440486,11264,public_SRR14722047_metabat2_bin.3
GCA_021014945.1,Leucogyrophana mollusca,KUC20120723A-06,85980,PRJNA239087,35193237,93502,Leumo1
GCA_001600635.1,Leucosporidium creatinivorum,JCM 10699,106004,PRJDB3556;PRJDB3719,27969159,836129,JCM_10699_assembly_v001
GCA_003054985.1,Leucosporidium scottii,PYCC 4405,5278,PRJNA378219,26750114,244613,ASM305498v1
GCA_019775505.1,Leucosporidium yakuticum,VS III D KN 2,231218,PRJNA644637,26563415,147273,ASM1977550v1
GCA_021030975.1,Lichenothelia convexa,LMCC0061,1263500,PRJNA714976,36050808,61890,ASM2103097v1
GCA_965642285.1,Lichina confinis,,174425,PRJEB43743;PRJEB43745;PRJEB85675;PRJEB93766;PRJNA533106,33940523,3495150,glLicConf4.1
GCA_963422465.1,Lichina pygmaea,,157483,PRJEB40665;PRJEB43510;PRJEB43743;PRJEB43745;PRJEB63659;PRJEB65835;PRJNA533106,32421062,5303397,glLicPygm2.1
GCA_964255385.1,Lichinales sp.,,2691128,PRJEB77567,20387402,36957,public_SRR14722086_metabat2_bin.14
GCA_023629935.1,Lichtheimia corymbifera,PN006,42458,PRJNA833221,35418858,103041,ASM2362993v1
GCA_000697175.1,Lichtheimia corymbifera 008-049,008-049,1279486,PRJNA186023,36583658,118022,LicCor008-049-1.0
GCA_000697475.1,Lichtheimia corymbifera B2541,B2541,1357691,PRJNA211916,36620786,130684,LicCorB2541-1.0
