ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_011036925.1_ASM1103692v1,5507,Fusarium oxysporum,EthFoc-30,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036945.1_ASM1103694v1,5507,Fusarium oxysporum,EthFoc-34,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036705.1_ASM1103670v1,5507,Fusarium oxysporum,EthFoc-35,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011035965.1_ASM1103596v1,5507,Fusarium oxysporum,EthFoc-36,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036345.1_ASM1103634v1,5507,Fusarium oxysporum,EthFoc-36a,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036135.1_ASM1103613v1,5507,Fusarium oxysporum,EthFoc-4,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036125.1_ASM1103612v1,5507,Fusarium oxysporum,EthFoc-40,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036115.1_ASM1103611v1,5507,Fusarium oxysporum,EthFoc-41,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036045.1_ASM1103604v1,5507,Fusarium oxysporum,EthFoc-42,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036075.1_ASM1103607v1,5507,Fusarium oxysporum,EthFoc-43,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036055.1_ASM1103605v1,5507,Fusarium oxysporum,EthFoc-44,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036325.1_ASM1103632v1,5507,Fusarium oxysporum,EthFoc-45,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036065.1_ASM1103606v1,5507,Fusarium oxysporum,EthFoc-48,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036305.1_ASM1103630v1,5507,Fusarium oxysporum,EthFoc-49,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036275.1_ASM1103627v1,5507,Fusarium oxysporum,EthFoc-52,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011037795.1_ASM1103779v1,5507,Fusarium oxysporum,EthFoc-56,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036635.1_ASM1103663v1,5507,Fusarium oxysporum,EthFoc-57,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036235.1_ASM1103623v1,5507,Fusarium oxysporum,EthFoc-61,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036205.1_ASM1103620v1,5507,Fusarium oxysporum,EthFoc-7,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036215.1_ASM1103621v1,5507,Fusarium oxysporum,EthFoc-75,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036545.1_ASM1103654v1,5507,Fusarium oxysporum,EthFoc-78,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036505.1_ASM1103650v1,5507,Fusarium oxysporum,EthFoc-81,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036475.1_ASM1103647v1,5507,Fusarium oxysporum,EthFoc-83,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036455.1_ASM1103645v1,5507,Fusarium oxysporum,EthFoc-84,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036425.1_ASM1103642v1,5507,Fusarium oxysporum,EthFoc-88,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036395.1_ASM1103639v1,5507,Fusarium oxysporum,EthFoc-90,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036365.1_ASM1103636v1,5507,Fusarium oxysporum,EthFoc-93,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036385.1_ASM1103638v1,5507,Fusarium oxysporum,EthFoc-95,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036615.1_ASM1103661v1,5507,Fusarium oxysporum,EthFoc-98,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036595.1_ASM1103659v1,5507,Fusarium oxysporum,EthFoc-99,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036575.1_ASM1103657v1,5507,Fusarium oxysporum,EthFoc-DSP12,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036655.1_ASM1103665v1,5507,Fusarium oxysporum,EthFoc-DSP2,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011036985.1_ASM1103698v1,5507,Fusarium oxysporum,EthFoc-DSP6,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_011037735.1_ASM1103773v1,5507,Fusarium oxysporum,EthFoc-DSP9,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055681515.1_ASM5568151v1,5507,Fusarium oxysporum,F3001,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055682425.1_ASM5568242v1,5507,Fusarium oxysporum,F3100,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055681535.1_ASM5568153v1,5507,Fusarium oxysporum,F3383,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055681575.1_ASM5568157v1,5507,Fusarium oxysporum,F3384,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055682485.1_ASM5568248v1,5507,Fusarium oxysporum,F3385,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055682525.1_ASM5568252v1,5507,Fusarium oxysporum,F3386,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055682605.1_ASM5568260v1,5507,Fusarium oxysporum,F3387,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055682585.1_ASM5568258v1,5507,Fusarium oxysporum,F3388,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055682865.1_ASM5568286v1,5507,Fusarium oxysporum,F3390,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_025177585.1_FCALT,5507,Fusarium oxysporum,FCALT,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_055853645.1_ASM5585364v1,5507,Fusarium oxysporum,FO12,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_057657705.1_ASM5765770v1,5507,Fusarium oxysporum,Fo-129,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325315.1_ASM1432531v1,5507,Fusarium oxysporum,Fo1,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325095.1_ASM1432509v1,5507,Fusarium oxysporum,Fo10,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325045.1_ASM1432504v1,5507,Fusarium oxysporum,Fo11,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325035.1_ASM1432503v1,5507,Fusarium oxysporum,Fo12,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325015.1_ASM1432501v1,5507,Fusarium oxysporum,Fo13,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324985.1_ASM1432498v1,5507,Fusarium oxysporum,Fo14,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324975.1_ASM1432497v1,5507,Fusarium oxysporum,Fo15,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325065.1_ASM1432506v1,5507,Fusarium oxysporum,Fo16,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324955.1_ASM1432495v1,5507,Fusarium oxysporum,Fo17,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324935.1_ASM1432493v1,5507,Fusarium oxysporum,Fo18,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325295.1_ASM1432529v1,5507,Fusarium oxysporum,Fo2,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324905.1_ASM1432490v1,5507,Fusarium oxysporum,Fo20,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014337855.1_ASM1433785v1,5507,Fusarium oxysporum,Fo24,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324895.1_ASM1432489v1,5507,Fusarium oxysporum,Fo25,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324865.1_ASM1432486v1,5507,Fusarium oxysporum,Fo26,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324835.1_ASM1432483v1,5507,Fusarium oxysporum,Fo28,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324805.1_ASM1432480v1,5507,Fusarium oxysporum,Fo29,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325235.1_ASM1432523v1,5507,Fusarium oxysporum,Fo3,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324675.1_ASM1432467v1,5507,Fusarium oxysporum,Fo35,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324795.1_ASM1432479v1,5507,Fusarium oxysporum,Fo39,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325225.1_ASM1432522v1,5507,Fusarium oxysporum,Fo4,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324775.1_ASM1432477v1,5507,Fusarium oxysporum,Fo41,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_030020275.1_Fusox3_1,5507,Fusarium oxysporum,Fo4287,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324715.1_ASM1432471v1,5507,Fusarium oxysporum,Fo44,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324665.1_ASM1432466v1,5507,Fusarium oxysporum,Fo45,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324645.1_ASM1432464v1,5507,Fusarium oxysporum,Fo46,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324445.1_ASM1432444v1,5507,Fusarium oxysporum,Fo47,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324625.1_ASM1432462v1,5507,Fusarium oxysporum,Fo48,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324585.1_ASM1432458v1,5507,Fusarium oxysporum,Fo49,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325205.1_ASM1432520v1,5507,Fusarium oxysporum,Fo5,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_025331925.1_ASM2533192v1,5507,Fusarium oxysporum,Fo5176,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324595.1_ASM1432459v1,5507,Fusarium oxysporum,Fo52,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324575.1_ASM1432457v1,5507,Fusarium oxysporum,Fo53,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324555.1_ASM1432455v1,5507,Fusarium oxysporum,Fo54,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324505.1_ASM1432450v1,5507,Fusarium oxysporum,Fo57,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324495.1_ASM1432449v1,5507,Fusarium oxysporum,Fo58,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324765.1_ASM1432476v1,5507,Fusarium oxysporum,Fo59,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325215.1_ASM1432521v1,5507,Fusarium oxysporum,Fo6,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324455.1_ASM1432445v1,5507,Fusarium oxysporum,Fo63,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324465.1_ASM1432446v1,5507,Fusarium oxysporum,Fo65,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324755.1_ASM1432475v1,5507,Fusarium oxysporum,Fo68,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324425.1_ASM1432442v1,5507,Fusarium oxysporum,Fo69,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325185.1_ASM1432518v1,5507,Fusarium oxysporum,Fo7,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324745.1_ASM1432474v1,5507,Fusarium oxysporum,Fo74,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014324435.1_ASM1432443v1,5507,Fusarium oxysporum,Fo75,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325135.1_ASM1432513v1,5507,Fusarium oxysporum,Fo8,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_014325125.1_ASM1432512v1,5507,Fusarium oxysporum,Fo9,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_040938085.1_ASM4093808v1,5507,Fusarium oxysporum,FoCI-2,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_001703125.1_FoMN14,5507,Fusarium oxysporum,FoMN14,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016859205.1_FoPvo1,5507,Fusarium oxysporum,FoPvo1,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_003615115.1_Fo_A13_v1,5507,Fusarium oxysporum,Fo_A13,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_003615155.1_Fo_A28_v1,5507,Fusarium oxysporum,Fo_A28,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_003615165.1_Fo_CB3_v1,5507,Fusarium oxysporum,Fo_CB3,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_003615185.1_Fo_PG_v1,5507,Fusarium oxysporum,Fo_PG,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_054857865.1_ASM5485786v1,5507,Fusarium oxysporum,Foc013,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_054857935.1_ASM5485793v1,5507,Fusarium oxysporum,Foc015,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_054857995.1_ASM5485799v1,5507,Fusarium oxysporum,Foc021,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_015345885.1_ASM1534588v1,5507,Fusarium oxysporum,Fol001,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_015345895.1_ASM1534589v1,5507,Fusarium oxysporum,Fol010,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_054857735.1_ASM5485773v1,5507,Fusarium oxysporum,Fom010,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_054857835.1_ASM5485783v1,5507,Fusarium oxysporum,Fon019,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_054857885.1_ASM5485788v1,5507,Fusarium oxysporum,Fon020,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_013347595.1_WSU_Fus017,5507,Fusarium oxysporum,Fus017,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_013347355.2_ASM1334735v2,5507,Fusarium oxysporum,Fus187,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_013347365.1_WSU_Fus191,5507,Fusarium oxysporum,Fus191,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_013347385.1_WSU_Fus250,5507,Fusarium oxysporum,Fus250,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_013347375.1_WSU_Fus259,5507,Fusarium oxysporum,Fus259,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016166205.1_USDA_G2-4_v1,5507,Fusarium oxysporum,G2-4,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016166045.1_USDA_GL1551_v1,5507,Fusarium oxysporum,GL1551,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016166015.1_USDA_GL1552_v1,5507,Fusarium oxysporum,GL1552,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016166025.1_USDA_GL1702_v1,5507,Fusarium oxysporum,GL1702,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016165995.1_USDA_GL1703_v1,5507,Fusarium oxysporum,GL1703,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016165925.1_USDA_GL1704_v1,5507,Fusarium oxysporum,GL1704,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_030064525.1_ASM3006452v1,5507,Fusarium oxysporum,HS2,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_001931975.2_ASM193197v2,5507,Fusarium oxysporum,IMV 00293,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_004291455.1_ASM429145v1,5507,Fusarium oxysporum,ISS-F3,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_004292535.1_ASM429253v1,5507,Fusarium oxysporum,ISS-F4,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_040436745.1_ASM4043674v1,5507,Fusarium oxysporum,J210,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_002233995.2_ASM223399v2,5507,Fusarium oxysporum,KOD886,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_002233985.2_ASM223398v2,5507,Fusarium oxysporum,KOD887,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_002233955.2_ASM223395v2,5507,Fusarium oxysporum,KOD888,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_054643155.1_ASM5464315v1,5507,Fusarium oxysporum,LD-06,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_023628715.1_ASM2362871v1,5507,Fusarium oxysporum,M7004Y,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_044647035.1_ASM4464703v1,5507,Fusarium oxysporum,MES6,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_003709395.1_ASM370939v1,5507,Fusarium oxysporum,MOD1-FUNGI10,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_003705045.1_ASM370504v1,5507,Fusarium oxysporum,MOD1-FUNGI11,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_003705035.1_ASM370503v1,5507,Fusarium oxysporum,MOD1-FUNGI16,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_003704975.1_ASM370497v1,5507,Fusarium oxysporum,MOD1-FUNGI9,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_020744355.1_Fusoxys1,5507,Fusarium oxysporum,MPI-CAGE-CH-0212,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_020744455.1_Fusoxy1,5507,Fusarium oxysporum,MPI-SDFR-AT-0094,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009746015.2_ASM974601v2,5507,Fusarium oxysporum,MRL8996,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016164085.1_USDA_N-10010_v1,5507,Fusarium oxysporum,N-10010,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016164075.1_USDA_N-10226_v1,5507,Fusarium oxysporum,N-10226,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016164055.1_USDA_N-16818_v1,5507,Fusarium oxysporum,N-16818,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016163995.1_USDA_N-16893_v1,5507,Fusarium oxysporum,N-16893,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016163985.1_USDA_N-16999_v1,5507,Fusarium oxysporum,N-16999,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_016163925.1_USDA_N-18842_v1,5507,Fusarium oxysporum,N-18842,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_013363075.1_ASM1336307v1,5507,Fusarium oxysporum,NRRL 39464,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_019843925.1_ASM1984392v1,5507,Fusarium oxysporum,NRRL 43631,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_030272305.1_ASM3027230v1,5507,Fusarium oxysporum,PkF01,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_035772935.1_ASM3577293v1,5507,Fusarium oxysporum,QK8,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009297445.1_ASM929744v1,5507,Fusarium oxysporum,RBG5689,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009297385.1_ASM929738v1,5507,Fusarium oxysporum,RBG5714,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009297405.1_ASM929740v1,5507,Fusarium oxysporum,RBG5783,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009297515.1_ASM929751v1,5507,Fusarium oxysporum,RBG5831,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009297675.1_ASM929767v1,5507,Fusarium oxysporum,RBG5833,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009297655.1_ASM929765v1,5507,Fusarium oxysporum,RBG5836,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009297365.1_ASM929736v1,5507,Fusarium oxysporum,RBG5844,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
GCA_009297505.1_ASM929750v1,5507,Fusarium oxysporum,RBG5862,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum
